"의료기관시도별","보험급여별","수술종류별","항목","단위","2006 년","2007 년","2008 년","2009 년","2010 년","2011 년","2012 년","2013 년","2014 년","2015 년","2016 년","2017 년","2018 년","2019 년","2020 년","2021 년","2022 년",
"경북","계","뇌기저부 수술","수술건수[건]","건","2","1","0","3","0","0","1","1","","","-","-","-","1","-","-","-",
"경북","계","뇌종양 수술","수술인원수[명]","명","5","2","4","9","9","12","10","7","14","13","7","13","15","14","16","14","8",
"경북","계","뇌종양 수술","수술건수[건]","건","5","2","4","9","9","13","10","7","14","13","7","13","15","14","16","14","8",
"경북","계","위 절제술(기타 질환에 의한 수술 포함)","수술인원수[명]","명","119","98","87","133","119","116","84","87","79","84","71","43","56","49","39","62","46",
"경북","계","위 절제술(기타 질환에 의한 수술 포함)","수술건수[건]","건","119","100","87","133","119","116","84","87","79","85","71","44","58","51","39","62","48",
"경북","계","간 부분 절제술(기타 질환에 의한 수술 포함)","수술인원수[명]","명","9","4","5","18","9","16","8","8","12","7","12","8","7","16","12","14","12",
"경북","계","간 부분 절제술(기타 질환에 의한 수술 포함)","수술건수[건]","건","9","4","5","18","9","16","8","8","13","7","12","8","7","16","13","15","12",
"경북","계","간색전술","수술인원수[명]","명","167","149","125","247","271","188","217","227","220","239","263","323","323","351","264","248","255",
"경북","계","간색전술","수술건수[건]","건","216","181","156","310","338","244","251","264","244","275","313","367","351","391","304","307","326",
"경북","계","갑상선 수술(기타 질환에 의한 수술 포함)","수술인원수[명]","명","171","230","252","333","319","335","300","246","175","101","100","105","97","89","77","63","112",
"경북","계","갑상선 수술(기타 질환에 의한 수술 포함)","수술건수[건]","건","172","237","254","335","321","336","303","247","176","103","101","105","100","91","77","65","113",
"경북","계","선천성 심장기형 수술","수술인원수[명]","명","1","0","5","6","1","96","10","11","","","","","","","","","",
"경북","계","선천성 심장기형 수술","수술건수[건]","건","1","0","5","6","1","100","10","11","","","","","","","","","",
"경북","계","심장수술(관상동맥 우회수술 제외)","수술인원수[명]","명","","","","","","","","","","7","5","13","11","5","18","19","10",
"경북","계","심장수술(관상동맥 우회수술 제외)","수술건수[건]","건","","","","","","","","","","7","5","13","11","5","19","19","10",
"경북","계","순열 및 구개열 수술","수술인원수[명]","명","0","2","1","4","5","0","0","1","","","-","-","-","-","","-","-",
"경북","계","순열 및 구개열 수술","수술건수[건]","건","0","3","1","4","5","0","0","1","","","-","-","-","-","-","-","-",
"경북","계","치핵 수술","수술인원수[명]","명","9198","9661","9518","9412","8471","7601","7268","6745","6070","5962","5845","4974","4638","4085","3863","3660","3629",
"경북","계","치핵 수술","수술건수[건]","건","9352","9859","9683","9551","8547","7628","7306","6789","6106","6016","5913","5068","4686","4098","3875","3686","3658",
"경북","계","내시경하 척추수술","수술인원수[명]","명","29","9","8","12","3","17","38","37","20","74","56","217","272","260","197","175","203",
"경북","계","내시경하 척추수술","수술건수[건]","건","29","9","8","12","3","17","38","37","20","77","58","218","278","267","214","180","210",
"경북","계","일반 척추수술","수술인원수[명]","명","1800","2097","2371","3162","3671","4131","4695","4368","3721","4509","4282","4393","4519","4542","4271","4263","4115",
"경북","계","일반 척추수술","수술건수[건]","건","1842","2163","2433","3251","3780","4268","4863","4581","3899","4758","4464","4610","4682","4750","4467","4475","4355",
"경북","계","내시경하 부비동 수술","수술인원수[명]","명","","","","1550","1699","2013","2051","1728","1644","1831","1370","1140","1176","1239","538","528","503",
"경북","계","내시경하 부비동 수술","수술건수[건]","건","","","","1605","1759","2071","2104","1819","1739","1888","1414","1167","1208","1314","549","536","517",
"경북","계","일반 부비동 수술","수술인원수[명]","명","704","976","880","465","266","136","150","327","464","568","460","466","377","14","14","13","8",
"경북","계","일반 부비동 수술","수술건수[건]","건","725","1012","914","484","282","139","155","339","486","578","478","477","395","14","15","13","9",
"경북","계","줄기세포이식술","수술인원수[명]","명","","","","","","","","","","","","","","","","","-",
"경북","계","줄기세포이식술","수술건수[건]","건","","","","","","","","","","","","","","","","","-",
"경북","건강보험","계","수술인원수[명]","명","39107","42144","43017","47565","49384","49534","49608","48578","48091","49677","49304","48312","47337","48407","43778","44659","43469",
"경북","건강보험","계","수술건수[건]","건","42282","45900","47590","53666","56376","57082","56666","55886","55492","57930","57848","57157","55611","57499","52070","53934","52709",
"경북","건강보험","백내장 수술","수술인원수[명]","명","9213","10704","12276","13886","16284","17060","16189","16308","16781","17543","17556","18011","17551","19182","17057","17836","16832",
"경북","건강보험","백내장 수술","수술건수[건]","건","11545","13496","15786","18172","21676","23007","21891","22189","22830","24230","24335","24960","24287","26790","23978","25418","24276",
"경북","건강보험","편도절제술(아데노이드 적출술 유무에 상관없이)","수술인원수[명]","명","1514","1338","1319","1330","1298","1286","1196","1216","1126","991","970","996","973","1014","660","405","353",
"경북","건강보험","편도절제술(아데노이드 적출술 유무에 상관없이)","수술건수[건]","건","1515","1343","1329","1355","1311","1304","1214","1234","1154","1003","995","1020","999","1036","685","411","363",
"경북","건강보험","경피적 관상동맥확장술 및 절제술","수술인원수[명]","명","51","83","86","131","175","235","273","311","274","284","278","263","260","267","264","326","305",
"경북","건강보험","경피적 관상동맥확장술 및 절제술","수술건수[건]","건","51","86","86","132","183","243","275","314","280","288","285","266","264","271","268","335","314",
"경북","건강보험","스텐트삽입술","수술인원수[명]","명","557","691","800","1089","1293","1607","1911","2069","2178","2055","2163","2243","2325","2289","2179","2483","2365",
"경북","건강보험","스텐트삽입술","수술건수[건]","건","584","720","828","1135","1337","1651","1984","2125","2244","2099","2225","2283","2387","2347","2229","2597","2495",
"경북","건강보험","관상동맥 우회수술","수술인원수[명]","명","3","0","1","0","0","0","1","1","","3","5","7","10","6","3","3","1",
"경북","건강보험","관상동맥 우회수술","수술건수[건]","건","3","0","1","0","0","0","1","1","","3","5","7","10","6","3","3","1",
"경북","건강보험","심장 카테터 삽입술","수술인원수[명]","명","0","1","6","4","4","3","16","4","3","1","-","12","31","23","26","7","11",
"경북","건강보험","심장 카테터 삽입술","수술건수[건]","건","0","1","6","4","4","3","16","4","3","1","-","12","32","23","26","7","11",
"경북","건강보험","정맥류 결찰 및 제거수술","수술인원수[명]","명","921","1081","112","641","720","641","720","711","689","694","601","536","396","419","377","439","376",
"경북","건강보험","정맥류 결찰 및 제거수술","수술건수[건]","건","946","1105","169","658","733","656","755","753","717","725","633","554","402","422","386","446","383",
"경북","건강보험","충수절제술","수술인원수[명]","명","4390","4456","4305","4560","4076","3970","4047","4013","3946","3838","3770","3475","3423","3298","3146","3051","2981",
"경북","건강보험","충수절제술","수술건수[건]","건","4393","4459","4306","4565","4079","3970","4049","4019","3950","3847","4007","3776","3516","3313","3216","3220","3112",
"경북","건강보험","심박조율장치의 삽입,교체,제거 및 교정","수술인원수[명]","명","90","91","65","78","40","87","145","168","182","279","333","348","242","269","204","237","281",
"경북","건강보험","심박조율장치의 삽입,교체,제거 및 교정","수술건수[건]","건","90","94","65","79","40","90","149","175","184","288","339","357","243","276","212","241","291",
"경북","건강보험","담낭절제술(복강경적 담낭절제술 포함)","수술인원수[명]","명","878","934","925","1173","1241","1185","1362","1402","1536","1668","1830","2126","2248","2444","2546","2686","2827",
"경북","건강보험","담낭절제술(복강경적 담낭절제술 포함)","수술건수[건]","건","878","934","926","1174","1241","1185","1365","1404","1538","1669","1838","2130","2257","2449","2573","2733","2898",
"경북","건강보험","내시경 및 경피적 담도수술","수술인원수[명]","명","115","162","163","262","335","272","256","219","239","319","364","397","460","403","446","866","841",
"경북","건강보험","내시경 및 경피적 담도수술","수술건수[건]","건","127","171","172","285","368","288","266","230","261","342","386","436","505","457","501","987","987",
"경북","건강보험","서혜 및 대퇴 허니아 수술","수술인원수[명]","명","1191","1191","1117","1132","1159","1168","1164","1151","1039","1053","1024","1109","1109","1068","921","1024","951",
"경북","건강보험","서혜 및 대퇴 허니아 수술","수술건수[건]","건","1208","1205","1127","1145","1172","1173","1178","1161","1050","1072","1086","1265","1157","1083","929","1042","978",
"경북","건강보험","경요도 전립선 절제술","수술인원수[명]","명","126","127","112","171","165","181","211","277","317","302","328","287","245","254","177","149","190",
"경북","건강보험","경요도 전립선 절제술","수술건수[건]","건","127","129","112","172","170","181","212","283","341","340","333","295","252","260","183","157","199",
"경북","건강보험","전립선 절제술","수술인원수[명]","명","17","13","12","11","11","7","2","7","5","8","10","13","16","20","8","5","3",
"경북","건강보험","전립선 절제술","수술건수[건]","건","17","13","12","11","11","7","2","7","5","8","10","13","16","20","9","5","3",
"경북","건강보험","자궁절제술","수술인원수[명]","명","2484","2210","2146","2212","1792","989","842","891","903","802","825","672","683","623","597","625","602",
"경북","건강보험","자궁절제술","수술건수[건]","건","2489","2212","2149","2216","1794","990","844","891","903","803","827","674","686","625","598","628","606",
"경북","건강보험","제왕절개수술","수술인원수[명]","명","5492","6014","6233","6120","6274","6439","6627","6369","6384","6393","6265","5515","5321","4967","4546","4279","4141",
"경북","건강보험","제왕절개수술","수술건수[건]","건","5492","6015","6251","6137","6274","6442","6633","6376","6387","6396","6271","5517","5325","4970","4551","4290","4150",
"경북","건강보험","고관절 치환술","수술인원수[명]","명","88","74","94","127","140","165","151","142","594","628","748","762","733","701","716","760","814",
"경북","건강보험","고관절 치환술","수술건수[건]","건","92","78","96","130","142","177","161","146","606","653","766","790","756","721","751","791","872",
"경북","건강보험","슬관절 치환술","수술인원수[명]","명","452","568","727","1002","1216","1239","1400","1355","1316","1495","1686","1758","1882","2133","2011","1897","2145",
"경북","건강보험","슬관절 치환술","수술건수[건]","건","479","593","765","1086","1299","1348","1589","1545","1475","1700","1882","1926","2053","2323","2175","2060","2366",
"경북","건강보험","유방 부분 절제술","수술인원수[명]","명","72","71","76","59","286","243","196","195","185","178","161","187","192","151","177","243","303",
"경북","건강보험","유방 부분 절제술","수술건수[건]","건","72","73","77","59","293","248","198","197","190","182","166","191","193","152","180","246","307",
"경북","건강보험","유방 전 절제술","수술인원수[명]","명","486","460","530","377","34","36","59","61","73","52","60","48","41","35","26","37","34",
"경북","건강보험","유방 전 절제술","수술건수[건]","건","501","469","547","390","34","36","60","64","73","52","60","48","41","35","27","37","36",
"경북","건강보험","뇌기저부 수술","수술인원수[명]","명","1","1","0","2","0","0","1","1","","","-","-","-","1","","-","-",
"경북","건강보험","뇌기저부 수술","수술건수[건]","건","1","1","0","2","0","0","1","1","","","-","-","-","1","-","-","-",
"경북","건강보험","뇌종양 수술","수술인원수[명]","명","2","2","3","7","7","12","10","6","11","12","6","13","12","12","15","11","7",
"경북","건강보험","뇌종양 수술","수술건수[건]","건","2","2","3","7","7","13","10","6","11","12","6","13","12","12","15","11","7",
"경북","건강보험","위 절제술(기타 질환에 의한 수술 포함)","수술인원수[명]","명","93","74","61","97","104","95","70","75","69","71","57","35","45","45","34","58","38",
"경북","건강보험","위 절제술(기타 질환에 의한 수술 포함)","수술건수[건]","건","93","74","61","97","104","95","70","75","69","71","57","36","45","47","34","58","38",
"경북","건강보험","간 부분 절제술(기타 질환에 의한 수술 포함)","수술인원수[명]","명","6","4","3","10","9","12","8","6","11","7","11","8","6","13","6","7","11",
"경북","건강보험","간 부분 절제술(기타 질환에 의한 수술 포함)","수술건수[건]","건","6","4","3","10","9","12","8","6","12","7","11","8","6","13","6","7","11",
"경북","건강보험","간색전술","수술인원수[명]","명","139","119","103","218","238","161","196","204","198","202","231","289","282","321","242","220","221",
"경북","건강보험","간색전술","수술건수[건]","건","175","141","126","277","294","209","227","233","214","229","272","329","305","357","278","273","274",
"경북","건강보험","갑상선 수술(기타 질환에 의한 수술 포함)","수술인원수[명]","명","158","209","235","304","297","308","284","226","160","96","92","90","91","81","67","55","98",
"경북","건강보험","갑상선 수술(기타 질환에 의한 수술 포함)","수술건수[건]","건","159","214","237","306","299","309","287","227","161","98","93","90","94","83","67","57","98",
"경북","건강보험","선천성 심장기형 수술","수술인원수[명]","명","1","0","4","6","1","88","8","11","","","","","","","","","",
"경북","건강보험","선천성 심장기형 수술","수술건수[건]","건","1","0","4","6","1","91","8","11","","","","","","","","","",
"경북","건강보험","심장수술(관상동맥 우회수술 제외)","수술인원수[명]","명","","","","","","","","","","5","4","12","11","5","18","15","6",
"경북","건강보험","심장수술(관상동맥 우회수술 제외)","수술건수[건]","건","","","","","","","","","","5","4","12","11","5","19","15","6",
"경북","건강보험","순열 및 구개열 수술","수술인원수[명]","명","0","1","0","4","4","0","0","","","","-","-","-","-","","-","-",
"경북","건강보험","순열 및 구개열 수술","수술건수[건]","건","0","1","0","4","4","0","0","","","","-","-","-","-","-","-","-",
"경북","건강보험","치핵 수술","수술인원수[명]","명","8802","9269","9133","9035","8088","7315","7028","6474","5905","5787","5656","4811","4464","3964","3773","3558","3519",
"경북","건강보험","치핵 수술","수술건수[건]","건","8942","9420","9294","9166","8162","7341","7064","6515","5940","5840","5721","4905","4511","3976","3784","3584","3546",
"경북","건강보험","내시경하 척추수술","수술인원수[명]","명","29","8","8","12","2","17","38","31","20","72","53","209","266","251","183","165","189",
"경북","건강보험","내시경하 척추수술","수술건수[건]","건","29","8","8","12","2","17","38","31","20","75","55","210","271","258","193","170","195",
"경북","건강보험","일반 척추수술","수술인원수[명]","명","1556","1850","2116","2788","3271","3745","4243","3962","3321","4133","3877","3977","4044","4148","3897","3919","3760",
"경북","건강보험","일반 척추수술","수술건수[건]","건","1585","1893","2170","2866","3371","3864","4389","4145","3473","4354","4037","4164","4183","4337","4071","4112","3958",
"경북","건강보험","내시경하 부비동 수술","수술인원수[명]","명","","","","1487","1629","1945","1968","1657","1582","1773","1325","1102","1117","1206","514","504","484",
"경북","건강보험","내시경하 부비동 수술","수술건수[건]","건","","","","1540","1689","2002","2014","1736","1666","1819","1363","1124","1140","1279","524","510","496",
"경북","건강보험","일반 부비동 수술","수술인원수[명]","명","668","918","840","449","257","127","143","315","439","552","437","440","352","13","13","13","8",
"경북","건강보험","일반 부비동 수술","수술건수[건]","건","680","946","874","468","273","130","147","327","460","561","454","447","367","13","13","13","9",
"경북","건강보험","줄기세포이식술","수술인원수[명]","명","","","","","","","","","","","","","","","","","-",
"경북","건강보험","줄기세포이식술","수술건수[건]","건","","","","","","","","","","","","","","","","","-",
"경북","의료급여","계","수술인원수[명]","명","3158","3160","3360","3679","3586","3150","3065","2892","2739","2686","2813","2911","3168","2826","2493","2616","2658",
"경북","의료급여","계","수술건수[건]","건","3557","3945","3876","4355","4266","3730","3592","3450","3283","3229","3377","3498","3800","3445","3035","3172","3323",
"경북","의료급여","백내장 수술","수술인원수[명]","명","1265","1330","1425","1514","1531","1309","1137","1058","1008","923","1028","1064","1149","1054","920","942","920",
"경북","의료급여","백내장 수술","수술건수[건]","건","1516","1826","1810","2002","2045","1738","1498","1443","1361","1248","1421","1471","1601","1515","1307","1351","1343",
"경북","의료급여","편도절제술(아데노이드 적출술 유무에 상관없이)","수술인원수[명]","명","103","65","76","83","57","46","55","44","32","31","28","29","35","33","16","5","8",
"경북","의료급여","편도절제술(아데노이드 적출술 유무에 상관없이)","수술건수[건]","건","103","67","76","86","58","47","56","44","34","34","28","30","36","34","16","6","9",
"경북","의료급여","경피적 관상동맥확장술 및 절제술","수술인원수[명]","명","15","16","21","19","27","37","45","36","25","33","28","28","40","39","24","46","42",
"경북","의료급여","경피적 관상동맥확장술 및 절제술","수술건수[건]","건","16","19","21","20","28","39","45","37","26","35","33","28","41","40","24","46","42",
"경북","의료급여","스텐트삽입술","수술인원수[명]","명","82","100","114","128","131","160","198","198","192","187","205","215","202","212","186","211","204",
"경북","의료급여","스텐트삽입술","수술건수[건]","건","86","113","118","132","132","168","204","206","198","195","209","220","205","221","193","220","222",
"경북","의료급여","관상동맥 우회수술","수술인원수[명]","명","0","0","0","0","0","0","0","","","4","1","-","1","2","1","-","1",
"경북","의료급여","관상동맥 우회수술","수술건수[건]","건","0","0","0","0","0","0","0","","","4","1","-","1","2","1","-","1",
"경북","의료급여","심장 카테터 삽입술","수술인원수[명]","명","0","2","0","0","0","1","0","1","1","","2","2","1","1","3","1","2",
"경북","의료급여","심장 카테터 삽입술","수술건수[건]","건","0","2","0","0","0","1","0","1","1","","2","2","1","1","3","1","2",
"경북","의료급여","정맥류 결찰 및 제거수술","수술인원수[명]","명","43","35","12","22","25","25","36","35","22","20","13","12","22","22","21","26","28",
"경북","의료급여","정맥류 결찰 및 제거수술","수술건수[건]","건","44","38","13","25","25","26","40","37","22","22","13","13","22","23","24","31","34",
"경북","의료급여","충수절제술","수술인원수[명]","명","288","242","302","306","245","219","217","201","185","163","150","139","152","146","131","131","135",
"경북","의료급여","충수절제술","수술건수[건]","건","288","257","303","306","245","219","217","202","185","165","150","142","155","147","138","139","140",
"경북","의료급여","심박조율장치의 삽입,교체,제거 및 교정","수술인원수[명]","명","11","11","11","18","12","13","15","18","24","37","37","41","27","32","21","25","30",
"경북","의료급여","심박조율장치의 삽입,교체,제거 및 교정","수술건수[건]","건","11","13","11","18","13","13","17","18","24","38","38","45","27","33","21","26","35",
"경북","의료급여","담낭절제술(복강경적 담낭절제술 포함)","수술인원수[명]","명","100","103","121","111","130","124","118","124","113","122","110","124","175","168","180","172","211",
"경북","의료급여","담낭절제술(복강경적 담낭절제술 포함)","수술건수[건]","건","100","110","121","113","130","125","118","125","113","123","111","124","181","173","185","177","217",
"경북","의료급여","내시경 및 경피적 담도수술","수술인원수[명]","명","16","21","21","42","45","30","28","30","18","35","49","46","51","43","50","102","86",
"경북","의료급여","내시경 및 경피적 담도수술","수술건수[건]","건","16","22","22","46","47","33","34","32","19","41","56","53","55","54","59","119","96",
"경북","의료급여","서혜 및 대퇴 허니아 수술","수술인원수[명]","명","102","96","80","87","66","74","63","64","43","62","47","63","74","56","59","57","54",
"경북","의료급여","서혜 및 대퇴 허니아 수술","수술건수[건]","건","104","111","81","89","66","75","64","65","43","62","47","64","74","56","62","57","57",
"경북","의료급여","경요도 전립선 절제술","수술인원수[명]","명","20","15","8","22","16","10","20","18","29","31","23","25","19","30","18","14","23",
"경북","의료급여","경요도 전립선 절제술","수술건수[건]","건","22","17","8","22","16","10","20","18","31","33","23","28","19","32","19","14","28",
"경북","의료급여","전립선 절제술","수술인원수[명]","명","3","2","3","0","0","1","1","","1","1","-","2","-","1","","-","1",
"경북","의료급여","전립선 절제술","수술건수[건]","건","3","2","3","0","0","1","1","","1","1","-","2","-","1","-","-","1",
"경북","의료급여","자궁절제술","수술인원수[명]","명","144","134","106","124","79","54","59","49","46","46","34","34","40","36","23","30","14",
"경북","의료급여","자궁절제술","수술건수[건]","건","144","141","106","124","79","54","60","49","47","46","34","34","40","36","24","30","14",
"경북","의료급여","제왕절개수술","수술인원수[명]","명","52","62","70","70","83","70","61","55","56","45","46","48","54","37","36","33","31",
"경북","의료급여","제왕절개수술","수술건수[건]","건","52","68","70","70","83","70","61","55","56","45","46","48","56","37","36","33","32",
"경북","의료급여","고관절 치환술","수술인원수[명]","명","45","45","47","44","60","42","50","43","164","164","147","184","168","140","142","158","195",
"경북","의료급여","고관절 치환술","수술건수[건]","건","49","53","49","44","64","44","54","44","172","175","150","198","174","144","150","167","200",
"경북","의료급여","슬관절 치환술","수술인원수[명]","명","150","153","225","239","218","165","195","178","175","201","232","219","270","255","196","211","235",
"경북","의료급여","슬관절 치환술","수술건수[건]","건","160","177","248","261","245","174","231","213","218","248","265","256","297","283","215","227","267",
"경북","의료급여","유방 부분 절제술","수술인원수[명]","명","10","13","13","3","23","20","14","14","10","7","12","14","15","15","12","12","15",
"경북","의료급여","유방 부분 절제술","수술건수[건]","건","10","14","13","3","23","20","14","14","10","9","12","14","15","15","13","15","16",
"경북","의료급여","유방 전 절제술","수술인원수[명]","명","32","26","32","32","9","8","16","10","12","17","9","5","6","12","6","8","6",
"경북","의료급여","유방 전 절제술","수술건수[건]","건","34","28","33","34","9","8","16","10","12","17","10","5","6","12","6","9","6",
"경북","의료급여","뇌기저부 수술","수술인원수[명]","명","1","0","0","1","0","0","0","","","","-","-","-","-","","-","-",
"경북","의료급여","뇌기저부 수술","수술건수[건]","건","1","0","0","1","0","0","0","","","","-","-","-","-","-","-","-",
"경북","의료급여","뇌종양 수술","수술인원수[명]","명","3","0","1","2","2","0","0","1","3","1","1","-","3","2","1","3","1",
"경북","의료급여","뇌종양 수술","수술건수[건]","건","3","0","1","2","2","0","0","1","3","1","1","-","3","2","1","3","1",
"경북","의료급여","위 절제술(기타 질환에 의한 수술 포함)","수술인원수[명]","명","26","24","26","36","15","21","14","12","10","13","14","8","11","4","5","4","8",
"경북","의료급여","위 절제술(기타 질환에 의한 수술 포함)","수술건수[건]","건","26","26","26","36","15","21","14","12","10","14","14","8","13","4","5","4","10",
"경북","의료급여","간 부분 절제술(기타 질환에 의한 수술 포함)","수술인원수[명]","명","3","0","2","8","0","4","0","2","1","","1","-","1","3","6","7","1",
"경북","의료급여","간 부분 절제술(기타 질환에 의한 수술 포함)","수술건수[건]","건","3","0","2","8","0","4","0","2","1","","1","-","1","3","7","8","1",
"경북","의료급여","간색전술","수술인원수[명]","명","28","30","25","30","34","29","22","23","22","37","33","34","42","30","22","29","34",
"경북","의료급여","간색전술","수술건수[건]","건","41","40","30","33","44","35","24","31","30","46","41","38","46","34","26","34","52",
"경북","의료급여","갑상선 수술(기타 질환에 의한 수술 포함)","수술인원수[명]","명","13","21","17","29","22","27","16","20","15","5","8","15","6","8","10","8","14",
"경북","의료급여","갑상선 수술(기타 질환에 의한 수술 포함)","수술건수[건]","건","13","23","17","29","22","27","16","20","15","5","8","15","6","8","10","8","15",
"경북","의료급여","선천성 심장기형 수술","수술인원수[명]","명","0","0","1","0","0","8","2","","","","","","","","","","",
"경북","의료급여","선천성 심장기형 수술","수술건수[건]","건","0","0","1","0","0","9","2","","","","","","","","","","",
"경북","의료급여","심장수술(관상동맥 우회수술 제외)","수술인원수[명]","명","","","","","","","","","","2","1","1","-","-","","4","4",
"경북","의료급여","심장수술(관상동맥 우회수술 제외)","수술건수[건]","건","","","","","","","","","","2","1","1","-","-","-","4","4",
"경북","의료급여","순열 및 구개열 수술","수술인원수[명]","명","0","1","1","0","1","0","0","1","","","-","-","-","-","","-","-",
"경북","의료급여","순열 및 구개열 수술","수술건수[건]","건","0","2","1","0","1","0","0","1","","","-","-","-","-","-","-","-",
"경북","의료급여","치핵 수술","수술인원수[명]","명","396","392","385","377","383","286","240","272","165","175","189","163","175","121","90","102","110",
"경북","의료급여","치핵 수술","수술건수[건]","건","410","439","389","385","385","287","242","274","166","176","192","163","175","122","91","102","112",
"경북","의료급여","내시경하 척추수술","수술인원수[명]","명","0","1","0","0","1","0","0","6","","2","3","8","6","9","14","10","14",
"경북","의료급여","내시경하 척추수술","수술건수[건]","건","0","1","0","0","1","0","0","6","","2","3","8","7","9","21","10","15",
"경북","의료급여","일반 척추수술","수술인원수[명]","명","244","247","257","375","400","386","453","406","400","378","405","416","478","394","375","346","355",
"경북","의료급여","일반 척추수술","수술건수[건]","건","257","270","263","385","409","404","474","436","426","404","427","446","499","413","396","363","397",
"경북","의료급여","내시경하 부비동 수술","수술인원수[명]","명","","","","63","70","68","83","71","62","58","45","38","60","33","24","24","19",
"경북","의료급여","내시경하 부비동 수술","수술건수[건]","건","","","","65","70","69","90","83","73","69","51","43","68","35","25","26","21",
"경북","의료급여","일반 부비동 수술","수술인원수[명]","명","36","58","40","16","9","9","7","12","25","16","23","27","26","1","1","-","-",
"경북","의료급여","일반 부비동 수술","수술건수[건]","건","45","66","40","16","9","9","8","12","26","17","24","30","28","1","2","-","-",
"경북","의료급여","줄기세포이식술","수술인원수[명]","명","","","","","","","","","","","","","","","","","-",
"경북","의료급여","줄기세포이식술","수술건수[건]","건","","","","","","","","","","","","","","","","","-",
"경남","계","계","수술인원수[명]","명","65504","71325","71650","81964","83355","81176","85068","83401","84690","86214","87362","87446","84579","85919","84067","85707","84723",
"경남","계","계","수술건수[건]","건","71964","79888","80595","93611","95747","94600","97449","95988","98091","100996","102246","102663","98858","101761","101353","104764","105039",
"경남","계","백내장 수술","수술인원수[명]","명","12908","15554","16620","18681","19954","21586","20460","20469","21196","22532","21819","21221","20691","22124","21682","22235","21842",
"경남","계","백내장 수술","수술건수[건]","건","17257","21480","23044","26341","28305","31046","29800","29913","31188","33717","32847","31856","31017","33913","34086","35246","34502",
"경남","계","편도절제술(아데노이드 적출술 유무에 상관없이)","수술인원수[명]","명","2169","2175","2103","2651","2655","2652","2583","2398","2258","2116","2216","2535","2575","2380","1932","1273","1063",
"경남","계","편도절제술(아데노이드 적출술 유무에 상관없이)","수술건수[건]","건","2190","2215","2139","2690","2685","2677","2603","2428","2293","2163","2264","2576","2612","2439","1984","1317","1093",
"경남","계","경피적 관상동맥확장술 및 절제술","수술인원수[명]","명","62","84","119","160","233","260","274","310","317","330","378","367","438","471","427","431","503",
"경남","계","경피적 관상동맥확장술 및 절제술","수술건수[건]","건","63","84","119","160","235","265","279","314","320","334","383","373","444","480","443","456","544",
"경남","계","스텐트삽입술","수술인원수[명]","명","757","939","1195","2072","2336","2332","2659","2526","2739","2863","3219","3759","3658","3682","3518","3518","3333",
"경남","계","스텐트삽입술","수술건수[건]","건","774","966","1222","2136","2383","2377","2714","2575","2800","2921","3277","3845","3728","3758","3663","3717","3681",
"경남","계","관상동맥 우회수술","수술인원수[명]","명","35","24","28","73","85","88","87","97","96","96","90","101","126","105","181","161","209",
"경남","계","관상동맥 우회수술","수술건수[건]","건","35","24","28","73","85","88","87","97","96","96","90","103","126","105","187","171","229",
"경남","계","심장 카테터 삽입술","수술인원수[명]","명","11","11","16","125","164","177","149","127","243","233","272","230","190","266","169","213","225",
"경남","계","심장 카테터 삽입술","수술건수[건]","건","11","11","16","130","176","187","161","134","256","244","285","244","196","330","183","236","236",
"경남","계","정맥류 결찰 및 제거수술","수술인원수[명]","명","733","990","107","832","1252","1221","1285","1482","1357","1199","1333","1304","1220","1297","1323","1145","929",
"경남","계","정맥류 결찰 및 제거수술","수술건수[건]","건","744","1005","138","838","1281","1252","1322","1542","1413","1218","1358","1331","1242","1331","1352","1161","945",
"경남","계","충수절제술","수술인원수[명]","명","7604","7859","7389","8027","7065","6446","6799","6669","6485","6109","6075","5547","5205","5296","5080","5033","4662",
"경남","계","충수절제술","수술건수[건]","건","7608","7897","7394","8054","7068","6448","6808","6673","6497","6151","6151","5697","5247","5304","5156","5214","5005",
"경남","계","심박조율장치의 삽입,교체,제거 및 교정","수술인원수[명]","명","98","138","77","172","141","160","331","302","384","370","452","429","528","560","534","651","733",
"경남","계","심박조율장치의 삽입,교체,제거 및 교정","수술건수[건]","건","98","143","79","175","144","160","334","311","409","394","476","448","554","587","569","685","846",
"경남","계","담낭절제술(복강경적 담낭절제술 포함)","수술인원수[명]","명","1560","1594","1761","2299","2698","2825","3260","3693","3812","3888","4473","4792","4853","5101","5246","5315","5383",
"경남","계","담낭절제술(복강경적 담낭절제술 포함)","수술건수[건]","건","1561","1612","1761","2300","2703","2826","3267","3696","3825","3900","4477","4865","4862","5113","5353","5527","5883",
"경남","계","내시경 및 경피적 담도수술","수술인원수[명]","명","519","536","684","1061","1381","1407","1648","1784","1913","1877","2230","2363","2463","2462","2724","3317","3353",
"경남","계","내시경 및 경피적 담도수술","수술건수[건]","건","544","566","720","1146","1494","1560","1818","2004","2166","2153","2629","2884","3040","3102","3766","4855","5142",
"경남","계","서혜 및 대퇴 허니아 수술","수술인원수[명]","명","1922","1866","1800","2039","2046","1948","2007","2065","2034","1982","1843","1811","1827","1822","1686","1759","1684",
"경남","계","서혜 및 대퇴 허니아 수술","수술건수[건]","건","1948","1894","1831","2070","2073","1970","2029","2090","2055","1996","1882","1881","1863","1843","1720","1802","1766",
"경남","계","경요도 전립선 절제술","수술인원수[명]","명","80","78","110","116","154","122","419","336","425","495","523","661","600","594","635","730","808",
