"의료기관시도별","환자거주지역별","수술종류별","항목","단위","2012 년","2013 년","2014 년","2015 년","2016 년","2017 년","2018 년","2019 년","2020 년","2021 년","2022 년",
"전남","계","슬관절 치환술","입원일수[일]","일","66708","66429","62775","66367","62547","61091","62926","60117","55135","55826","56288",
"전남","계","슬관절 치환술","진료비[천원]","천원","24624039","24393448","21727841","23490382","22355600","21102977","22965648","22013579","20582823","21800432","23091860",
"전남","계","유방 부분 절제술","수술인원수[명]","명","236","282","286","320","357","555","816","816","834","907","735",
"전남","계","유방 부분 절제술","수술건수[건]","건","239","288","292","325","363","563","828","830","846","920","750",
"전남","계","유방 부분 절제술","입원일수[일]","일","1755","1893","1703","2062","2358","3931","6602","5938","6303","6549","5310",
"전남","계","유방 부분 절제술","진료비[천원]","천원","348840","396070","405172","516454","653158","1404311","2899628","3005734","3766085","4133270","3557558",
"전남","계","유방 전 절제술","수술인원수[명]","명","630","633","629","653","392","507","226","270","229","272","275",
"전남","계","유방 전 절제술","수술건수[건]","건","633","639","633","655","393","507","226","271","232","272","303",
"전남","계","유방 전 절제술","입원일수[일]","일","6394","6763","7367","7148","4724","5502","3274","3759","3182","3638","2629",
"전남","계","유방 전 절제술","진료비[천원]","천원","1931402","1824520","2057118","2219152","1353177","1883861","1115448","1411471","1488731","1827714","1414073",
"전남","계","뇌기저부 수술","수술인원수[명]","명","34","31","46","40","35","40","25","22","25","24","18",
"전남","계","뇌기저부 수술","수술건수[건]","건","34","31","46","40","35","40","25","22","25","24","18",
"전남","계","뇌기저부 수술","입원일수[일]","일","721","681","849","806","508","646","514","421","375","383","220",
"전남","계","뇌기저부 수술","진료비[천원]","천원","326675","292999","442338","535981","369841","478859","398487","335711","396844","396121","278997",
"전남","계","뇌종양 수술","수술인원수[명]","명","196","221","249","225","238","221","185","149","152","235","216",
"전남","계","뇌종양 수술","수술건수[건]","건","198","226","249","227","243","226","187","150","153","241","217",
"전남","계","뇌종양 수술","입원일수[일]","일","3449","3810","4017","3706","3874","3264","3248","2539","2598","2754","2791",
"전남","계","뇌종양 수술","진료비[천원]","천원","1507166","1732760","1991292","2083286","2312204","2095687","2554621","2129800","2408491","2918016","2840626",
"전남","계","위 절제술(기타 질환에 의한 수술 포함)","수술인원수[명]","명","853","780","730","625","663","662","604","657","609","547","483",
"전남","계","위 절제술(기타 질환에 의한 수술 포함)","수술건수[건]","건","855","782","730","627","663","662","604","657","610","549","486",
"전남","계","위 절제술(기타 질환에 의한 수술 포함)","입원일수[일]","일","10142","9215","9004","7935","8274","8044","7420","8025","7033","6480","5817",
"전남","계","위 절제술(기타 질환에 의한 수술 포함)","진료비[천원]","천원","4927083","4686674","4978597","5036790","5471313","5815519","5974146","6871333","6383325","5904986","5607201",
"전남","계","간 부분 절제술(기타 질환에 의한 수술 포함)","수술인원수[명]","명","158","187","211","188","152","159","127","157","147","133","167",
"전남","계","간 부분 절제술(기타 질환에 의한 수술 포함)","수술건수[건]","건","158","188","214","190","153","159","129","158","147","134","168",
"전남","계","간 부분 절제술(기타 질환에 의한 수술 포함)","입원일수[일]","일","2735","3256","3492","2977","2446","2836","2043","2615","2297","2289","2597",
"전남","계","간 부분 절제술(기타 질환에 의한 수술 포함)","진료비[천원]","천원","1163295","1451310","1767349","1565567","1353740","1539859","1306707","1827882","1757974","1841020","2298807",
"전남","계","간색전술","수술인원수[명]","명","393","428","460","491","564","558","599","590","540","561","509",
"전남","계","간색전술","수술건수[건]","건","604","653","728","828","809","784","847","800","678","722","622",
"전남","계","간색전술","입원일수[일]","일","4631","4491","4919","5860","6526","5934","6487","6294","5261","5774","4459",
"전남","계","간색전술","진료비[천원]","천원","2206746","2427623","2855165","3379175","3935937","3796569","4990204","5124015","4594137","4823173","4101140",
"전남","계","갑상선 수술(기타 질환에 의한 수술 포함)","수술인원수[명]","명","1862","1594","1354","1070","1049","1020","1112","1151","1151","1278","1021",
"전남","계","갑상선 수술(기타 질환에 의한 수술 포함)","수술건수[건]","건","1867","1599","1361","1075","1053","1027","1120","1156","1155","1284","1029",
"전남","계","갑상선 수술(기타 질환에 의한 수술 포함)","입원일수[일]","일","13894","12127","9302","7823","7520","7142","7662","8060","7875","8534","6641",
"전남","계","갑상선 수술(기타 질환에 의한 수술 포함)","진료비[천원]","천원","3983114","3454054","2968414","2900899","2861599","2963273","3541335","4001180","4558334","5176587","4229816",
"전남","계","선천성 심장기형 수술","수술인원수[명]","명","48","64","41","","","","","","","","",
"전남","계","선천성 심장기형 수술","수술건수[건]","건","50","64","42","","","","","","","","",
"전남","계","선천성 심장기형 수술","입원일수[일]","일","917","1120","837","","","","","","","","",
"전남","계","선천성 심장기형 수술","진료비[천원]","천원","1193746","1459159","1082831","","","","","","","","",
"전남","계","심장수술(관상동맥우회수술 제외)","수술인원수[명]","명","","","","53","46","35","20","38","80","78","73",
"전남","계","심장수술(관상동맥우회수술 제외)","수술건수[건]","건","","","","53","46","35","20","40","80","85","77",
"전남","계","심장수술(관상동맥우회수술 제외)","입원일수[일]","일","","","","913","896","645","415","955","1048","961","1052",
"전남","계","심장수술(관상동맥우회수술 제외)","진료비[천원]","천원","","","","1283651","1218389","973810","540770","1340706","1048582","946381","1501154",
"전남","계","순열 및 구개열 수술","수술인원수[명]","명","0","","","","2","-","-","1","","-","-",
"전남","계","순열 및 구개열 수술","수술건수[건]","건","0","","","","2","-","-","1","","-","-",
"전남","계","순열 및 구개열 수술","입원일수[일]","일","0","","","","30","-","-","9","","-","-",
"전남","계","순열 및 구개열 수술","진료비[천원]","천원","0","","","","9771","-","-","4446","","-","-",
"전남","계","치핵 수술","수술인원수[명]","명","5335","5427","4927","4451","4177","4143","3563","3453","3547","3305","3125",
"전남","계","치핵 수술","수술건수[건]","건","5364","5465","4957","4493","4203","4172","3596","3481","3572","3329","3154",
"전남","계","치핵 수술","입원일수[일]","일","23922","22769","18730","16461","14960","14935","12157","11435","11514","10423","9795",
"전남","계","치핵 수술","진료비[천원]","천원","4955513","5061207","4650533","4378195","4009141","4113467","3709488","3932285","4216839","3915191","3807413",
"전남","계","내시경하 척추수술","수술인원수[명]","명","0","4","7","63","5","4","4","3","26","95","85",
"전남","계","내시경하 척추수술","수술건수[건]","건","0","4","7","65","6","4","4","3","28","97","87",
"전남","계","내시경하 척추수술","입원일수[일]","일","0","64","122","619","100","55","91","93","409","877","761",
"전남","계","내시경하 척추수술","진료비[천원]","천원","0","9493","13973","73495","15572","9200","13362","13704","89000","186017","181763",
"전남","계","일반 척추수술","수술인원수[명]","명","4510","4972","4504","4609","5233","5198","5255","5318","5197","5751","5636",
"전남","계","일반 척추수술","수술건수[건]","건","4752","5222","4729","4851","5520","5505","5578","5664","5468","6027","5929",
"전남","계","일반 척추수술","입원일수[일]","일","71460","80990","71631","74829","82917","82475","86017","84745","81276","83132","76922",
"전남","계","일반 척추수술","진료비[천원]","천원","11347662","12818382","11407043","12779639","15090963","16728850","17895879","19574970","20853702","22046767","21201820",
"전남","계","내시경하 부비동 수술","수술인원수[명]","명","1912","1854","1874","1892","1785","1761","1565","1421","773","777","738",
"전남","계","내시경하 부비동 수술","수술건수[건]","건","1926","1868","1903","1914","1805","1781","1589","1453","788","796","758",
"전남","계","내시경하 부비동 수술","입원일수[일]","일","8432","8130","8683","8633","7427","7776","6863","6029","3659","3557","3243",
"전남","계","내시경하 부비동 수술","진료비[천원]","천원","1905751","1941365","2070502","2259637","2045815","2413596","2291550","2216292","1889201","1685506","1568007",
"전남","계","일반 부비동 수술","수술인원수[명]","명","359","313","516","361","293","353","314","40","41","36","72",
"전남","계","일반 부비동 수술","수술건수[건]","건","374","323","553","378","304","361","321","40","41","37","72",
"전남","계","일반 부비동 수술","입원일수[일]","일","2144","1707","4569","2691","1813","2123","1905","238","301","175","387",
"전남","계","일반 부비동 수술","진료비[천원]","천원","405974","389223","665754","530101","442777","632072","530770","105843","188411","100898","255505",
"전남","계","줄기세포이식술","수술인원수[명]","명","","","","","","","","","","","104",
"전남","계","줄기세포이식술","수술건수[건]","건","","","","","","","","","","","104",
"전남","계","줄기세포이식술","입원일수[일]","일","","","","","","","","","","","3042",
"전남","계","줄기세포이식술","진료비[천원]","천원","","","","","","","","","","","4188039",
"경북","계","계","수술인원수[명]","명","52661","51464","50827","52347","52110","51212","50462","51222","46247","47260","46122",
"경북","계","계","수술건수[건]","건","60258","59336","58775","61159","61225","60655","59411","60944","55083","57106","56032",
"경북","계","계","입원일수[일]","일","324074","307894","304084","322302","324573","326150","330551","325699","293760","300315","295809",
"경북","계","계","진료비[천원]","천원","105681366","105291646","109369584","120343924","128615960","136423933","149991199","163205492","162207244","175081700","178308884",
"경북","계","백내장 수술","수술인원수[명]","명","17323","17365","17789","18465","18582","19069","18687","20232","17958","18774","17751",
"경북","계","백내장 수술","수술건수[건]","건","23389","23632","24191","25478","25756","26431","25888","28305","25263","26769","25619",
"경북","계","백내장 수술","입원일수[일]","일","28681","28004","29067","29182","29198","31162","29593","31837","27956","29582","27516",
"경북","계","백내장 수술","진료비[천원]","천원","20670497","19370933","20498287","21873984","22351100","23631278","24322333","27026493","27743071","30097492","29290897",
"경북","계","편도절제술(아데노이드 적출술 유무에 상관없이)","수술인원수[명]","명","1251","1260","1158","1022","998","1025","1008","1047","676","410","361",
"경북","계","편도절제술(아데노이드 적출술 유무에 상관없이)","수술건수[건]","건","1270","1278","1188","1037","1023","1050","1035","1070","701","417","372",
"경북","계","편도절제술(아데노이드 적출술 유무에 상관없이)","입원일수[일]","일","5664","5636","4953","4306","4222","4225","4044","3806","2553","1535","1403",
"경북","계","편도절제술(아데노이드 적출술 유무에 상관없이)","진료비[천원]","천원","1043775","1112602","1061851","1018324","1025161","1058225","1138176","1277859","973074","599511","546311",
"경북","계","경피적 관상동맥확장술 및 절제술","수술인원수[명]","명","318","347","299","317","306","291","299","306","288","372","347",
"경북","계","경피적 관상동맥확장술 및 절제술","수술건수[건]","건","320","351","306","323","318","294","305","311","292","381","356",
"경북","계","경피적 관상동맥확장술 및 절제술","입원일수[일]","일","1702","1949","1739","2124","2038","1614","1667","1430","1627","2003","1830",
"경북","계","경피적 관상동맥확장술 및 절제술","진료비[천원]","천원","1432428","1779439","1540048","1937344","1842297","1672688","1993734","2037157","2147169","2922245","2671409",
"경북","계","스텐트삽입술","수술인원수[명]","명","2108","2266","2370","2241","2368","2457","2527","2501","2364","2693","2567",
"경북","계","스텐트삽입술","수술건수[건]","건","2188","2331","2442","2294","2434","2503","2592","2568","2422","2817","2717",
"경북","계","스텐트삽입술","입원일수[일]","일","13497","14337","14035","13194","13844","13983","15377","14355","13773","15207","14394",
"경북","계","스텐트삽입술","진료비[천원]","천원","15744744","16613100","16906614","16848575","18657956","20754128","23241869","23958402","23754529","27852884","26679667",
"경북","계","관상동맥 우회수술","수술인원수[명]","명","1","1","","7","6","7","11","8","4","3","2",
"경북","계","관상동맥 우회수술","수술건수[건]","건","1","1","","7","6","7","11","8","4","3","2",
"경북","계","관상동맥 우회수술","입원일수[일]","일","3","9","","165","101","104","238","177","86","62","44",
"경북","계","관상동맥 우회수술","진료비[천원]","천원","20177","22192","","216543","167844","202599","337633","254487","129574","142347","62879",
"경북","계","심장 카테터 삽입술","수술인원수[명]","명","16","5","4","1","2","14","32","24","29","8","13",
"경북","계","심장 카테터 삽입술","수술건수[건]","건","16","5","4","1","2","14","33","24","29","8","13",
"경북","계","심장 카테터 삽입술","입원일수[일]","일","181","44","30","2","16","50","113","69","91","47","49",
"경북","계","심장 카테터 삽입술","진료비[천원]","천원","72986","15276","17073","1895","3361","128885","369823","260578","473023","120821","142268",
"경북","계","정맥류 결찰 및 제거수술","수술인원수[명]","명","756","746","711","714","614","562","418","441","398","465","404",
"경북","계","정맥류 결찰 및 제거수술","수술건수[건]","건","795","790","739","747","646","581","424","445","410","477","417",
"경북","계","정맥류 결찰 및 제거수술","입원일수[일]","일","2478","2191","2209","2051","1646","1421","1124","1139","1046","2292","1965",
"경북","계","정맥류 결찰 및 제거수술","진료비[천원]","천원","773703","739621","737172","728139","638359","601943","495352","534572","510241","792638","700579",
"경북","계","충수절제술","수술인원수[명]","명","4264","4214","4131","4001","3920","3637","3575","3444","3277","3182","3116",
"경북","계","충수절제술","수술건수[건]","건","4266","4221","4135","4012","4157","3941","3671","3460","3354","3359","3252",
"경북","계","충수절제술","입원일수[일]","일","27069","24880","22920","21319","22190","20913","19187","18260","17175","16689","15931",
"경북","계","충수절제술","진료비[천원]","천원","9112178","9548758","9767350","9805357","10074081","9710614","10466426","10754868","10693818","10753033","10719915",
"경북","계","심박조율장치의 삽입,교체,제거 및 교정","수술인원수[명]","명","160","186","206","315","369","389","269","301","225","262","311",
"경북","계","심박조율장치의 삽입,교체,제거 및 교정","수술건수[건]","건","166","193","208","326","377","402","270","309","233","267","326",
"경북","계","심박조율장치의 삽입,교체,제거 및 교정","입원일수[일]","일","1588","2064","2070","2944","2648","3509","2502","2382","2012","2556","2900",
"경북","계","심박조율장치의 삽입,교체,제거 및 교정","진료비[천원]","천원","1119144","1426663","1595376","2815836","3004926","4011558","2808861","3105140","2511998","3053686","3806589",
"경북","계","담낭절제술(복강경적 담낭절제술 포함)","수술인원수[명]","명","1480","1526","1649","1790","1940","2263","2423","2612","2726","2858","3038",
"경북","계","담낭절제술(복강경적 담낭절제술 포함)","수술건수[건]","건","1483","1529","1651","1792","1949","2267","2438","2622","2758","2910","3115",
"경북","계","담낭절제술(복강경적 담낭절제술 포함)","입원일수[일]","일","13765","13018","13403","13648","14499","16957","18469","19164","21198","21997","23936",
"경북","계","담낭절제술(복강경적 담낭절제술 포함)","진료비[천원]","천원","4746846","4810458","5379149","6118879","7134176","8841951","10948197","12436639","14366793","15289240","16890937",
"경북","계","내시경 및 경피적 담도수술","수술인원수[명]","명","284","249","257","354","413","443","510","445","496","968","927",
"경북","계","내시경 및 경피적 담도수술","수술건수[건]","건","300","262","280","383","442","489","560","511","560","1106","1083",
"경북","계","내시경 및 경피적 담도수술","입원일수[일]","일","3113","2511","2452","3697","4500","4635","5315","5229","5563","15089","12926",
"경북","계","내시경 및 경피적 담도수술","진료비[천원]","천원","1060586","888491","978355","1454031","1868290","2160511","2893858","3205701","3686551","8853141","8032143",
"경북","계","서혜 및 대퇴 허니아 수술","수술인원수[명]","명","1227","1215","1082","1115","1071","1172","1183","1124","980","1081","1005",
"경북","계","서혜 및 대퇴 허니아 수술","수술건수[건]","건","1242","1226","1093","1134","1133","1329","1231","1139","991","1099","1035",
"경북","계","서혜 및 대퇴 허니아 수술","입원일수[일]","일","6463","6074","5068","5092","5010","5714","5278","4838","4350","4571","4129",
"경북","계","서혜 및 대퇴 허니아 수술","진료비[천원]","천원","1483065","1548104","1466649","1667193","1767251","2147646","2257506","2329094","2424913","2687269","2597906",
"경북","계","경요도 전립선 절제술","수술인원수[명]","명","231","295","346","333","351","312","264","284","195","163","213",
"경북","계","경요도 전립선 절제술","수술건수[건]","건","232","301","372","373","356","323","271","292","202","171","227",
"경북","계","경요도 전립선 절제술","입원일수[일]","일","2129","2406","2570","2778","2485","2365","1976","2045","1475","1169","1418",
"경북","계","경요도 전립선 절제술","진료비[천원]","천원","417849","511759","618298","722692","693553","707927","684251","846986","659866","550704","744362",
"경북","계","전립선 절제술","수술인원수[명]","명","3","7","6","9","10","15","16","21","8","5","4",
"경북","계","전립선 절제술","수술건수[건]","건","3","7","6","9","10","15","16","21","9","5","4",
"경북","계","전립선 절제술","입원일수[일]","일","43","133","112","145","205","251","285","355","189","88","71",
"경북","계","전립선 절제술","진료비[천원]","천원","12190","37361","29069","40956","57902","77443","93354","138689","73972","33026","30953",
"경북","계","자궁절제술","수술인원수[명]","명","901","940","949","848","859","706","723","659","620","655","616",
"경북","계","자궁절제술","수술건수[건]","건","904","940","950","849","861","708","726","661","622","658","620",
"경북","계","자궁절제술","입원일수[일]","일","7579","7462","7299","6421","6429","5362","5327","4752","4459","4499","4158",
"경북","계","자궁절제술","진료비[천원]","천원","2041239","2339462","2641294","2463073","2586535","2134437","2503486","2330335","2685563","2916520","2769430",
"경북","계","제왕절개수술","수술인원수[명]","명","6688","6424","6440","6438","6311","5563","5375","5004","4582","4312","4172",
"경북","계","제왕절개수술","수술건수[건]","건","6694","6431","6443","6441","6317","5565","5381","5007","4587","4323","4182",
"경북","계","제왕절개수술","입원일수[일]","일","47654","44900","44546","44403","43554","38354","37097","34692","31494","29114","28250",
"경북","계","제왕절개수술","진료비[천원]","천원","9372527","10294938","10941338","11320212","11589103","10845460","10925992","11019181","10491235","10157373","10607379",
"경북","계","고관절 치환술","수술인원수[명]","명","201","185","757","791","895","946","901","841","858","918","1009",
"경북","계","고관절 치환술","수술건수[건]","건","215","190","778","828","916","988","930","865","901","958","1072",
"경북","계","고관절 치환술","입원일수[일]","일","4667","4123","19604","19890","21613","22745","22004","20138","20699","21349","22858",
"경북","계","고관절 치환술","진료비[천원]","천원","1557875","1344152","5208839","5684790","6694082","7441780","7498513","7461911","8210345","8940493","10066647",
"경북","계","슬관절 치환술","수술인원수[명]","명","1595","1533","1491","1695","1918","1977","2147","2388","2207","2107","2380",
"경북","계","슬관절 치환술","수술건수[건]","건","1820","1758","1693","1948","2147","2182","2350","2606","2390","2287","2633",
"경북","계","슬관절 치환술","입원일수[일]","일","39808","38525","36241","41044","46752","50523","55829","60394","53374","50213","56189",
"경북","계","슬관절 치환술","진료비[천원]","천원","11840054","11199436","10521314","12468577","14648713","16660569","19658941","23567485","22480735","21539095","24686961",
"경북","계","유방 부분 절제술","수술인원수[명]","명","210","209","195","185","173","201","207","166","189","255","318",
"경북","계","유방 부분 절제술","수술건수[건]","건","212","211","200","191","178","205","208","167","193","261","323",
"경북","계","유방 부분 절제술","입원일수[일]","일","891","927","853","667","784","791","862","723","877","1011","1373",
"경북","계","유방 부분 절제술","진료비[천원]","천원","176877","183112","175199","162355","184375","242984","328098","294398","392089","564605","882839",
"경북","계","유방 전 절제술","수술인원수[명]","명","75","71","85","69","69","53","47","47","32","45","40",
"경북","계","유방 전 절제술","수술건수[건]","건","76","74","85","69","70","53","47","47","33","46","42",
"경북","계","유방 전 절제술","입원일수[일]","일","1175","908","1095","712","706","442","432","387","371","475","474",
"경북","계","유방 전 절제술","진료비[천원]","천원","206119","189351","221104","171985","186077","132067","146643","141516","141374","223296","244716",
"경북","계","뇌기저부 수술","수술인원수[명]","명","1","1","","","-","-","-","1","","-","-",
"경북","계","뇌기저부 수술","수술건수[건]","건","1","1","","","-","-","-","1","","-","-",
"경북","계","뇌기저부 수술","입원일수[일]","일","23","30","","","-","-","-","30","","-","-",
"경북","계","뇌기저부 수술","진료비[천원]","천원","11516","8371","","","-","-","-","18639","","-","-",
"경북","계","뇌종양 수술","수술인원수[명]","명","10","7","14","13","7","13","15","14","16","14","8",
"경북","계","뇌종양 수술","수술건수[건]","건","10","7","14","13","7","13","15","14","16","14","8",
"경북","계","뇌종양 수술","입원일수[일]","일","228","174","283","221","145","216","277","392","430","250","168",
"경북","계","뇌종양 수술","진료비[천원]","천원","104864","74968","101082","110434","72969","149484","221812","281373","352652","236174","159561",
"경북","계","위 절제술(기타 질환에 의한 수술 포함)","수술인원수[명]","명","84","87","79","84","71","43","56","49","39","62","46",
"경북","계","위 절제술(기타 질환에 의한 수술 포함)","수술건수[건]","건","84","87","79","85","71","44","58","51","39","62","48",
"경북","계","위 절제술(기타 질환에 의한 수술 포함)","입원일수[일]","일","1663","1619","1403","1721","1101","812","1098","1089","822","1264","956",
"경북","계","위 절제술(기타 질환에 의한 수술 포함)","진료비[천원]","천원","588822","542728","583136","757301","584438","402075","696741","692589","547834","975779","808646",
"경북","계","간 부분 절제술(기타 질환에 의한 수술 포함)","수술인원수[명]","명","8","8","12","7","12","8","7","16","12","14","12",
"경북","계","간 부분 절제술(기타 질환에 의한 수술 포함)","수술건수[건]","건","8","8","13","7","12","8","7","16","13","15","12",
"경북","계","간 부분 절제술(기타 질환에 의한 수술 포함)","입원일수[일]","일","138","160","234","95","152","153","121","235","206","247","181",
"경북","계","간 부분 절제술(기타 질환에 의한 수술 포함)","진료비[천원]","천원","51604","53161","92248","48290","105691","76153","58008","186884","163926","202593","156053",
"경북","계","간색전술","수술인원수[명]","명","217","227","220","239","263","323","323","351","264","248","255",
"경북","계","간색전술","수술건수[건]","건","251","264","244","275","313","367","351","391","304","307","326",
"경북","계","간색전술","입원일수[일]","일","2586","2658","2783","2990","3007","3608","4265","5009","3607","3418","3325",
"경북","계","간색전술","진료비[천원]","천원","1228305","1311669","1451399","1688602","1966481","2379444","3219065","4524961","3133602","2976848","3285030",
"경북","계","갑상선 수술(기타 질환에 의한 수술 포함)","수술인원수[명]","명","300","246","175","101","100","105","97","89","77","63","112",
"경북","계","갑상선 수술(기타 질환에 의한 수술 포함)","수술건수[건]","건","303","247","176","103","101","105","100","91","77","65","113",
"경북","계","갑상선 수술(기타 질환에 의한 수술 포함)","입원일수[일]","일","2854","2237","1540","825","710","794","667","599","483","390","720",
"경북","계","갑상선 수술(기타 질환에 의한 수술 포함)","진료비[천원]","천원","559243","469679","359243","234631","229843","281184","299895","280014","239809","215189","384707",
"경북","계","선천성 심장기형 수술","수술인원수[명]","명","10","11","","","","","","","","","",
"경북","계","선천성 심장기형 수술","수술건수[건]","건","10","11","","","","","","","","","",
"경북","계","선천성 심장기형 수술","입원일수[일]","일","186","208","","","","","","","","","",
"경북","계","선천성 심장기형 수술","진료비[천원]","천원","180678","219089","","","","","","","","","",
"경북","계","심장수술(관상동맥우회수술 제외)","수술인원수[명]","명","","","","7","5","13","11","5","18","19","10",
"경북","계","심장수술(관상동맥우회수술 제외)","수술건수[건]","건","","","","7","5","13","11","5","19","19","10",
"경북","계","심장수술(관상동맥우회수술 제외)","입원일수[일]","일","","","","147","90","264","250","68","344","414","168",
"경북","계","심장수술(관상동맥우회수술 제외)","진료비[천원]","천원","","","","211976","132159","333457","322574","157054","309308","444262","196780",
"경북","계","순열 및 구개열 수술","수술인원수[명]","명","0","1","","","-","-","-","-","","-","-",
"경북","계","순열 및 구개열 수술","수술건수[건]","건","0","1","","","-","-","-","-","","-","-",
"경북","계","순열 및 구개열 수술","입원일수[일]","일","0","12","","","-","-","-","-","","-","-",
"경북","계","순열 및 구개열 수술","진료비[천원]","천원","0","1462","","","-","-","-","-","","-","-",
"경북","계","치핵 수술","수술인원수[명]","명","7268","6745","6070","5962","5845","5418","4638","4085","3863","3660","3629",
"경북","계","치핵 수술","수술건수[건]","건","7306","6789","6106","6016","5913","5527","4686","4098","3875","3686","3658",
"경북","계","치핵 수술","입원일수[일]","일","23708","21451","18574","17975","17021","15375","13280","11888","10759","10049","9629",
"경북","계","치핵 수술","진료비[천원]","천원","6090713","5841750","5451885","5522607","5545504","5313404","4806722","4581682","4470056","4359289","4450752",
"경북","계","내시경하 척추수술","수술인원수[명]","명","38","37","20","74","56","217","272","260","197","175","203",
"경북","계","내시경하 척추수술","수술건수[건]","건","38","37","20","77","58","218","278","267","214","180","210",
"경북","계","내시경하 척추수술","입원일수[일]","일","302","480","309","770","636","2230","2884","2659","2390","2058","1951",
"경북","계","내시경하 척추수술","진료비[천원]","천원","65254","69001","44304","142411","130206","440064","633144","714199","698481","626255","690274",
"경북","계","일반 척추수술","수술인원수[명]","명","4695","4368","3721","4509","4282","4393","4519","4542","4271","4263","4115",
"경북","계","일반 척추수술","수술건수[건]","건","4863","4581","3899","4758","4464","4610","4682","4750","4467","4475","4355",
"경북","계","일반 척추수술","입원일수[일]","일","81291","74937","65391","80477","76636","77810","80538","78218","68051","68051","63380",
"경북","계","일반 척추수술","진료비[천원]","천원","13976129","13031075","11447332","14814877","15430429","15951017","18686298","21369486","21282203","21960042","21613887",
"경북","계","내시경하 부비동 수술","수술인원수[명]","명","2051","1728","1644","1831","1370","1140","1176","1239","538","528","503",
"경북","계","내시경하 부비동 수술","수술건수[건]","건","2104","1819","1739","1888","1414","1167","1208","1314","549","536","517",
"경북","계","내시경하 부비동 수술","입원일수[일]","일","6288","6714","6270","6882","5111","4303","4688","4724","1851","1779","1654",
"경북","계","내시경하 부비동 수술","진료비[천원]","천원","1824955","1764167","1796310","2100861","1650269","1403452","1737131","1999559","1003863","1011560","1014307",
"경북","계","일반 부비동 수술","수술인원수[명]","명","150","327","464","568","460","466","377","14","14","13","8",
"경북","계","일반 부비동 수술","수술건수[건]","건","155","339","486","578","478","477","395","14","15","13","9",
"경북","계","일반 부비동 수술","입원일수[일]","일","803","1750","2411","2813","2471","2722","2468","59","114","60","40",
"경북","계","일반 부비동 수술","진료비[천원]","천원","164433","404888","591684","776019","636244","745570","718734","27816","62571","23041","16344",
"경북","계","줄기세포이식술","수술인원수[명]","명","","","","","","","","","","","-",
"경북","계","줄기세포이식술","수술건수[건]","건","","","","","","","","","","","-",
"경북","계","줄기세포이식술","입원일수[일]","일","","","","","","","","","","","-",
"경북","계","줄기세포이식술","진료비[천원]","천원","","","","","","","","","","","-",
"경남","계","계","수술인원수[명]","명","85068","83401","84690","86214","87362","87446","84579","85919","84067","85707","84723",
"경남","계","계","수술건수[건]","건","97449","95988","98091","100996","102246","102663","98858","101761","101353","104764","105039",
"경남","계","계","입원일수[일]","일","593774","571413","595974","611496","622261","630753","612045","621676","615826","648364","641135",
"경남","계","계","진료비[천원]","천원","191774192","193323089","209883453","230414756","252628948","275410607","291815279","323010791","347221887","374743531","388482160",
"경남","계","백내장 수술","수술인원수[명]","명","20460","20469","21196","22532","21819","21221","20691","22124","21682","22235","21842",
"경남","계","백내장 수술","수술건수[건]","건","29800","29913","31188","33717","32847","31856","31017","33913","34086","35246","34502",
"경남","계","백내장 수술","입원일수[일]","일","35029","34523","36378","38889","38164","37431","37143","39546","39726","40539","39553",
"경남","계","백내장 수술","진료비[천원]","천원","26259175","24334458","26253178","29325902","29324403","29343468","30061742","33129619","38539002","40529005","40544331",
"경남","계","편도절제술(아데노이드 적출술 유무에 상관없이)","수술인원수[명]","명","2583","2398","2258","2116","2216","2535","2575","2380","1932","1273","1063",
"경남","계","편도절제술(아데노이드 적출술 유무에 상관없이)","수술건수[건]","건","2603","2428","2293","2163","2264","2576","2612","2439","1984","1317","1093",
"경남","계","편도절제술(아데노이드 적출술 유무에 상관없이)","입원일수[일]","일","13210","10574","9709","9213","9299","10318","10402","9447","8231","5726","4656",
"경남","계","편도절제술(아데노이드 적출술 유무에 상관없이)","진료비[천원]","천원","2281857","2106699","2078589","2173759","2370720","2733479","3040356","2959828","2885622","1979210","1671891",
"경남","계","경피적 관상동맥확장술 및 절제술","수술인원수[명]","명","274","310","317","330","378","367","438","471","427","431","503",
"경남","계","경피적 관상동맥확장술 및 절제술","수술건수[건]","건","279","314","320","334","383","373","444","480","443","456","544",
"경남","계","경피적 관상동맥확장술 및 절제술","입원일수[일]","일","1478","1940","1874","1864","2300","2117","2682","3121","2696","2773","3060",
"경남","계","경피적 관상동맥확장술 및 절제술","진료비[천원]","천원","1464011","1758108","1615231","2028697","2344535","2598210","3713199","4457293","4440595","4258037","5097133",
"경남","계","스텐트삽입술","수술인원수[명]","명","2659","2526","2739","2863","3219","3759","3658","3682","3518","3518","3333",
"경남","계","스텐트삽입술","수술건수[건]","건","2714","2575","2800","2921","3277","3845","3728","3758","3663","3717","3681",
"경남","계","스텐트삽입술","입원일수[일]","일","15118","14828","15370","16118","18485","21066","21449","22625","21236","20469","19613",
"경남","계","스텐트삽입술","진료비[천원]","천원","19598852","18390797","19174258","21078790","25979160","34123470","35434137","37984110","38998014","38586697","39794115",
"경남","계","관상동맥 우회수술","수술인원수[명]","명","87","97","96","96","90","101","126","105","181","161","209",
"경남","계","관상동맥 우회수술","수술건수[건]","건","87","97","96","96","90","103","126","105","187","171","229",
