"월별","수술종류별","항목","단위","2006 년","2007 년","2008 년","2009 년","2010 년","2011 년","2012 년","2013 년","2014 년","2015 년","2016 년","2017 년","2018 년","2019 년","2020 년","2021 년","2022 년",
"10월","전립선 절제술","요양급여일수[일]","일","4976","4781","2947","3989","4213","5000","4280","3950","3618","3638","3049","3180","4073","3147","2760","2332","2376",
"10월","전립선 절제술","진료비[천원]","천원","672695","774516","508526","734275","676779","921265","771553","776273","802680","847203","783197","871594","1224656","1102287","1145999","893885","850117",
"10월","전립선 절제술","급여비[천원]","천원","593437","688073","443454","646672","623058","852332","719451","724341","753616","795809","736556","818179","1137286","1023173","1081423","829988","791320",
"10월","자궁절제술","수술인원수[명]","명","7407","7631","7133","8140","3796","3874","3842","3631","3531","3352","3343","2831","3457","3087","3156","3052","3238",
"10월","자궁절제술","수술건수[건]","건","7413","7725","7135","8144","3807","3876","3847","3632","3535","3380","3479","3030","3462","3097","3199","3122","3254",
"10월","자궁절제술","입원일수[일]","일","57256","59167","52166","59572","33251","33038","32285","28330","27086","25524","25610","21706","25472","21799","21790","20834","21844",
"10월","자궁절제술","요양급여일수[일]","일","104298","107047","91410","109899","62375","63070","59826","49778","43957","43877","44800","38799","45721","41240","42049","40161","43566",
"10월","자궁절제술","진료비[천원]","천원","12671409","13638831","12366207","15411247","9342956","9572496","10278242","10921570","11641741","11613553","12563767","10546461","15268972","13988060","16291486","16284040","17585946",
"10월","자궁절제술","급여비[천원]","천원","10272310","11090238","9938960","12467458","7862477","8056005","8635200","9239691","9922029","9904645","10769084","8964926","12977504","11876023","13836303","13865451","15012017",
"10월","제왕절개수술","수술인원수[명]","명","11554","14379","12938","13081","15015","12959","15145","13299","13738","14518","13143","12513","12846","13184","12053","11840","12564",
"10월","제왕절개수술","수술건수[건]","건","11555","14415","12942","13083","15041","12963","15162","13302","13749","14527","13375","12736","12879","13213","12074","11988","12608",
"10월","제왕절개수술","입원일수[일]","일","82422","100776","90231","91259","104080","89826","102347","86593","88673","93000","84983","81015","81224","82858","75412","73774","77295",
"10월","제왕절개수술","요양급여일수[일]","일","131622","161582","144699","149496","174025","148986","146041","115977","117988","123497","112924","107999","110940","114105","104703","106223","115592",
"10월","제왕절개수술","진료비[천원]","천원","12278596","15509466","14259997","15112214","18283567","16324563","23629136","22071426","23858845","26087932","25430058","24646154","28213041","29925747","28155727","29268217","31672875",
"10월","제왕절개수술","급여비[천원]","천원","10034252","12685909","11432380","12105300","14602455","12974459","18714764","17541376","18996589","20715769","23737855","23021684","26246034","27801840","26102617","27201791","29468008",
"10월","고관절 치환술","수술인원수[명]","명","489","649","501","637","713","690","830","869","2304","2413","2303","2362","2604","2577","2682","2741","2927",
"10월","고관절 치환술","수술건수[건]","건","491","711","501","638","715","691","838","872","2307","2436","2318","2368","2631","2635","2834","2904","3127",
"10월","고관절 치환술","입원일수[일]","일","10932","16321","10732","12979","14754","13340","16851","17145","51260","53210","46357","49356","54636","52138","53799","53315","55378",
"10월","고관절 치환술","요양급여일수[일]","일","18902","27405","19518","24010","27384","25822","30401","31528","84420","88570","81600","87026","99427","98007","101470","103878","109578",
"10월","고관절 치환술","진료비[천원]","천원","3661647","5333056","3712788","5622461","5546023","5127930","6128484","6483332","16198096","17853590","17177216","18692611","22758624","24623573","26785827","27381670","29257464",
"10월","고관절 치환술","급여비[천원]","천원","2998335","4414603","3039894","4693719","4499291","4177738","5022817","5293979","13229092","14571675","14059957","15299786","18577032","20085618","21898626","22411249","23795844",
"10월","슬관절 치환술","수술인원수[명]","명","2315","3360","3058","3835","4108","3785","5110","4457","4426","5445","5262","4973","6047","5896","5887","6031","6306",
"10월","슬관절 치환술","수술건수[건]","건","2317","3580","3064","3871","4126","3813","5151","4485","4473","5518","5314","5007","6105","5942","5993","6196","6552",
"10월","슬관절 치환술","입원일수[일]","일","54637","81970","71634","86581","92617","87433","116266","101489","99374","124131","114820","109228","134934","127224","127497","128473","131892",
"10월","슬관절 치환술","요양급여일수[일]","일","90077","137339","119760","144001","154502","143241","193747","171104","170961","212149","200389","191934","238360","230476","231527","239181","248549",
"10월","슬관절 치환술","진료비[천원]","천원","16345227","25612241","21653852","28513475","31198150","28007556","38637754","32457151","31818717","41474954","41370608","40981781","53632334","55316116","57522149","59603760","63041825",
"10월","슬관절 치환술","급여비[천원]","천원","13316131","21057522","17592678","23132316","25216894","22564938","31147822","26245322","25699534","33544316","33410203","33113252","43286695","44550582","46338505","48011738","50661399",
"10월","유방 부분 절제술","수술인원수[명]","명","790","942","705","399","1401","1437","1711","1701","1550","1489","1407","2325","2829","2812","2937","3347","3519",
"10월","유방 부분 절제술","수술건수[건]","건","792","965","708","401","1410","1447","1728","1719","1566","1500","1432","2340","2856","2843","2973","3383","3564",
"10월","유방 부분 절제술","입원일수[일]","일","10353","12432","9184","2550","6416","7434","7657","7292","6607","6306","5481","12106","14046","13304","13723","15008","15409",
"10월","유방 부분 절제술","요양급여일수[일]","일","15778","19169","14101","4724","12798","14558","15508","15181","13655","13768","12207","25289","30543","29149","31286","34510","34752",
"10월","유방 부분 절제술","진료비[천원]","천원","2237034","2792880","2089596","705181","1656998","1971425","2188928","2119413","2243791","2178405","2075231","6052824","8853514","9296108","10650573","12915685","14082293",
"10월","유방 부분 절제술","급여비[천원]","천원","1996243","2494942","1840915","610544","1443612","1742003","1924729","1853787","1979106","1916059","1826852","5574172","8032427","8439357","9697792","11802731","12886974",
"10월","유방 전 절제술","수술인원수[명]","명","1262","1525","1043","1818","1169","1266","1484","1521","1704","1640","774","889","1077","1306","1403","1719","1771",
"10월","유방 전 절제술","수술건수[건]","건","1269","1564","1050","1836","1169","1268","1488","1530","1709","1644","776","894","1079","1311","1408","1730","1793",
"10월","유방 전 절제술","입원일수[일]","일","6764","8118","6054","13845","12816","13985","14171","14598","15062","14331","7569","8713","9705","9280","9187","10184","10172",
"10월","유방 전 절제술","요양급여일수[일]","일","12633","16248","11317","23447","20316","22477","23383","24022","26256","25302","12860","15208","17953","17634","16988","18834","21429",
"10월","유방 전 절제술","진료비[천원]","천원","1259397","1645651","1216319","3675128","3732611","4166085","4655162","4911210","6218567","5790934","3212602","3903305","5314645","5729873","6219772","7590233","7817632",
"10월","유방 전 절제술","급여비[천원]","천원","1067705","1409758","1033169","3210597","3491394","3891545","4347771","4590702","5826225","5424301","2999197","3641052","4827763","5190684","5623130","6872309","7076459",
"10월","뇌기저부 수술","수술인원수[명]","명","24","44","18","27","22","28","18","28","23","34","25","26","37","33","42","32","40",
"10월","뇌기저부 수술","수술건수[건]","건","24","44","18","27","22","28","18","28","23","34","25","26","37","33","42","32","40",
"10월","뇌기저부 수술","입원일수[일]","일","569","1103","426","665","444","596","400","702","528","674","502","480","898","571","691","613","579",
"10월","뇌기저부 수술","요양급여일수[일]","일","867","1691","656","1102","757","1097","658","1095","921","1160","960","1060","1516","1221","1631","1360","1581",
"10월","뇌기저부 수술","진료비[천원]","천원","239032","454487","169384","295861","237222","329804","194439","336714","304658","453439","367867","365107","713550","589789","792526","714994","793423",
"10월","뇌기저부 수술","급여비[천원]","천원","212868","404823","151018","262903","223372","308446","183292","317065","286526","429633","342760","338284","659203","548868","727901","671509","728724",
"10월","뇌종양 수술","수술인원수[명]","명","337","436","302","454","413","462","543","528","523","496","651","566","463","450","497","699","711",
"10월","뇌종양 수술","수술건수[건]","건","337","450","302","455","414","462","547","529","525","498","653","567","466","452","504","712","721",
"10월","뇌종양 수술","입원일수[일]","일","7420","9315","6932","8644","7912","8357","9816","9773","9547","8585","10442","9795","8580","8643","8617","10309","10279",
"10월","뇌종양 수술","요양급여일수[일]","일","12230","16288","11760","15536","14520","15606","17815","17578","16883","15398","20707","18289","16383","17091","17647","22718","23690",
"10월","뇌종양 수술","진료비[천원]","천원","2556734","3526508","2725654","3832884","3672283","4087920","4896757","4905896","5580932","5686130","7514607","7403050","7371328","7830924","8667480","11316212","11617746",
"10월","뇌종양 수술","급여비[천원]","천원","2268793","3095688","2375108","3410765","3414142","3800475","4544814","4569564","5214718","5321778","7035960","6930307","6848783","7296852","8066095","10472620","10760786",
"10월","위 절제술","수술인원수[명]","명","1349","1501","994","1571","1647","1730","1620","1541","1434","1393","1510","1386","1444","1311","1369","1397","1414",
"10월","위 절제술","수술건수[건]","건","1349","1552","1002","1573","1647","1732","1621","1543","1435","1400","1510","1388","1446","1316","1386","1420","1448",
"10월","위 절제술","입원일수[일]","일","22626","26331","16707","23597","24423","24105","22854","20793","19102","18326","19131","17501","18186","16851","16280","17023","16442",
"10월","위 절제술","요양급여일수[일]","일","37418","42418","28361","39601","43341","44102","41989","39115","34160","34095","35663","32606","34125","33064","33936","34905","34542",
"10월","위 절제술","진료비[천원]","천원","6878188","8482606","5512873","9399790","10039689","10514820","9803353","9344336","10743632","11005534","12617520","12455231","14237389","14207813","15693970","16489225","16970789",
"10월","위 절제술","급여비[천원]","천원","6152200","7625743","4940783","8383843","9389076","9845684","9175635","8768951","10050558","10327972","11847400","11704172","13163884","13140533","14553446","15256561","15754246",
"10월","간 부분 절제술","수술인원수[명]","명","296","350","297","481","514","581","621","585","591","662","640","495","686","615","650","664","673",
"10월","간 부분 절제술","수술건수[건]","건","296","363","297","481","514","581","621","586","592","662","643","497","686","617","660","674","687",
"10월","간 부분 절제술","입원일수[일]","일","6436","7797","6831","9214","10402","10760","11618","10343","10171","11267","10147","7725","10878","9788","9685","9981","10062",
"10월","간 부분 절제술","요양급여일수[일]","일","10212","13009","10649","15669","17660","19147","19867","18083","18630","20941","19221","15213","21537","18951","19691","20728","21049",
"10월","간 부분 절제술","진료비[천원]","천원","2113315","2774384","2522604","3962817","4206086","4993187","5444532","5127007","5905345","7121527","6974619","5740127","8779911","8862604","9446782","10057802","10633926",
"10월","간 부분 절제술","급여비[천원]","천원","1860250","2453620","2218578","3499231","3864349","4630726","5051333","4728481","5516211","6629202","6503607","5355259","8088911","8178895","8733241","9279021","9853962",
"10월","간색전술","수술인원수[명]","명","2355","2886","2034","2781","3089","2887","3271","3039","2972","3227","3148","2889","3341","3493","3152","3257","3082",
"10월","간색전술","수술건수[건]","건","2365","3034","2039","2783","3102","2897","3288","3053","2991","3247","3159","2902","3366","3510","3223","3318","3157",
"10월","간색전술","입원일수[일]","일","20766","26170","18809","23202","27299","25187","28000","25972","25355","26594","25263","24777","28490","29665","27609","27853","26702",
"10월","간색전술","요양급여일수[일]","일","64609","84670","55870","72808","82756","77047","87295","76970","74847","82213","78804","71557","82589","87150","79038","78934","75308",
"10월","간색전술","진료비[천원]","천원","7647658","9324110","7229602","10950132","13522019","13940703","15462728","15138883","16241221","19273609","19714819","20401308","27532349","30608093","30686578","30472244","31581982",
"10월","간색전술","급여비[천원]","천원","6698758","8301114","6352415","9604121","12318990","12777578","14132291","13844671","14778106","17660951","18072324","18638196","24956303","27809697","27877262","27516290","28581920",
"10월","갑상선 수술(기타 질환에 의한 수술 포함)","수술인원수[명]","명","1836","2655","2018","3040","3516","3749","4291","4183","2492","2241","2183","2087","2482","2572","2518","2856","2808",
"10월","갑상선 수술(기타 질환에 의한 수술 포함)","수술건수[건]","건","1839","2706","2021","3046","3522","3772","4304","4205","2501","2248","2188","2093","2496","2588","2547","2884","2847",
"10월","갑상선 수술(기타 질환에 의한 수술 포함)","입원일수[일]","일","14241","20190","14565","21024","23406","25045","27820","26553","15454","13858","12643","12428","14348","14565","14008","15400","14603",
"10월","갑상선 수술(기타 질환에 의한 수술 포함)","요양급여일수[일]","일","33275","51086","38883","57996","66713","71859","82136","82578","48315","40872","37684","36911","44158","44747","43124","47103","49301",
"10월","갑상선 수술(기타 질환에 의한 수술 포함)","진료비[천원]","천원","3045475","4597104","3561486","5923129","6906020","7547244","8669458","8501458","6110485","5724824","5619411","5761099","7837003","8546183","9022855","10369153","10497332",
"10월","갑상선 수술(기타 질환에 의한 수술 포함)","급여비[천원]","천원","2647714","4024830","3101199","5174801","6333260","6950724","7985847","7854029","5662064","5285942","5210713","5339381","7112700","7768685","8195112","9444482","9569297",
"10월","선천성 심장기형 수술","수술인원수[명]","명","429","506","338","503","591","897","633","665","","","","","","","","","",
"10월","선천성 심장기형 수술","수술건수[건]","건","429","534","339","505","593","904","640","669","","","","","","","","","",
"10월","선천성 심장기형 수술","입원일수[일]","일","8093","9572","7254","9222","11760","14000","10958","11007","","","","","","","","","",
"10월","선천성 심장기형 수술","요양급여일수[일]","일","11731","14303","10109","13483","16370","21569","16251","16743","","","","","","","","","",
"10월","선천성 심장기형 수술","진료비[천원]","천원","5185270","6521810","4764551","8715134","10653629","14455069","12033405","13669718","","","","","","","","","",
"10월","선천성 심장기형 수술","급여비[천원]","천원","4837345","6130803","4370775","7977033","10207851","13781651","11521919","13088321","","","","","","","","","",
"10월","심장수술(관상동맥 우회수술 제외)","수술인원수[명]","명","","","","","","","","","478","574","570","482","567","530","806","808","803",
"10월","심장수술(관상동맥 우회수술 제외)","수술건수[건]","건","","","","","","","","","480","575","572","483","569","533","824","831","847",
"10월","심장수술(관상동맥 우회수술 제외)","입원일수[일]","일","","","","","","","","","8472","9319","9667","8076","10246","10019","13732","13053","13245",
"10월","심장수술(관상동맥 우회수술 제외)","요양급여일수[일]","일","","","","","","","","","11982","13717","14164","11941","14667","14491","21476","20938","21394",
"10월","심장수술(관상동맥 우회수술 제외)","진료비[천원]","천원","","","","","","","","","12251281","14791976","15693620","14149107","19520241","19891506","28332159","27828754","31037642",
"10월","심장수술(관상동맥 우회수술 제외)","급여비[천원]","천원","","","","","","","","","11761514","14160020","15040927","13578888","18619630","18987527","26993161","26462288","29579653",
"10월","순열 및 구개열 수술","수술인원수[명]","명","24","21","17","60","68","82","87","89","86","89","98","69","75","37","81","54","63",
"10월","순열 및 구개열 수술","수술건수[건]","건","24","21","17","60","68","82","87","89","86","89","98","69","75","37","82","55","63",
"10월","순열 및 구개열 수술","입원일수[일]","일","160","122","144","358","459","503","513","507","467","497","518","384","346","188","384","264","289",
"10월","순열 및 구개열 수술","요양급여일수[일]","일","298","229","200","616","750","850","925","926","826","961","1015","717","636","363","730","473","578",
"10월","순열 및 구개열 수술","진료비[천원]","천원","25073","20629","23388","66922","85796","101450","102975","104121","138706","154574","180292","174309","195240","124732","283092","191241","269321",
"10월","순열 및 구개열 수술","급여비[천원]","천원","24868","19843","21739","59176","75011","89735","92483","92673","123927","137150","159712","164639","176007","115416","260516","174452","248175",
"10월","치핵 수술","수술인원수[명]","명","21065","20531","20683","21200","15832","16640","16720","15668","15252","14876","13033","13352","13675","12528","12011","12223","11650",
"10월","치핵 수술","수술건수[건]","건","21131","20797","20757","21293","15859","16661","16749","15703","15272","15146","13737","14175","13703","12553","12031","12276","11678",
"10월","치핵 수술","입원일수[일]","일","72402","72956","69632","71169","53994","55472","53012","46821","44339","43121","37358","39032","36183","32462","30304","29773","26963",
"10월","치핵 수술","요양급여일수[일]","일","111515","110489","103873","109373","82074","84620","83457","73696","70942","68298","59085","63118","59307","54222","51881","53620","48999",
"10월","치핵 수술","진료비[천원]","천원","14024263","14218058","14022671","16184919","12656018","13614500","14334810","13544644","13755879","13802929","12280916","12441626","14239803","14061020","13648330","14075939","13539320",
"10월","치핵 수술","급여비[천원]","천원","11400262","11578993","11300918","13078240","10237501","11056294","11684936","11055816","11238801","11290135","10073760","10199821","11682238","11462295","10894717","11281489","10883010",
"10월","내시경하 척추수술","수술인원수[명]","명","434","210","113","145","111","132","126","131","148","116","217","419","651","697","806","1114","1169",
"10월","내시경하 척추수술","수술건수[건]","건","435","210","113","145","111","132","126","131","148","116","218","421","655","699","810","1126","1179",
"10월","내시경하 척추수술","입원일수[일]","일","3314","1585","935","1079","735","885","913","854","927","818","1519","2804","4637","4724","6510","8472","8885",
"10월","내시경하 척추수술","요양급여일수[일]","일","7905","3648","2128","3089","2241","3275","2907","3341","3607","2678","5151","9383","13615","14045","16514","23074","24740",
"10월","내시경하 척추수술","진료비[천원]","천원","573495","301059","160341","207007","170313","181375","191551","197662","201338","181480","299819","597785","1032779","1234332","1734070","2452440","2708826",
"10월","내시경하 척추수술","급여비[천원]","천원","451066","236319","125238","160457","134254","140260","150929","153751","158773","141597","232315","464678","803123","953243","1352392","1893996","2105543",
"10월","일반 척추수술","수술인원수[명]","명","7210","9713","8444","12137","12752","12554","14773","13628","12445","13470","13245","13314","15430","14754","16230","15886","16321",
"10월","일반 척추수술","수술건수[건]","건","7237","10060","8467","12164","12784","12599","14850","13669","12506","13540","13299","13369","15507","14852","16442","16165","16615",
"10월","일반 척추수술","입원일수[일]","일","108958","148477","127811","173926","185299","177171","209132","196055","175550","194244","185617","182161","212484","198651","212237","202323","197398",
"10월","일반 척추수술","요양급여일수[일]","일","202855","290339","254569","350987","373770","362303","424645","394161","356363","391816","382958","377635","449731","424100","459998","455606","456768",
"10월","일반 척추수술","진료비[천원]","천원","22910321","31363989","25952314","37406291","40407862","36682743","43120294","41171412","39556245","46188315","48189323","48332913","62298253","67088355","81767940","79829167","81884288",
"10월","일반 척추수술","급여비[천원]","천원","18432984","25317679","20621648","29626258","32121940","29031645","34273479","32723646","31520099","36918188","38572515","38806340","49843277","53652784","65697489","64090584","65591816",
"10월","내시경하 부비동 수술","수술인원수[명]","명","","","","3174","3959","3770","4822","4555","4447","4503","4099","3726","4991","4426","2558","2603","2794",
"10월","내시경하 부비동 수술","수술건수[건]","건","","","","3256","4021","3846","4936","4629","4517","4567","4155","3768","5056","4473","2619","2648","2836",
"10월","내시경하 부비동 수술","입원일수[일]","일","","","","11730","13756","12151","16185","15157","14000","14512","12824","11932","15381","13992","8684","8449","9175",
"10월","내시경하 부비동 수술","요양급여일수[일]","일","","","","27645","30708","28275","38449","36290","33068","34530","32276","30688","40212","37952","25250","24389","27826",
"10월","내시경하 부비동 수술","진료비[천원]","천원","","","","2996182","3849077","3784921","4907378","4805674","4738017370","5193820","5118148","4886725","7241861","7500537","5833720","5770075","6843329",
"10월","내시경하 부비동 수술","급여비[천원]","천원","","","","2402854","3080959","3041519","3943438","3847861","3799312410","4166451","4146290","3970377","5840051","6056791","4763173","4670764","5572707",
"10월","일반 부비동 수술","수술인원수[명]","명","2050","2444","2101","760","658","591","574","514","509","462","379","424","537","240","188","189","180",
"10월","일반 부비동 수술","수술건수[건]","건","2121","2557","2183","782","679","609","590","523","524","469","386","432","549","241","191","195","181",
"10월","일반 부비동 수술","입원일수[일]","일","8409","10574","8396","3188","3150","3016","2859","2321","2706","2621","2102","2444","3174","1003","891","1015","863",
"10월","일반 부비동 수술","요양급여일수[일]","일","20429","24398","19795","6425","6156","6195","5888","5058","4859","4541","3991","4674","6208","2590","2266","2606","2221",
"10월","일반 부비동 수술","진료비[천원]","천원","2133114","2696218","2058827","738473","816245","801255","858002","676167","827140440","941073","719510","860854","1193447","534017","547332","736601","624776",
"10월","일반 부비동 수술","급여비[천원]","천원","1717103","2199159","1642231","592120","658462","654015","725286","552694","697677800","777175","601612","724153","984642","438565","472349","642858","531816",
"10월","줄기세포이식술","수술인원수[명]","명","","","","","","","","","","","","","","","","","231",
"10월","줄기세포이식술","수술건수[건]","건","","","","","","","","","","","","","","","","","232",
"10월","줄기세포이식술","입원일수[일]","일","","","","","","","","","","","","","","","","","7143",
"10월","줄기세포이식술","요양급여일수[일]","일","","","","","","","","","","","","","","","","","9030",
"10월","줄기세포이식술","진료비[천원]","천원","","","","","","","","","","","","","","","","","8516022",
"10월","줄기세포이식술","급여비[천원]","천원","","","","","","","","","","","","","","","","","7996363",
"11월","계","수술인원수[명]","명","103665","110596","105694","117142","122391","123153","130135","124451","120708","130058","133816","138662","143361","145898","146094","157606","149918",
"11월","계","수술건수[건]","건","108501","119286","111658","124651","131560","133142","138575","132692","128791","140174","147000","153977","157890","162495","166500","181995","166086",
"11월","계","입원일수[일]","일","730879","760373","728734","790639","863811","832741","857223","813260","809490","878334","879386","892769","903175","923205","919069","967457","945511",
"11월","계","요양급여일수[일]","일","1340295","1422569","1371920","1513789","1682390","1641166","1677731","1636234","1556849","1712950","1734192","1787668","1818521","1899010","1936282","2075105","2095591",
"11월","계","진료비[천원]","천원","210768818","230647643","221833733","271827994","306751217","302992116","317555770","315714420","341253740","390531548","422063818","457020540","513210702","568299669","620479702","676362340","695130077",
"11월","계","급여비[천원]","천원","176888983","193749507","184189416","225974126","260819144","256838700","269790546","269082543","291539618","333611134","364266771","396055455","441882511","488743926","532943014","581272371","599658037",
"11월","백내장 수술","수술인원수[명]","명","19430","22913","21548","23499","28476","28722","30216","29234","28277","31972","35136","38457","41460","42706","44736","49500","40428",
"11월","백내장 수술","수술건수[건]","건","22802","28568","25880","28564","34891","35674","37628","36512","35436","40647","45458","50453","54861","57994","62662","70648","53374",
"11월","백내장 수술","입원일수[일]","일","32959","39729","36512","39719","47022","45506","48393","45454","43874","49038","53584","58819","62981","66549","71834","78460","60725",
"11월","백내장 수술","요양급여일수[일]","일","64293","74164","67313","78459","93799","87702","91540","106953","79444","88732","96159","98930","104414","112716","115739","129313","109011",
"11월","백내장 수술","진료비[천원]","천원","22017397","28003522","25887713","29029432","34526114","33832086","31942204","31631859","33044733","38440814","43553418","48973405","56390466","60702667","74180472","83560287","68246753",
"11월","백내장 수술","급여비[천원]","천원","17961194","22997282","21113969","23671103","28082083","27444532","25836952","25571216","26701285","31123361","35260403","39620822","45613014","49099246","59944654","67475585","55246491",
"11월","편도절제술(아데노이드 적출술 유무에 상관없이)","수술인원수[명]","명","2373","2066","2034","1871","2019","2316","2320","2156","2068","2132","2238","2420","2475","2524","1639","1313","1294",
"11월","편도절제술(아데노이드 적출술 유무에 상관없이)","수술건수[건]","건","2379","2110","2043","1880","2027","2323","2328","2163","2077","2178","2311","2566","2490","2542","1664","1333","1304",
"11월","편도절제술(아데노이드 적출술 유무에 상관없이)","입원일수[일]","일","9938","8649","8487","8500","9191","9780","9237","7397","7044","7317","7353","8007","7786","7680","5317","4102","3978",
"11월","편도절제술(아데노이드 적출술 유무에 상관없이)","요양급여일수[일]","일","22560","20096","19924","19240","20379","23275","22790","31457","16768","17742","18644","20869","20227","20621","14461","11197","11211",
"11월","편도절제술(아데노이드 적출술 유무에 상관없이)","진료비[천원]","천원","1736937","1535161","1546522","1636488","1759589","2036352","2053365","1973602","2076630","2337960","2447123","2769254","3114188","3333072","2602186","2035633","2079284",
"11월","편도절제술(아데노이드 적출술 유무에 상관없이)","급여비[천원]","천원","1480088","1301174","1264967","1331350","1437682","1676490","1687469","1646536","1733996","1953715","2042305","2411609","2686136","2864038","2166946","1673712","1719293",
"11월","경피적 관상동맥확장술 및 절제술","수술인원수[명]","명","307","355","387","445","510","556","546","608","585","586","630","603","754","750","801","872","935",
"11월","경피적 관상동맥확장술 및 절제술","수술건수[건]","건","308","374","388","446","511","556","548","609","586","589","634","608","758","756","819","900","950",
"11월","경피적 관상동맥확장술 및 절제술","입원일수[일]","일","2125","2453","2375","3071","3571","3529","3424","3662","3686","3688","3663","3662","4532","4667","4581","5182","4905",
"11월","경피적 관상동맥확장술 및 절제술","요양급여일수[일]","일","6302","7409","8027","9131","9627","10252","10599","10853","10488","10551","10698","11384","14146","13840","14617","17556","17437",
"11월","경피적 관상동맥확장술 및 절제술","진료비[천원]","천원","1553610","1875622","1704977","2382342","3098013","3200579","3279252","3505414","3567056","4088806","4308458","4863872","6225150","7009521","7329830","8789031","9417030",
"11월","경피적 관상동맥확장술 및 절제술","급여비[천원]","천원","1398253","1697831","1534760","2157414","2936545","3034066","3117179","3332774","3387931","3885371","4095499","4625671","5899417","6658010","6965405","8347064","8960684",
"11월","스텐트삽입술","수술인원수[명]","명","2895","3077","3073","3518","4109","3879","4296","4473","4513","4859","5474","5755","5855","5687","5884","6254","6178",
"11월","스텐트삽입술","수술건수[건]","건","2904","3195","3086","3533","4133","3891","4337","4496","4527","4891","5506","5794","5886","5725","6004","6483","6417",
"11월","스텐트삽입술","입원일수[일]","일","19838","21167","19287","21560","25225","22801","25930","26665","26526","27507","30111","30556","32313","31554","31205","32872","31575",
"11월","스텐트삽입술","요양급여일수[일]","일","59871","65164","63210","69914","80860","75140","81691","81816","81307","88917","100780","102993","109592","109132","109956","120139","117132",
"11월","스텐트삽입술","진료비[천원]","천원","21860839","23168509","21189588","26128528","30748749","28628203","32576317","34025508","33904775","38905483","46904697","53321621","57176864","59048685","62806234","67968808","69174728",
"11월","스텐트삽입술","급여비[천원]","천원","19716574","20974269","19096486","23542115","29183483","27157131","30951885","32337029","32232437","36993206","44626392","50727948","54230994","55998427","59654632","64511294","65745617",
"11월","관상동맥 우회수술","수술인원수[명]","명","310","304","251","258","294","265","289","279","304","354","357","399","358","375","353","438","468",
"11월","관상동맥 우회수술","수술건수[건]","건","311","309","251","258","294","265","290","279","304","354","357","401","358","375","360","444","512",
"11월","관상동맥 우회수술","입원일수[일]","일","5709","5441","4577","4378","5070","4375","4554","4664","4761","5174","4932","5935","5599","5691","5727","6872","7120",
"11월","관상동맥 우회수술","요양급여일수[일]","일","8696","8465","6911","6604","7885","6854","7450","7159","7641","8143","8006","9382","9027","9461","9650","11029","11747",
"11월","관상동맥 우회수술","진료비[천원]","천원","4292367","4216360","3655847","4974686","5939242","5505125","5917417","6230512","7424682","9026464","9324183","10692172","10673413","12007312","12051262","15839697","16920570",
"11월","관상동맥 우회수술","급여비[천원]","천원","3873682","3808957","3286707","4492742","5636702","5219300","5613283","5918548","7056480","8570234","8863791","10175993","10076377","11391201","11438299","15022275","16088186",
"11월","심장 카테터 삽입술","수술인원수[명]","명","162","164","147","174","168","171","165","195","180","186","199","211","212","198","289","295","355",
"11월","심장 카테터 삽입술","수술건수[건]","건","162","174","147","175","168","173","165","198","181","187","199","213","215","200","294","300","365",
"11월","심장 카테터 삽입술","입원일수[일]","일","1658","1510","1365","1661","1582","1538","1637","1846","1598","1345","1693","1851","2166","1983","2705","2830","3389",
"11월","심장 카테터 삽입술","요양급여일수[일]","일","3065","3619","3015","3285","2969","3139","3260","3738","3756","3334","4515","4389","4991","4492","7437","7020","9092",
"11월","심장 카테터 삽입술","진료비[천원]","천원","836239","744464","651607","1304112","1177897","1089272","859639","1273724","1464929","1092322","1276548","1485141","2548633","2952907","4784518","4043884","5795684",
"11월","심장 카테터 삽입술","급여비[천원]","천원","771241","690034","571767","1170684","1087396","1023000","794370","1178097","1366399","1005313","1171902","1371722","2349817","2746738","4465250","3750567","5391273",
"11월","정맥류 결찰 및 제거수술","수술인원수[명]","명","1438","1630","220","1479","1568","1524","1641","1652","1644","1540","1807","1380","1504","1613","1497","1694","1522",
"11월","정맥류 결찰 및 제거수술","수술건수[건]","건","1448","1669","413","1504","1584","1551","1674","1692","1676","1569","1840","1397","1523","1649","1516","1725","1549",
"11월","정맥류 결찰 및 제거수술","입원일수[일]","일","4246","4463","1293","3749","4027","3897","4624","4134","4064","3750","4171","3250","3368","3476","3129","3630","2969",
"11월","정맥류 결찰 및 제거수술","요양급여일수[일]","일","11828","11553","2756","9692","10544","9994","12025","11966","12392","11987","14659","10814","12017","13312","12814","15465","15227",
"11월","정맥류 결찰 및 제거수술","진료비[천원]","천원","1158688","1280614","241371","1352515","1491474","1477895","1675201","1649762","1710496","1654554","2039161","1661503","1917008","2175571","2078982","2472295","2178219",
"11월","정맥류 결찰 및 제거수술","급여비[천원]","천원","927701","1027906","189978","1078626","1191063","1181034","1342434","1326623","1368561","1330538","1637627","1332961","1538644","1738563","1660876","1975464","1742887",
"11월","충수절제술","수술인원수[명]","명","7626","7489","7351","8253","7272","7352","7330","7060","7176","6810","6469","6055","6074","5925","5659","5687","5485",
"11월","충수절제술","수술건수[건]","건","7632","7652","7352","8259","7277","7352","7338","7064","7180","6937","6872","6616","6093","5953","5928","6066","5727",
