Gender,Monthly,Donation Source,Category,Unit,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,month
Women,April,Total,Donation Count,Unit,38655.0,44271.0,40177.0,50052.0,58078.0,58120,63243.0,59589.0,67761.0,71980.0,74428.0,64644.0,63431.0,65701.0,58750.0,46510.0,56776.0,72843.0,59772.0,4
Women,April,Total,Composition Rate[%],%,8.7,8.7,8.1,8.3,8.4,7.6,8.0,7.3,7.7,7.9,8.1,8.1,8.0,8.5,7.8,6.7,8.0,9.4,7.8,4
Women,April,Korean Red Cross,Donation Count,Unit,37898.0,43867.0,39202.0,48832.0,56449.0,54534,58178.0,55136.0,61062.0,65735.0,68690.0,57526.0,57084.0,60430.0,56094.0,42783.0,52833.0,67966.0,53928.0,4
Women,April,Korean Red Cross,Composition Rate[%],%,8.7,8.7,8.1,8.3,8.5,7.6,8.0,7.3,7.6,7.9,8.2,8.0,7.9,8.5,8.0,6.7,8.1,9.6,7.7,4
Women,April,Central Seoul,Donation Count,Unit,4093.0,4672.0,4516.0,5315.0,5099.0,4792,,,,,,,,6189.0,5046.0,4527.0,4820.0,6670.0,5834.0,4
Women,April,Central Seoul,Composition Rate[%],%,10.0,9.8,9.0,8.8,8.4,6.1,,,,,,,,8.7,7.4,7.1,7.9,9.8,8.5,4
Women,April,Western Seoul,Donation Count,Unit,1402.0,1973.0,3023.0,3361.0,4749.0,4059,7067.0,6494.0,6834.0,7656.0,8005.0,6094.0,6127.0,,,,,,,4
Women,April,Western Seoul,Composition Rate[%],%,7.1,8.1,8.1,7.8,8.8,16.6,7.6,7.1,7.4,7.7,8.0,7.6,8.1,,,,,,,4
Women,April,Southern Seoul,Donation Count,Unit,2468.0,3428.0,3099.0,3406.0,6509.0,4017,4645.0,5105.0,4219.0,4602.0,4904.0,4199.0,4625.0,5271.0,4220.0,3129.0,3544.0,4578.0,4162.0,4
Women,April,Southern Seoul,Composition Rate[%],%,8.0,8.9,8.5,7.8,9.1,6.9,8.1,8.1,6.7,7.8,8.4,7.3,7.5,9.3,7.8,6.8,8.1,9.3,8.5,4
Women,April,Eastern Seoul,Donation Count,Unit,2579.0,4585.0,4771.0,5338.0,3905.0,6306,7748.0,5957.0,7269.0,7500.0,7269.0,5668.0,5966.0,6428.0,5331.0,4286.0,5247.0,6866.0,6127.0,4
Women,April,Eastern Seoul,Composition Rate[%],%,7.0,9.2,8.7,8.4,7.7,7.3,8.3,6.3,7.5,7.3,7.9,7.3,7.6,8.3,7.2,7.1,8.3,9.6,8.2,4
Women,April,Busan,Donation Count,Unit,3736.0,3943.0,2476.0,4099.0,4699.0,4643,5283.0,4332.0,5518.0,5773.0,5773.0,5178.0,5075.0,5366.0,5786.0,3687.0,4813.0,6219.0,4976.0,4
Women,April,Busan,Composition Rate[%],%,7.5,7.5,5.9,7.8,8.3,7,8.0,6.5,7.4,7.3,7.3,8.4,8.0,8.0,9.1,6.2,8.1,9.4,7.9,4
Women,April,Daegu/Gyeongbuk,Donation Count,Unit,4143.0,4018.0,3419.0,4455.0,4743.0,4930,5124.0,5524.0,6540.0,6900.0,7600.0,5811.0,5529.0,5839.0,5607.0,3226.0,4894.0,5999.0,4724.0,4
Women,April,Daegu/Gyeongbuk,Composition Rate[%],%,8.7,8.2,8.5,8.0,7.4,7.4,7.4,7.4,8.3,8.1,9.2,8.5,8.1,8.4,8.6,5.7,7.4,9.1,7.6,4
Women,April,Incheon,Donation Count,Unit,4460.0,3298.0,2225.0,2578.0,3251.0,2989,4225.0,3778.0,4000.0,4976.0,4745.0,3558.0,3954.0,4001.0,3698.0,3288.0,3845.0,5106.0,3453.0,4
Women,April,Incheon,Composition Rate[%],%,11.5,9.7,7.2,7.3,8.0,5.8,7.1,6.4,6.6,8.1,8.0,7.3,8.3,8.6,8.0,7.2,8.2,10.1,7.0,4
Women,April,Ulsan,Donation Count,Unit,1142.0,1172.0,766.0,1186.0,1287.0,1250,1511.0,1565.0,1762.0,1405.0,2062.0,1700.0,1815.0,1769.0,1863.0,1224.0,1630.0,2065.0,1979.0,4
Women,April,Ulsan,Composition Rate[%],%,6.7,6.8,6.0,7.8,7.8,6.5,7.9,7.4,8.4,6.6,8.7,7.9,8.9,8.5,8.1,6.5,8.3,9.0,7.8,4
Women,April,Gyeonggi,Donation Count,Unit,1743.0,2354.0,2474.0,2479.0,3474.0,3333,3591.0,3899.0,4629.0,4023.0,4686.0,4065.0,4136.0,3803.0,4201.0,3917.0,4744.0,5764.0,4051.0,4
Women,April,Gyeonggi,Composition Rate[%],%,8.3,8.8,9.4,7.9,8.2,7,7.2,8.2,9.1,7.4,7.9,8.0,8.1,8.0,8.0,7.2,8.3,10.0,7.3,4
Women,April,Gangwon,Donation Count,Unit,924.0,813.0,1250.0,1399.0,1331.0,1463,2174.0,1644.0,2260.0,2495.0,3194.0,2764.0,2500.0,2792.0,2234.0,1472.0,1963.0,2842.0,1998.0,4
Women,April,Gangwon,Composition Rate[%],%,12.1,9.1,13.8,12.1,8.6,8.5,10.9,7.4,8.9,8.9,9.5,10.0,9.1,10.5,8.5,6.3,8.1,10.7,7.4,4
Women,April,Chungbuk,Donation Count,Unit,1490.0,1608.0,1463.0,1714.0,2185.0,2236,1747.0,2219.0,2134.0,2465.0,2596.0,1892.0,1974.0,1985.0,2237.0,1207.0,1743.0,2312.0,1729.0,4
Women,April,Chungbuk,Composition Rate[%],%,9.0,9.3,10.1,9.6,10.6,10.6,8.9,10.2,9.2,9.6,10.0,8.4,8.3,8.9,9.3,6.1,8.4,10.2,7.9,4
Women,April,Daejeon/Chungnam,Donation Count,Unit,1801.0,2776.0,2229.0,3330.0,3721.0,3423,3615.0,4298.0,4199.0,4887.0,5138.0,5529.0,4947.0,5891.0,5846.0,4412.0,5632.0,6422.0,5067.0,4
Women,April,Daejeon/Chungnam,Composition Rate[%],%,8.7,9.2,7.2,8.2,8.6,8,8.1,8.0,6.9,8.0,7.5,8.5,7.3,8.5,8.1,6.6,8.5,8.9,7.7,4
Women,April,Jeonbuk,Donation Count,Unit,2562.0,3412.0,1807.0,2944.0,3579.0,2947,3319.0,2771.0,2983.0,3471.0,3078.0,2236.0,2121.0,2270.0,2195.0,1710.0,2226.0,2296.0,2188.0,4
Women,April,Jeonbuk,Composition Rate[%],%,10.1,11.4,8.1,11.3,12.1,9.7,9.6,7.8,8.4,9.8,9.0,7.9,7.8,8.7,8.0,6.5,8.4,8.3,8.0,4
Women,April,Jeonnam,Donation Count,Unit,3696.0,4027.0,4249.0,5022.0,5320.0,5172,5553.0,4548.0,5593.0,6279.0,6148.0,5572.0,5624.0,5066.0,4428.0,3555.0,4195.0,6707.0,4303.0,4
Women,April,Jeonnam,Composition Rate[%],%,8.7,7.2,8.1,8.0,8.3,7.6,8.0,7.1,7.8,8.0,7.7,8.1,7.7,7.7,6.8,6.4,7.3,10.4,7.2,4
Women,April,Gyeongnam,Donation Count,Unit,1121.0,1290.0,1080.0,1664.0,1838.0,2022,1800.0,2009.0,2218.0,2436.0,2343.0,2200.0,1836.0,2892.0,2501.0,2076.0,2412.0,3041.0,2174.0,4
Women,April,Gyeongnam,Composition Rate[%],%,9.1,8.6,6.6,9.4,8.7,8.4,8.1,7.9,7.1,7.7,7.9,8.0,6.3,9.1,7.9,6.8,8.1,9.8,7.2,4
Women,April,Jeju,Donation Count,Unit,538.0,498.0,355.0,542.0,759.0,952,776.0,993.0,904.0,867.0,1149.0,1060.0,855.0,868.0,901.0,1067.0,1125.0,1079.0,1163.0,4
Women,April,Jeju,Composition Rate[%],%,8.0,8.3,5.9,5.8,6.4,6.9,6.2,8.8,7.1,6.1,7.7,8.8,7.1,8.6,8.0,8.4,9.0,8.5,8.0,4
Women,April,Outside of Korean Red Cross,Donation Count,Unit,757.0,404.0,975.0,1220.0,1629.0,3586,5065.0,4453.0,6699.0,6245.0,5738.0,7118.0,6347.0,5271.0,2656.0,3727.0,3943.0,4877.0,5844.0,4
Women,April,Outside of Korean Red Cross,Composition Rate[%],%,8.8,4.9,7.7,6.7,5.9,7.3,8.3,6.8,8.4,7.9,7.6,8.9,9.0,7.8,5.3,7.1,7.2,7.7,8.2,4
Women,May,Total,Donation Count,Unit,45403.0,51624.0,48577.0,54327.0,68326.0,72117,79859.0,82676.0,82979.0,95283.0,86068.0,74631.0,83120.0,76075.0,76944.0,65953.0,64689.0,75888.0,70109.0,5
Women,May,Total,Composition Rate[%],%,10.3,10.1,9.8,9.0,9.9,9.4,10.1,10.1,9.4,10.4,9.4,9.3,10.4,9.8,10.2,9.5,9.1,9.8,9.1,5
Women,May,Korean Red Cross,Donation Count,Unit,44570.0,51224.0,47682.0,52826.0,66380.0,67378,74599.0,76661.0,75026.0,86665.0,79567.0,66924.0,75313.0,69699.0,73158.0,60691.0,60017.0,69438.0,62774.0,5
Women,May,Korean Red Cross,Composition Rate[%],%,10.3,10.2,9.9,9.0,10.0,9.4,10.2,10.2,9.4,10.3,9.4,9.3,10.4,9.8,10.4,9.5,9.2,9.8,9.0,5
Women,May,Central Seoul,Donation Count,Unit,4397.0,4648.0,4851.0,5570.0,6101.0,5745,,,,,,,,6715.0,7043.0,6407.0,5151.0,6036.0,5930.0,5
Women,May,Central Seoul,Composition Rate[%],%,10.8,9.8,9.6,9.2,10.1,7.3,,,,,,,,9.4,10.3,10.0,8.4,8.8,8.6,5
Women,May,Western Seoul,Donation Count,Unit,2129.0,2323.0,3844.0,3551.0,5314.0,4299,8678.0,9052.0,8242.0,9778.0,9877.0,7755.0,7830.0,,,,,,,5
Women,May,Western Seoul,Composition Rate[%],%,10.8,9.5,10.3,8.2,9.9,17.6,9.4,9.9,8.9,9.8,9.8,9.7,10.4,,,,,,,5
Women,May,Southern Seoul,Donation Count,Unit,2605.0,3695.0,3696.0,3951.0,7126.0,4996,5458.0,6794.0,5424.0,6258.0,5381.0,4692.0,5660.0,5056.0,5506.0,4424.0,3746.0,4563.0,4175.0,5
Women,May,Southern Seoul,Composition Rate[%],%,8.4,9.6,10.1,9.0,10.0,8.6,9.5,10.8,8.6,10.5,9.2,8.1,9.2,8.9,10.1,9.6,8.6,9.3,8.5,5
Women,May,Eastern Seoul,Donation Count,Unit,3470.0,4232.0,4915.0,6014.0,4833.0,6700,8814.0,8409.0,8058.0,9769.0,7457.0,7062.0,7501.0,7195.0,7834.0,5731.0,5459.0,6605.0,6488.0,5
Women,May,Eastern Seoul,Composition Rate[%],%,9.4,8.5,9.0,9.4,9.6,7.7,9.4,8.9,8.3,9.6,8.1,9.1,9.6,9.2,10.6,9.5,8.7,9.2,8.6,5
Women,May,Busan,Donation Count,Unit,5160.0,5031.0,2963.0,4097.0,4859.0,5694,6413.0,6298.0,6602.0,8049.0,7188.0,6039.0,6363.0,6516.0,6154.0,5603.0,5626.0,6993.0,5856.0,5
Women,May,Busan,Composition Rate[%],%,10.3,9.6,7.1,7.8,8.6,8.6,9.7,9.5,8.9,10.2,9.0,9.8,10.0,9.7,9.6,9.5,9.5,10.6,9.3,5
Women,May,Daegu/Gyeongbuk,Donation Count,Unit,4877.0,5234.0,4302.0,4942.0,6187.0,6652,7121.0,7767.0,8886.0,9196.0,7335.0,6164.0,6476.0,7152.0,6581.0,4971.0,6348.0,6917.0,6058.0,5
Women,May,Daegu/Gyeongbuk,Composition Rate[%],%,10.3,10.7,10.7,8.9,9.7,10,10.3,10.4,11.3,10.8,8.9,9.0,9.5,10.3,10.1,8.7,9.6,10.5,9.7,5
Women,May,Incheon,Donation Count,Unit,4220.0,3164.0,3141.0,3341.0,4265.0,4518,5456.0,5996.0,5256.0,5942.0,6323.0,4161.0,4855.0,4025.0,4407.0,4481.0,4187.0,4774.0,4353.0,5
Women,May,Incheon,Composition Rate[%],%,10.9,9.3,10.1,9.5,10.4,8.8,9.2,10.2,8.6,9.7,10.6,8.6,10.2,8.7,9.5,9.8,8.9,9.4,8.8,5
Women,May,Ulsan,Donation Count,Unit,1244.0,1556.0,1040.0,1034.0,1619.0,2046,2080.0,1985.0,1946.0,2117.0,2297.0,1777.0,2180.0,2315.0,2630.0,1573.0,1864.0,2087.0,2432.0,5
Women,May,Ulsan,Composition Rate[%],%,7.4,9.0,8.1,6.8,9.8,10.6,10.8,9.4,9.3,10.0,9.7,8.2,10.7,11.2,11.4,8.3,9.5,9.1,9.5,5
Women,May,Gyeonggi,Donation Count,Unit,2139.0,2742.0,2791.0,2919.0,4393.0,4302,5662.0,5099.0,4970.0,5597.0,5743.0,5109.0,5402.0,4427.0,5343.0,5260.0,5100.0,5445.0,4792.0,5
Women,May,Gyeonggi,Composition Rate[%],%,10.2,10.2,10.6,9.3,10.4,9,11.3,10.8,9.8,10.3,9.7,10.1,10.6,9.3,10.2,9.6,8.9,9.4,8.6,5
Women,May,Gangwon,Donation Count,Unit,754.0,926.0,1115.0,1138.0,1961.0,2079,2461.0,2651.0,2546.0,3405.0,3342.0,2879.0,3516.0,2999.0,3021.0,2164.0,2057.0,2520.0,2402.0,5
Women,May,Gangwon,Composition Rate[%],%,9.9,10.4,12.3,9.8,12.7,12.1,12.4,11.9,10.0,12.1,10.0,10.4,12.7,11.3,11.5,9.3,8.5,9.5,9.0,5
Women,May,Chungbuk,Donation Count,Unit,1903.0,1821.0,1507.0,1580.0,2145.0,2271,2410.0,2393.0,2434.0,2999.0,2603.0,2095.0,2846.0,2552.0,2580.0,1832.0,1993.0,2538.0,2138.0,5
Women,May,Chungbuk,Composition Rate[%],%,11.5,10.6,10.4,8.9,10.4,10.7,12.3,11.0,10.5,11.7,10.0,9.3,12.0,11.4,10.8,9.2,9.6,11.2,9.8,5
Women,May,Daejeon/Chungnam,Donation Count,Unit,2234.0,3367.0,3784.0,4482.0,4485.0,4441,5237.0,6047.0,6252.0,6911.0,7006.0,6484.0,7438.0,7376.0,8010.0,6648.0,6897.0,7772.0,6616.0,5
Women,May,Daejeon/Chungnam,Composition Rate[%],%,10.8,11.2,12.2,11.1,10.4,10.4,11.7,11.2,10.3,11.3,10.2,10.0,11.0,10.6,11.1,9.9,10.4,10.8,10.0,5
Women,May,Jeonbuk,Donation Count,Unit,3094.0,4103.0,2221.0,2449.0,3169.0,3334,3775.0,3681.0,3644.0,4282.0,3326.0,2869.0,2693.0,2586.0,3079.0,2352.0,2062.0,2414.0,2584.0,5
Women,May,Jeonbuk,Composition Rate[%],%,12.2,13.8,9.9,9.4,10.7,11,10.9,10.3,10.2,12.0,9.8,10.1,10.0,9.9,11.2,8.9,7.7,8.7,9.4,5
Women,May,Jeonnam,Donation Count,Unit,4780.0,6313.0,5451.0,5709.0,6804.0,6894,7645.0,6508.0,7129.0,8308.0,7540.0,6596.0,8228.0,6957.0,6998.0,5199.0,5567.0,6273.0,5203.0,5
Women,May,Jeonnam,Composition Rate[%],%,11.3,11.4,10.5,9.0,10.6,10.1,11.0,10.2,9.9,10.6,9.5,9.6,11.3,10.6,10.8,9.3,9.6,9.7,8.7,5
Women,May,Gyeongnam,Donation Count,Unit,1040.0,1626.0,1648.0,1503.0,1979.0,2230,2335.0,3065.0,2648.0,2799.0,3032.0,2086.0,2896.0,2857.0,2910.0,2903.0,2869.0,3276.0,2576.0,5
Women,May,Gyeongnam,Composition Rate[%],%,8.4,10.8,10.1,8.5,9.4,9.3,10.4,12.1,8.5,8.8,10.3,7.6,9.9,9.0,9.2,9.5,9.7,10.5,8.6,5
Women,May,Jeju,Donation Count,Unit,524.0,443.0,413.0,546.0,1140.0,1177,1054.0,916.0,989.0,1255.0,1117.0,1156.0,1429.0,971.0,1062.0,1143.0,1091.0,1225.0,1171.0,5
Women,May,Jeju,Composition Rate[%],%,7.8,7.4,6.9,5.8,9.6,8.6,8.4,8.1,7.7,8.8,7.5,9.6,11.8,9.7,9.4,9.0,8.7,9.6,8.0,5
Women,May,Outside of Korean Red Cross,Donation Count,Unit,833.0,400.0,895.0,1501.0,1946.0,4739,5260.0,6015.0,7953.0,8618.0,6501.0,7707.0,7807.0,6376.0,3786.0,5262.0,4672.0,6450.0,7335.0,5
Women,May,Outside of Korean Red Cross,Composition Rate[%],%,9.7,4.9,7.1,8.2,7.0,9.6,8.7,9.3,10.0,11.0,8.7,9.6,11.1,9.4,7.6,10.0,8.6,10.2,10.3,5
Women,June,Total,Donation Count,Unit,37174.0,44439.0,42609.0,49746.0,61577.0,69890,62435.0,67757.0,74855.0,75296.0,72190.0,61195.0,62576.0,62287.0,61361.0,59250.0,61216.0,63686.0,64413.0,6
Women,June,Total,Composition Rate[%],%,8.4,8.7,8.6,8.2,8.9,9.1,7.9,8.3,8.5,8.2,7.9,7.7,7.9,8.0,8.1,8.5,8.6,8.2,8.4,6
Women,June,Korean Red Cross,Donation Count,Unit,36499.0,44073.0,41716.0,48463.0,60213.0,67248,58588.0,62780.0,69089.0,68722.0,66544.0,54226.0,56943.0,56588.0,57949.0,54457.0,55871.0,58404.0,58371.0,6
Women,June,Korean Red Cross,Composition Rate[%],%,8.4,8.8,8.6,8.2,9.1,9.4,8.0,8.3,8.6,8.2,7.9,7.5,7.8,8.0,8.2,8.5,8.5,8.2,8.4,6
Women,June,Central Seoul,Donation Count,Unit,3567.0,4709.0,4136.0,4766.0,5142.0,7170,,,,,,,,5582.0,5183.0,5311.0,5487.0,5512.0,6185.0,6
Women,June,Central Seoul,Composition Rate[%],%,8.7,9.9,8.2,7.8,8.5,9.1,,,,,,,,7.9,7.6,8.3,9.0,8.1,9.0,6
Women,June,Western Seoul,Donation Count,Unit,2048.0,2563.0,3591.0,3425.0,5073.0,4419,7615.0,7313.0,7593.0,8484.0,8423.0,5599.0,5742.0,,,,,,,6
Women,June,Western Seoul,Composition Rate[%],%,10.4,10.5,9.6,7.9,9.4,18.1,8.2,8.0,8.2,8.5,8.4,7.0,7.6,,,,,,,6
Women,June,Southern Seoul,Donation Count,Unit,3116.0,3163.0,3537.0,3594.0,6317.0,4925,4349.0,5068.0,5649.0,4635.0,4556.0,3927.0,4426.0,4387.0,4217.0,4133.0,3557.0,3742.0,4246.0,6
Women,June,Southern Seoul,Composition Rate[%],%,10.1,8.3,9.7,8.2,8.8,8.4,7.6,8.1,9.0,7.8,7.8,6.8,7.2,7.8,7.7,9.0,8.2,7.6,8.7,6
Women,June,Eastern Seoul,Donation Count,Unit,2689.0,4159.0,4653.0,4818.0,4461.0,6993,7182.0,7731.0,9099.0,8327.0,7727.0,6580.0,6198.0,7289.0,6692.0,5373.0,5465.0,5938.0,6787.0,6
Women,June,Eastern Seoul,Composition Rate[%],%,7.3,8.4,8.5,7.6,8.8,8.1,7.7,8.1,9.4,8.1,8.4,8.5,7.9,9.4,9.1,8.9,8.7,8.3,9.0,6
Women,June,Busan,Donation Count,Unit,3942.0,3753.0,3633.0,3975.0,4361.0,6211,5052.0,5044.0,6093.0,5736.0,5985.0,4108.0,4974.0,5909.0,5261.0,5131.0,4623.0,5086.0,4896.0,6
Women,June,Busan,Composition Rate[%],%,7.9,7.2,8.7,7.5,7.7,9.4,7.6,7.6,8.2,7.3,7.5,6.6,7.8,8.8,8.2,8.7,7.8,7.7,7.7,6
Women,June,Daegu/Gyeongbuk,Donation Count,Unit,4244.0,4975.0,3261.0,5240.0,5459.0,6604,6201.0,6361.0,6605.0,6536.0,6603.0,5074.0,5645.0,5223.0,5494.0,4795.0,5294.0,5247.0,4825.0,6
Women,June,Daegu/Gyeongbuk,Composition Rate[%],%,8.9,10.1,8.1,9.4,8.5,9.9,8.9,8.5,8.4,7.7,8.0,7.4,8.3,7.5,8.4,8.4,8.0,7.9,7.7,6
Women,June,Incheon,Donation Count,Unit,3022.0,3021.0,2538.0,3183.0,4319.0,4645,4273.0,5334.0,5592.0,4843.0,4941.0,3644.0,4168.0,3272.0,3500.0,3904.0,3502.0,4539.0,4177.0,6
Women,June,Incheon,Composition Rate[%],%,7.8,8.8,8.2,9.1,10.6,9,7.2,9.0,9.2,7.9,8.3,7.5,8.7,7.0,7.5,8.5,7.5,8.9,8.4,6
Women,June,Ulsan,Donation Count,Unit,1592.0,1338.0,1086.0,1432.0,1455.0,1647,1530.0,1781.0,1819.0,1731.0,2050.0,1224.0,1393.0,1519.0,1722.0,1612.0,1673.0,1818.0,2118.0,6
Women,June,Ulsan,Composition Rate[%],%,9.4,7.8,8.5,9.4,8.8,8.6,8.0,8.4,8.7,8.1,8.7,5.7,6.8,7.3,7.5,8.5,8.5,7.9,8.3,6
Women,June,Gyeonggi,Donation Count,Unit,1694.0,2205.0,2431.0,2626.0,4198.0,4465,3991.0,4039.0,4385.0,4437.0,4004.0,3788.0,3717.0,3575.0,4291.0,4789.0,4576.0,4596.0,4290.0,6
Women,June,Gyeonggi,Composition Rate[%],%,8.1,8.2,9.2,8.4,9.9,9.4,8.0,8.5,8.6,8.2,6.7,7.5,7.3,7.5,8.2,8.8,8.0,7.9,7.7,6
Women,June,Gangwon,Donation Count,Unit,571.0,894.0,755.0,739.0,1392.0,1566,2002.0,1681.0,2354.0,2205.0,3112.0,2062.0,2205.0,1920.0,1965.0,2076.0,1967.0,2150.0,2212.0,6
Women,June,Gangwon,Composition Rate[%],%,7.5,10.0,8.4,6.4,9.0,9.1,10.1,7.5,9.3,7.8,9.3,7.5,8.0,7.2,7.5,8.9,8.1,8.1,8.2,6
Women,June,Chungbuk,Donation Count,Unit,1489.0,1701.0,1267.0,1826.0,1706.0,2267,1371.0,1923.0,1869.0,2374.0,2149.0,1523.0,1889.0,1786.0,1966.0,1732.0,1951.0,1913.0,1778.0,6
Women,June,Chungbuk,Composition Rate[%],%,9.0,9.9,8.8,10.2,8.3,10.7,7.0,8.8,8.1,9.3,8.2,6.7,8.0,8.0,8.2,8.7,9.4,8.5,8.1,6
Women,June,Daejeon/Chungnam,Donation Count,Unit,1576.0,2554.0,2656.0,3492.0,4450.0,3609,3576.0,4530.0,5432.0,5754.0,5380.0,5405.0,6040.0,5906.0,6945.0,5690.0,6403.0,6572.0,5894.0,6
Women,June,Daejeon/Chungnam,Composition Rate[%],%,7.6,8.5,8.5,8.6,10.3,8.4,8.0,8.4,9.0,9.4,7.9,8.3,8.9,8.5,9.6,8.5,9.6,9.1,8.9,6
Women,June,Jeonbuk,Donation Count,Unit,2279.0,2660.0,1648.0,1982.0,2808.0,2722,2859.0,2663.0,3222.0,2956.0,2095.0,2655.0,2538.0,1921.0,2362.0,2034.0,2781.0,2765.0,2305.0,6
Women,June,Jeonbuk,Composition Rate[%],%,9.0,8.9,7.3,7.6,9.5,9,8.3,7.5,9.1,8.3,6.2,9.3,9.4,7.4,8.6,7.7,10.4,10.0,8.4,6
Women,June,Jeonnam,Donation Count,Unit,3609.0,4353.0,4792.0,5266.0,6353.0,6356,5606.0,5898.0,5933.0,6490.0,5945.0,5353.0,5215.0,5375.0,5093.0,4380.0,4790.0,4788.0,4762.0,6
Women,June,Jeonnam,Composition Rate[%],%,8.5,7.8,9.2,8.3,9.9,9.3,8.1,9.2,8.3,8.3,7.5,7.8,7.2,8.2,7.8,7.9,8.3,7.4,7.9,6
Women,June,Gyeongnam,Donation Count,Unit,718.0,1529.0,1253.0,1338.0,1707.0,2262,1675.0,2154.0,2459.0,2868.0,1999.0,2048.0,1747.0,2290.0,2394.0,2372.0,2524.0,2591.0,2507.0,6
Women,June,Gyeongnam,Composition Rate[%],%,5.8,10.2,7.6,7.6,8.1,9.4,7.5,8.5,7.9,9.0,6.8,7.4,6.0,7.2,7.6,7.7,8.5,8.3,8.4,6
Women,June,Jeju,Donation Count,Unit,343.0,496.0,479.0,761.0,1012.0,1387,1306.0,1260.0,985.0,1346.0,1575.0,1236.0,1046.0,634.0,864.0,1125.0,1278.0,1147.0,1389.0,6
Women,June,Jeju,Composition Rate[%],%,5.1,8.2,8.0,8.1,8.5,10.1,10.4,11.1,7.7,9.4,10.5,10.2,8.7,6.3,7.6,8.9,10.2,9.0,9.5,6
Women,June,Outside of Korean Red Cross,Donation Count,Unit,675.0,366.0,893.0,1283.0,1364.0,2642,3847.0,4977.0,5766.0,6574.0,5646.0,6969.0,5633.0,5699.0,3412.0,4793.0,5345.0,5282.0,6042.0,6
Women,June,Outside of Korean Red Cross,Composition Rate[%],%,7.8,4.5,7.0,7.1,4.9,5.4,6.3,7.7,7.2,8.4,7.5,8.7,8.0,8.4,6.8,9.1,9.8,8.4,8.5,6
Women,July,Total,Donation Count,Unit,35153.0,39244.0,42103.0,49794.0,61623.0,69527,63410.0,69074.0,73496.0,81431.0,80349.0,69454.0,71522.0,66126.0,69151.0,62961.0,64130.0,62828.0,73420.0,7
Women,July,Total,Composition Rate[%],%,7.9,7.7,8.5,8.2,8.9,9.1,8.0,8.5,8.4,8.9,8.8,8.7,9.0,8.5,9.2,9.1,9.0,8.1,9.6,7
Women,July,Korean Red Cross,Donation Count,Unit,34466.0,38615.0,41128.0,48389.0,59759.0,66098,58494.0,63019.0,66648.0,74945.0,73853.0,62369.0,65510.0,59414.0,65096.0,58167.0,59227.0,57105.0,67645.0,7
Women,July,Korean Red Cross,Composition Rate[%],%,7.9,7.7,8.5,8.2,9.0,9.2,8.0,8.4,8.3,9.0,8.8,8.7,9.0,8.4,9.2,9.1,9.0,8.0,9.7,7
Women,July,Central Seoul,Donation Count,Unit,3463.0,4044.0,4197.0,5225.0,5309.0,8674,,,,,,,,6319.0,6456.0,5843.0,5150.0,6072.0,7376.0,7
Women,July,Central Seoul,Composition Rate[%],%,8.5,8.5,8.3,8.6,8.8,11,,,,,,,,8.9,9.5,9.1,8.4,8.9,10.7,7
Women,July,Western Seoul,Donation Count,Unit,1669.0,1399.0,3740.0,3737.0,4634.0,-,8122.0,8247.0,7843.0,8512.0,8653.0,7113.0,7119.0,,,,,,,7
Women,July,Western Seoul,Composition Rate[%],%,8.5,5.7,10.0,8.7,8.6,-,8.8,9.0,8.5,8.5,8.6,8.9,9.4,,,,,,,7
Women,July,Southern Seoul,Donation Count,Unit,2485.0,3197.0,3191.0,3391.0,6519.0,6427,4595.0,5511.0,5861.0,5666.0,5338.0,5384.0,6099.0,4779.0,5092.0,4245.0,3758.0,4145.0,5034.0,7
Women,July,Southern Seoul,Composition Rate[%],%,8.0,8.3,8.7,7.7,9.1,11,8.0,8.8,9.3,9.5,9.1,9.3,9.9,8.4,9.4,9.2,8.6,8.5,10.3,7
Women,July,Eastern Seoul,Donation Count,Unit,2840.0,4081.0,4363.0,5674.0,4930.0,8850,8079.0,9640.0,8720.0,10178.0,8046.0,6490.0,7822.0,6982.0,7106.0,5695.0,5776.0,6074.0,7311.0,7
Women,July,Eastern Seoul,Composition Rate[%],%,7.7,8.2,7.9,8.9,9.8,10.2,8.6,10.2,9.0,10.0,8.7,8.4,10.0,9.0,9.6,9.4,9.2,8.5,9.7,7
Women,July,Busan,Donation Count,Unit,3800.0,4166.0,3603.0,4395.0,4780.0,5927,5548.0,4810.0,5785.0,7359.0,7542.0,5367.0,5664.0,5727.0,5364.0,5476.0,5406.0,5407.0,5420.0,7
Women,July,Busan,Composition Rate[%],%,7.6,8.0,8.6,8.3,8.4,9,8.4,7.2,7.8,9.3,9.5,8.7,8.9,8.5,8.4,9.2,9.1,8.2,8.6,7
Women,July,Daegu/Gyeongbuk,Donation Count,Unit,3690.0,3857.0,2684.0,3915.0,5639.0,5405,5411.0,5522.0,5595.0,6872.0,6409.0,5518.0,5779.0,5036.0,5449.0,4975.0,5708.0,4215.0,5243.0,7
Women,July,Daegu/Gyeongbuk,Composition Rate[%],%,7.8,7.9,6.7,7.0,8.8,8.1,7.8,7.4,7.1,8.1,7.8,8.1,8.5,7.3,8.4,8.7,8.6,6.4,8.4,7
