month,surgery,year,units
December,Congenital Heart Defect Surgery - PDA ligatio,2020,0.0
December,Coronary Artery Bypass Graft -  (Coronary Artery Bypass Graft - Graft replacement of Aorta,2020,3870.9
December,Cleft Lip and Palate Surgery - Mastoidectomy,2020,0.0
December,Hemorrhoidectomy,2020,0.0
December,Endoscopic Spine Surgery - Laminectomy,2020,370.0
December,General Spine Surgery - Laminectomy,2020,6608.8
December,Endoscopic Sinus Surgery - Mastoidectomy,2020,0.0
December,General Sinus Surgery - Mastoidectomy,2020,0.0
December,Stem Cell Transplantation - Liver transplantation,2020,0.0
January,Cataract surgery,2021,0.0
January,Mastoidectomy,2021,0.0
January,PCI(Percutaneous Coronary Intervention)/PTCA - Aortic valve replacement,2021,1447.2
January,Stent Insertion - Aortic valve replacement,2021,10967.4
January,Coronary Artery Bypass Graft - Graft replacement of Aorta,2021,2091.0
January,Cardiac Catheterization - Aortic valve replacement,2021,541.8
January,Varicose Vein Ligation and Stripping - PDA ligation,2021,3558.8
January,Appendectomy - Exploratory Laparotomy,2021,1903.5
January,"Pacemaker Insertion, Replacement, Removal, and Adjustment - Aortic valve replacement",2021,2710.8
January,Cholecystectomy - Laparoscopic cholecystectomy,2021,0.0
January,Endoscopic and Percutaneous Biliary Surgery - Pylorus preserving pancreaticoduodenectomy,2021,1979.4
January,Inguinal and Femoral Hernia Surgery - Exploratory laparotomy,2021,787.2
January,Transurethral Resection of the Prostate (TURP) - Transurethral resection of prostate,2021,109.9
January,Prostatectomy - Prostatectomy,2021,16.8
January,Hysterectomy - Total abdominal hysterectomy,2021,759.2
January,Cesarean Section (C-Section) - Low cervical cesarean section,2021,4337.1
January,Hip Replacement Surgery - Total hip replacement,2021,3305.5
January,Knee Replacement Surgery - Total knee replacement,2021,12476.3
January,Partial Mastectomy - Mastectomy,2021,0.0
January,Total Mastectomy - Mastectomy,2021,0.0
January,Skull Base Surgery - Craniotomy and removal of brain tumor,2021,56.1
January,Brain Tumor Surgery - Craniotomy and removal of brain tumor ,2021,950.4
January,Gastrectomy - Total gastrectomy,2021,178.6
January,Liver Resection - Wedge resection of liver,2021,162.6
January,Hepatic Embolization - Lobectomy of liver,2021,1717.5
January,Thyroid Surgery - Bilateral thyroidectomy,2021,0.0
January,Congenital Heart Defect Surgery - PDA ligatio,2021,0.0
January,Coronary Artery Bypass Graft -  (Coronary Artery Bypass Graft - Graft replacement of Aorta,2021,4763.4
January,Cleft Lip and Palate Surgery - Mastoidectomy,2021,0.0
January,Hemorrhoidectomy,2021,0.0
January,Endoscopic Spine Surgery - Laminectomy,2021,359.6
January,General Spine Surgery - Laminectomy,2021,6854.4
January,Endoscopic Sinus Surgery - Mastoidectomy,2021,0.0
January,General Sinus Surgery - Mastoidectomy,2021,0.0
January,Stem Cell Transplantation - Liver transplantation,2021,0.0
February,Cataract surgery,2021,0.0
February,Mastoidectomy,2021,0.0
February,PCI(Percutaneous Coronary Intervention)/PTCA - Aortic valve replacement,2021,1357.2
February,Stent Insertion - Aortic valve replacement,2021,10101.6
February,Coronary Artery Bypass Graft - Graft replacement of Aorta,2021,1652.4
February,Cardiac Catheterization - Aortic valve replacement,2021,504.0
February,Varicose Vein Ligation and Stripping - PDA ligation,2021,3309.6
February,Appendectomy - Exploratory Laparotomy,2021,1708.2
February,"Pacemaker Insertion, Replacement, Removal, and Adjustment - Aortic valve replacement",2021,2251.8
February,Cholecystectomy - Laparoscopic cholecystectomy,2021,0.0
February,Endoscopic and Percutaneous Biliary Surgery - Pylorus preserving pancreaticoduodenectomy,2021,1696.5
February,Inguinal and Femoral Hernia Surgery - Exploratory laparotomy,2021,728.1
February,Transurethral Resection of the Prostate (TURP) - Transurethral resection of prostate,2021,82.0
February,Prostatectomy - Prostatectomy,2021,11.8
February,Hysterectomy - Total abdominal hysterectomy,2021,620.8
February,Cesarean Section (C-Section) - Low cervical cesarean section,2021,3561.9
February,Hip Replacement Surgery - Total hip replacement,2021,2684.0
February,Knee Replacement Surgery - Total knee replacement,2021,9013.4
February,Partial Mastectomy - Mastectomy,2021,0.0
February,Total Mastectomy - Mastectomy,2021,0.0
February,Skull Base Surgery - Craniotomy and removal of brain tumor,2021,44.0
February,Brain Tumor Surgery - Craniotomy and removal of brain tumor ,2021,636.9
February,Gastrectomy - Total gastrectomy,2021,118.4
February,Liver Resection - Wedge resection of liver,2021,118.0
February,Hepatic Embolization - Lobectomy of liver,2021,1326.0
February,Thyroid Surgery - Bilateral thyroidectomy,2021,0.0
February,Congenital Heart Defect Surgery - PDA ligatio,2021,0.0
February,Coronary Artery Bypass Graft -  (Coronary Artery Bypass Graft - Graft replacement of Aorta,2021,3524.1
February,Cleft Lip and Palate Surgery - Mastoidectomy,2021,0.0
February,Hemorrhoidectomy,2021,0.0
February,Endoscopic Spine Surgery - Laminectomy,2021,334.4
February,General Spine Surgery - Laminectomy,2021,5703.6
February,Endoscopic Sinus Surgery - Mastoidectomy,2021,0.0
February,General Sinus Surgery - Mastoidectomy,2021,0.0
February,Stem Cell Transplantation - Liver transplantation,2021,0.0
March,Cataract surgery,2021,0.0
March,Mastoidectomy,2021,0.0
March,PCI(Percutaneous Coronary Intervention)/PTCA - Aortic valve replacement,2021,1641.6
March,Stent Insertion - Aortic valve replacement,2021,12429.0
March,Coronary Artery Bypass Graft - Graft replacement of Aorta,2021,2448.0
March,Cardiac Catheterization - Aortic valve replacement,2021,563.4
March,Varicose Vein Ligation and Stripping - PDA ligation,2021,3858.4
March,Appendectomy - Exploratory Laparotomy,2021,2040.6
March,"Pacemaker Insertion, Replacement, Removal, and Adjustment - Aortic valve replacement",2021,2914.2
March,Cholecystectomy - Laparoscopic cholecystectomy,2021,0.0
March,Endoscopic and Percutaneous Biliary Surgery - Pylorus preserving pancreaticoduodenectomy,2021,2020.5
March,Inguinal and Femoral Hernia Surgery - Exploratory laparotomy,2021,912.6
March,Transurethral Resection of the Prostate (TURP) - Transurethral resection of prostate,2021,115.9
March,Prostatectomy - Prostatectomy,2021,15.2
March,Hysterectomy - Total abdominal hysterectomy,2021,763.2
March,Cesarean Section (C-Section) - Low cervical cesarean section,2021,4034.4
March,Hip Replacement Surgery - Total hip replacement,2021,3276.9
March,Knee Replacement Surgery - Total knee replacement,2021,14098.1
March,Partial Mastectomy - Mastectomy,2021,0.0
March,Total Mastectomy - Mastectomy,2021,0.0
March,Skull Base Surgery - Craniotomy and removal of brain tumor,2021,42.9
March,Brain Tumor Surgery - Craniotomy and removal of brain tumor ,2021,823.9
March,Gastrectomy - Total gastrectomy,2021,155.7
March,Liver Resection - Wedge resection of liver,2021,156.6
March,Hepatic Embolization - Lobectomy of liver,2021,1783.5
March,Thyroid Surgery - Bilateral thyroidectomy,2021,0.0
March,Congenital Heart Defect Surgery - PDA ligatio,2021,0.0
March,Coronary Artery Bypass Graft -  (Coronary Artery Bypass Graft - Graft replacement of Aorta,2021,4681.8
March,Cleft Lip and Palate Surgery - Mastoidectomy,2021,0.0
March,Hemorrhoidectomy,2021,0.0
March,Endoscopic Spine Surgery - Laminectomy,2021,388.8
March,General Spine Surgery - Laminectomy,2021,7450.8
March,Endoscopic Sinus Surgery - Mastoidectomy,2021,0.0
March,General Sinus Surgery - Mastoidectomy,2021,0.0
March,Stem Cell Transplantation - Liver transplantation,2021,0.0
April,Cataract surgery,2021,0.0
April,Mastoidectomy,2021,0.0
April,PCI(Percutaneous Coronary Intervention)/PTCA - Aortic valve replacement,2021,1616.4
April,Stent Insertion - Aortic valve replacement,2021,11592.0
April,Coronary Artery Bypass Graft - Graft replacement of Aorta,2021,2045.1
April,Cardiac Catheterization - Aortic valve replacement,2021,507.6
April,Varicose Vein Ligation and Stripping - PDA ligation,2021,3819.2
April,Appendectomy - Exploratory Laparotomy,2021,2095.5
April,"Pacemaker Insertion, Replacement, Removal, and Adjustment - Aortic valve replacement",2021,2844.0
April,Cholecystectomy - Laparoscopic cholecystectomy,2021,0.0
April,Endoscopic and Percutaneous Biliary Surgery - Pylorus preserving pancreaticoduodenectomy,2021,1900.2
April,Inguinal and Femoral Hernia Surgery - Exploratory laparotomy,2021,842.1
April,Transurethral Resection of the Prostate (TURP) - Transurethral resection of prostate,2021,96.8
April,Prostatectomy - Prostatectomy,2021,14.5
April,Hysterectomy - Total abdominal hysterectomy,2021,685.6
April,Cesarean Section (C-Section) - Low cervical cesarean section,2021,3786.9
April,Hip Replacement Surgery - Total hip replacement,2021,3044.8
April,Knee Replacement Surgery - Total knee replacement,2021,11061.9
April,Partial Mastectomy - Mastectomy,2021,0.0
April,Total Mastectomy - Mastectomy,2021,0.0
April,Skull Base Surgery - Craniotomy and removal of brain tumor,2021,46.2
April,Brain Tumor Surgery - Craniotomy and removal of brain tumor ,2021,785.4
April,Gastrectomy - Total gastrectomy,2021,150.5
April,Liver Resection - Wedge resection of liver,2021,145.4
April,Hepatic Embolization - Lobectomy of liver,2021,1653.5
April,Thyroid Surgery - Bilateral thyroidectomy,2021,0.0
April,Congenital Heart Defect Surgery - PDA ligatio,2021,0.0
April,Coronary Artery Bypass Graft -  (Coronary Artery Bypass Graft - Graft replacement of Aorta,2021,4498.2
April,Cleft Lip and Palate Surgery - Mastoidectomy,2021,0.0
April,Hemorrhoidectomy,2021,0.0
April,Endoscopic Spine Surgery - Laminectomy,2021,384.0
April,General Spine Surgery - Laminectomy,2021,6877.6
April,Endoscopic Sinus Surgery - Mastoidectomy,2021,0.0
April,General Sinus Surgery - Mastoidectomy,2021,0.0
April,Stem Cell Transplantation - Liver transplantation,2021,0.0
May,Cataract surgery,2021,0.0
May,Mastoidectomy,2021,0.0
May,PCI(Percutaneous Coronary Intervention)/PTCA - Aortic valve replacement,2021,1305.0
May,Stent Insertion - Aortic valve replacement,2021,11145.6
May,Coronary Artery Bypass Graft - Graft replacement of Aorta,2021,1836.0
May,Cardiac Catheterization - Aortic valve replacement,2021,552.6
May,Varicose Vein Ligation and Stripping - PDA ligation,2021,4099.2
May,Appendectomy - Exploratory Laparotomy,2021,2176.5
May,"Pacemaker Insertion, Replacement, Removal, and Adjustment - Aortic valve replacement",2021,2622.6
May,Cholecystectomy - Laparoscopic cholecystectomy,2021,0.0
May,Endoscopic and Percutaneous Biliary Surgery - Pylorus preserving pancreaticoduodenectomy,2021,1904.7
May,Inguinal and Femoral Hernia Surgery - Exploratory laparotomy,2021,775.8
May,Transurethral Resection of the Prostate (TURP) - Transurethral resection of prostate,2021,96.8
May,Prostatectomy - Prostatectomy,2021,13.2
May,Hysterectomy - Total abdominal hysterectomy,2021,638.4
May,Cesarean Section (C-Section) - Low cervical cesarean section,2021,3695.1
May,Hip Replacement Surgery - Total hip replacement,2021,3048.1
May,Knee Replacement Surgery - Total knee replacement,2021,9746.1
May,Partial Mastectomy - Mastectomy,2021,0.0
May,Total Mastectomy - Mastectomy,2021,0.0
May,Skull Base Surgery - Craniotomy and removal of brain tumor,2021,47.3
May,Brain Tumor Surgery - Craniotomy and removal of brain tumor ,2021,771.1
May,Gastrectomy - Total gastrectomy,2021,145.3
May,Liver Resection - Wedge resection of liver,2021,142.8
May,Hepatic Embolization - Lobectomy of liver,2021,1606.0
May,Thyroid Surgery - Bilateral thyroidectomy,2021,0.0
May,Congenital Heart Defect Surgery - PDA ligatio,2021,0.0
May,Coronary Artery Bypass Graft -  (Coronary Artery Bypass Graft - Graft replacement of Aorta,2021,4176.9
May,Cleft Lip and Palate Surgery - Mastoidectomy,2021,0.0
May,Hemorrhoidectomy,2021,0.0
May,Endoscopic Spine Surgery - Laminectomy,2021,356.8
May,General Spine Surgery - Laminectomy,2021,6578.0
May,Endoscopic Sinus Surgery - Mastoidectomy,2021,0.0
May,General Sinus Surgery - Mastoidectomy,2021,0.0
May,Stem Cell Transplantation - Liver transplantation,2021,0.0
June,Cataract surgery,2021,0.0
June,Mastoidectomy,2021,0.0
June,PCI(Percutaneous Coronary Intervention)/PTCA - Aortic valve replacement,2021,1458.0
June,Stent Insertion - Aortic valve replacement,2021,11701.8
June,Coronary Artery Bypass Graft - Graft replacement of Aorta,2021,1820.7
June,Cardiac Catheterization - Aortic valve replacement,2021,595.8
June,Varicose Vein Ligation and Stripping - PDA ligation,2021,5118.4
June,Appendectomy - Exploratory Laparotomy,2021,2255.1
June,"Pacemaker Insertion, Replacement, Removal, and Adjustment - Aortic valve replacement",2021,2914.2
June,Cholecystectomy - Laparoscopic cholecystectomy,2021,0.0
June,Endoscopic and Percutaneous Biliary Surgery - Pylorus preserving pancreaticoduodenectomy,2021,1944.9
June,Inguinal and Femoral Hernia Surgery - Exploratory laparotomy,2021,865.2
June,Transurethral Resection of the Prostate (TURP) - Transurethral resection of prostate,2021,99.7
June,Prostatectomy - Prostatectomy,2021,11.2
June,Hysterectomy - Total abdominal hysterectomy,2021,677.0
June,Cesarean Section (C-Section) - Low cervical cesarean section,2021,3661.5
June,Hip Replacement Surgery - Total hip replacement,2021,2934.8
June,Knee Replacement Surgery - Total knee replacement,2021,10169.4
June,Partial Mastectomy - Mastectomy,2021,0.0
June,Total Mastectomy - Mastectomy,2021,0.0
June,Skull Base Surgery - Craniotomy and removal of brain tumor,2021,50.6
June,Brain Tumor Surgery - Craniotomy and removal of brain tumor ,2021,751.3
June,Gastrectomy - Total gastrectomy,2021,148.6
June,Liver Resection - Wedge resection of liver,2021,145.0
June,Hepatic Embolization - Lobectomy of liver,2021,1663.0
June,Thyroid Surgery - Bilateral thyroidectomy,2021,0.0
June,Congenital Heart Defect Surgery - PDA ligatio,2021,0.0
June,Coronary Artery Bypass Graft -  (Coronary Artery Bypass Graft - Graft replacement of Aorta,2021,4396.2
June,Cleft Lip and Palate Surgery - Mastoidectomy,2021,0.0
June,Hemorrhoidectomy,2021,0.0
June,Endoscopic Spine Surgery - Laminectomy,2021,389.2
June,General Spine Surgery - Laminectomy,2021,6918.0
June,Endoscopic Sinus Surgery - Mastoidectomy,2021,0.0
June,General Sinus Surgery - Mastoidectomy,2021,0.0
June,Stem Cell Transplantation - Liver transplantation,2021,0.0
July,Cataract surgery,2021,0.0
July,Mastoidectomy,2021,0.0
July,PCI(Percutaneous Coronary Intervention)/PTCA - Aortic valve replacement,2021,1404.0
July,Stent Insertion - Aortic valve replacement,2021,10956.6
July,Coronary Artery Bypass Graft - Graft replacement of Aorta,2021,1989.0
July,Cardiac Catheterization - Aortic valve replacement,2021,642.6
July,Varicose Vein Ligation and Stripping - PDA ligation,2021,5594.4
July,Appendectomy - Exploratory Laparotomy,2021,2266.8
July,"Pacemaker Insertion, Replacement, Removal, and Adjustment - Aortic valve replacement",2021,2824.2
July,Cholecystectomy - Laparoscopic cholecystectomy,2021,0.0
July,Endoscopic and Percutaneous Biliary Surgery - Pylorus preserving pancreaticoduodenectomy,2021,2021.7
July,Inguinal and Femoral Hernia Surgery - Exploratory laparotomy,2021,932.1
July,Transurethral Resection of the Prostate (TURP) - Transurethral resection of prostate,2021,102.5
July,Prostatectomy - Prostatectomy,2021,12.7
July,Hysterectomy - Total abdominal hysterectomy,2021,710.8
July,Cesarean Section (C-Section) - Low cervical cesarean section,2021,3780.3
July,Hip Replacement Surgery - Total hip replacement,2021,2895.2
July,Knee Replacement Surgery - Total knee replacement,2021,10001.1
July,Partial Mastectomy - Mastectomy,2021,0.0
July,Total Mastectomy - Mastectomy,2021,0.0
July,Skull Base Surgery - Craniotomy and removal of brain tumor,2021,49.5
July,Brain Tumor Surgery - Craniotomy and removal of brain tumor ,2021,834.9
July,Gastrectomy - Total gastrectomy,2021,149.1
July,Liver Resection - Wedge resection of liver,2021,145.6
July,Hepatic Embolization - Lobectomy of liver,2021,1613.0
July,Thyroid Surgery - Bilateral thyroidectomy,2021,0.0
July,Congenital Heart Defect Surgery - PDA ligatio,2021,0.0
July,Coronary Artery Bypass Graft -  (Coronary Artery Bypass Graft - Graft replacement of Aorta,2021,4120.8
July,Cleft Lip and Palate Surgery - Mastoidectomy,2021,0.0
July,Hemorrhoidectomy,2021,0.0
July,Endoscopic Spine Surgery - Laminectomy,2021,438.8
July,General Spine Surgery - Laminectomy,2021,6979.6
July,Endoscopic Sinus Surgery - Mastoidectomy,2021,0.0
July,General Sinus Surgery - Mastoidectomy,2021,0.0
July,Stem Cell Transplantation - Liver transplantation,2021,0.0
August,Cataract surgery,2021,0.0
August,Mastoidectomy,2021,0.0
August,PCI(Percutaneous Coronary Intervention)/PTCA - Aortic valve replacement,2021,1333.8
August,Stent Insertion - Aortic valve replacement,2021,10634.4
August,Coronary Artery Bypass Graft - Graft replacement of Aorta,2021,1626.9
August,Cardiac Catheterization - Aortic valve replacement,2021,554.4
August,Varicose Vein Ligation and Stripping - PDA ligation,2021,5208.0
August,Appendectomy - Exploratory Laparotomy,2021,2259.6
August,"Pacemaker Insertion, Replacement, Removal, and Adjustment - Aortic valve replacement",2021,2817.0
August,Cholecystectomy - Laparoscopic cholecystectomy,2021,0.0
August,Endoscopic and Percutaneous Biliary Surgery - Pylorus preserving pancreaticoduodenectomy,2021,2046.0
August,Inguinal and Femoral Hernia Surgery - Exploratory laparotomy,2021,927.9
August,Transurethral Resection of the Prostate (TURP) - Transurethral resection of prostate,2021,102.5
August,Prostatectomy - Prostatectomy,2021,13.3
August,Hysterectomy - Total abdominal hysterectomy,2021,738.0
August,Cesarean Section (C-Section) - Low cervical cesarean section,2021,3843.3
August,Hip Replacement Surgery - Total hip replacement,2021,2927.1
August,Knee Replacement Surgery - Total knee replacement,2021,8457.5
August,Partial Mastectomy - Mastectomy,2021,0.0
August,Total Mastectomy - Mastectomy,2021,0.0
August,Skull Base Surgery - Craniotomy and removal of brain tumor,2021,61.6
August,Brain Tumor Surgery - Craniotomy and removal of brain tumor ,2021,784.3
August,Gastrectomy - Total gastrectomy,2021,153.9
August,Liver Resection - Wedge resection of liver,2021,145.8
August,Hepatic Embolization - Lobectomy of liver,2021,1673.0
August,Thyroid Surgery - Bilateral thyroidectomy,2021,0.0
August,Congenital Heart Defect Surgery - PDA ligatio,2021,0.0
August,Coronary Artery Bypass Graft -  (Coronary Artery Bypass Graft - Graft replacement of Aorta,2021,3947.4
August,Cleft Lip and Palate Surgery - Mastoidectomy,2021,0.0
August,Hemorrhoidectomy,2021,0.0
August,Endoscopic Spine Surgery - Laminectomy,2021,442.8
August,General Spine Surgery - Laminectomy,2021,6898.0
August,Endoscopic Sinus Surgery - Mastoidectomy,2021,0.0
August,General Sinus Surgery - Mastoidectomy,2021,0.0
August,Stem Cell Transplantation - Liver transplantation,2021,0.0
September,Cataract surgery,2021,0.0
September,Mastoidectomy,2021,0.0
September,PCI(Percutaneous Coronary Intervention)/PTCA - Aortic valve replacement,2021,1193.4
September,Stent Insertion - Aortic valve replacement,2021,9862.2
September,Coronary Artery Bypass Graft - Graft replacement of Aorta,2021,1708.5
September,Cardiac Catheterization - Aortic valve replacement,2021,410.4
September,Varicose Vein Ligation and Stripping - PDA ligation,2021,4712.4
September,Appendectomy - Exploratory Laparotomy,2021,2078.7
September,"Pacemaker Insertion, Replacement, Removal, and Adjustment - Aortic valve replacement",2021,2556.0
September,Cholecystectomy - Laparoscopic cholecystectomy,2021,0.0
September,Endoscopic and Percutaneous Biliary Surgery - Pylorus preserving pancreaticoduodenectomy,2021,1925.7
September,Inguinal and Femoral Hernia Surgery - Exploratory laparotomy,2021,784.2
September,Transurethral Resection of the Prostate (TURP) - Transurethral resection of prostate,2021,87.2
September,Prostatectomy - Prostatectomy,2021,10.4
September,Hysterectomy - Total abdominal hysterectomy,2021,639.0
September,Cesarean Section (C-Section) - Low cervical cesarean section,2021,3745.5
September,Hip Replacement Surgery - Total hip replacement,2021,2701.6
September,Knee Replacement Surgery - Total knee replacement,2021,7549.7
September,Partial Mastectomy - Mastectomy,2021,0.0
September,Total Mastectomy - Mastectomy,2021,0.0
September,Skull Base Surgery - Craniotomy and removal of brain tumor,2021,36.3
September,Brain Tumor Surgery - Craniotomy and removal of brain tumor ,2021,683.1
September,Gastrectomy - Total gastrectomy,2021,127.9
September,Liver Resection - Wedge resection of liver,2021,121.0
September,Hepatic Embolization - Lobectomy of liver,2021,1486.5
September,Thyroid Surgery - Bilateral thyroidectomy,2021,0.0
September,Congenital Heart Defect Surgery - PDA ligatio,2021,0.0
September,Coronary Artery Bypass Graft -  (Coronary Artery Bypass Graft - Graft replacement of Aorta,2021,3774.0
September,Cleft Lip and Palate Surgery - Mastoidectomy,2021,0.0
September,Hemorrhoidectomy,2021,0.0
September,Endoscopic Spine Surgery - Laminectomy,2021,431.2
September,General Spine Surgery - Laminectomy,2021,6078.4
September,Endoscopic Sinus Surgery - Mastoidectomy,2021,0.0
September,General Sinus Surgery - Mastoidectomy,2021,0.0
September,Stem Cell Transplantation - Liver transplantation,2021,0.0
October,Cataract surgery,2021,0.0
October,Mastoidectomy,2021,0.0
October,PCI(Percutaneous Coronary Intervention)/PTCA - Aortic valve replacement,2021,1476.0
October,Stent Insertion - Aortic valve replacement,2021,10672.2
October,Coronary Artery Bypass Graft - Graft replacement of Aorta,2021,1958.4
October,Cardiac Catheterization - Aortic valve replacement,2021,554.4
October,Varicose Vein Ligation and Stripping - PDA ligation,2021,5227.6
October,Appendectomy - Exploratory Laparotomy,2021,1969.2
October,"Pacemaker Insertion, Replacement, Removal, and Adjustment - Aortic valve replacement",2021,2525.4
October,Cholecystectomy - Laparoscopic cholecystectomy,2021,0.0
October,Endoscopic and Percutaneous Biliary Surgery - Pylorus preserving pancreaticoduodenectomy,2021,1944.0
October,Inguinal and Femoral Hernia Surgery - Exploratory laparotomy,2021,877.8
October,Transurethral Resection of the Prostate (TURP) - Transurethral resection of prostate,2021,97.4
October,Prostatectomy - Prostatectomy,2021,11.7
October,Hysterectomy - Total abdominal hysterectomy,2021,624.4
October,Cesarean Section (C-Section) - Low cervical cesarean section,2021,3596.4
October,Hip Replacement Surgery - Total hip replacement,2021,3194.4
October,Knee Replacement Surgery - Total knee replacement,2021,10533.2
October,Partial Mastectomy - Mastectomy,2021,0.0
October,Total Mastectomy - Mastectomy,2021,0.0
October,Skull Base Surgery - Craniotomy and removal of brain tumor,2021,35.2
October,Brain Tumor Surgery - Craniotomy and removal of brain tumor ,2021,783.2
October,Gastrectomy - Total gastrectomy,2021,142.0
October,Liver Resection - Wedge resection of liver,2021,134.8
October,Hepatic Embolization - Lobectomy of liver,2021,1659.0
October,Thyroid Surgery - Bilateral thyroidectomy,2021,0.0
October,Congenital Heart Defect Surgery - PDA ligatio,2021,0.0
October,Coronary Artery Bypass Graft -  (Coronary Artery Bypass Graft - Graft replacement of Aorta,2021,4238.1
October,Cleft Lip and Palate Surgery - Mastoidectomy,2021,0.0
October,Hemorrhoidectomy,2021,0.0
October,Endoscopic Spine Surgery - Laminectomy,2021,450.4
October,General Spine Surgery - Laminectomy,2021,6466.0
October,Endoscopic Sinus Surgery - Mastoidectomy,2021,0.0
October,General Sinus Surgery - Mastoidectomy,2021,0.0
October,Stem Cell Transplantation - Liver transplantation,2021,0.0
November,Cataract surgery,2021,0.0
November,Mastoidectomy,2021,0.0
November,PCI(Percutaneous Coronary Intervention)/PTCA - Aortic valve replacement,2021,1620.0
November,Stent Insertion - Aortic valve replacement,2021,11669.4
November,Coronary Artery Bypass Graft - Graft replacement of Aorta,2021,2264.4
November,Cardiac Catheterization - Aortic valve replacement,2021,540.0
November,Varicose Vein Ligation and Stripping - PDA ligation,2021,4830.0
November,Appendectomy - Exploratory Laparotomy,2021,1819.8
November,"Pacemaker Insertion, Replacement, Removal, and Adjustment - Aortic valve replacement",2021,2784.6
November,Cholecystectomy - Laparoscopic cholecystectomy,2021,0.0
November,Endoscopic and Percutaneous Biliary Surgery - Pylorus preserving pancreaticoduodenectomy,2021,1913.4
November,Inguinal and Femoral Hernia Surgery - Exploratory laparotomy,2021,858.9
November,Transurethral Resection of the Prostate (TURP) - Transurethral resection of prostate,2021,117.2
November,Prostatectomy - Prostatectomy,2021,12.6
November,Hysterectomy - Total abdominal hysterectomy,2021,675.6
November,Cesarean Section (C-Section) - Low cervical cesarean section,2021,3507.0
November,Hip Replacement Surgery - Total hip replacement,2021,3382.5
November,Knee Replacement Surgery - Total knee replacement,2021,13226.0
November,Partial Mastectomy - Mastectomy,2021,0.0
November,Total Mastectomy - Mastectomy,2021,0.0
November,Skull Base Surgery - Craniotomy and removal of brain tumor,2021,47.3
November,Brain Tumor Surgery - Craniotomy and removal of brain tumor ,2021,773.3
November,Gastrectomy - Total gastrectomy,2021,148.3
November,Liver Resection - Wedge resection of liver,2021,136.4
November,Hepatic Embolization - Lobectomy of liver,2021,1647.5
November,Thyroid Surgery - Bilateral thyroidectomy,2021,0.0
November,Congenital Heart Defect Surgery - PDA ligatio,2021,0.0
November,Coronary Artery Bypass Graft -  (Coronary Artery Bypass Graft - Graft replacement of Aorta,2021,4406.4
November,Cleft Lip and Palate Surgery - Mastoidectomy,2021,0.0
November,Hemorrhoidectomy,2021,0.0
November,Endoscopic Spine Surgery - Laminectomy,2021,494.4
November,General Spine Surgery - Laminectomy,2021,6980.4
November,Endoscopic Sinus Surgery - Mastoidectomy,2021,0.0
November,General Sinus Surgery - Mastoidectomy,2021,0.0
November,Stem Cell Transplantation - Liver transplantation,2021,0.0
December,Cataract surgery,2021,0.0
December,Mastoidectomy,2021,0.0
December,PCI(Percutaneous Coronary Intervention)/PTCA - Aortic valve replacement,2021,1531.8
December,Stent Insertion - Aortic valve replacement,2021,11104.2
December,Coronary Artery Bypass Graft - Graft replacement of Aorta,2021,2147.1
December,Cardiac Catheterization - Aortic valve replacement,2021,532.8
December,Varicose Vein Ligation and Stripping - PDA ligation,2021,4516.4
December,Appendectomy - Exploratory Laparotomy,2021,1788.0
December,"Pacemaker Insertion, Replacement, Removal, and Adjustment - Aortic valve replacement",2021,2475.0
December,Cholecystectomy - Laparoscopic cholecystectomy,2021,0.0
December,Endoscopic and Percutaneous Biliary Surgery - Pylorus preserving pancreaticoduodenectomy,2021,1793.1
December,Inguinal and Femoral Hernia Surgery - Exploratory laparotomy,2021,822.6
December,Transurethral Resection of the Prostate (TURP) - Transurethral resection of prostate,2021,116.5
December,Prostatectomy - Prostatectomy,2021,11.1
December,Hysterectomy - Total abdominal hysterectomy,2021,715.4
December,Cesarean Section (C-Section) - Low cervical cesarean section,2021,2865.6
December,Hip Replacement Surgery - Total hip replacement,2021,3215.3
December,Knee Replacement Surgery - Total knee replacement,2021,15611.1
December,Partial Mastectomy - Mastectomy,2021,0.0
December,Total Mastectomy - Mastectomy,2021,0.0
December,Skull Base Surgery - Craniotomy and removal of brain tumor,2021,55.0
December,Brain Tumor Surgery - Craniotomy and removal of brain tumor ,2021,733.7
December,Gastrectomy - Total gastrectomy,2021,166.5
December,Liver Resection - Wedge resection of liver,2021,140.8
December,Hepatic Embolization - Lobectomy of liver,2021,1479.0
December,Thyroid Surgery - Bilateral thyroidectomy,2021,0.0
December,Congenital Heart Defect Surgery - PDA ligatio,2021,0.0
December,Coronary Artery Bypass Graft -  (Coronary Artery Bypass Graft - Graft replacement of Aorta,2021,3825.0
December,Cleft Lip and Palate Surgery - Mastoidectomy,2021,0.0
December,Hemorrhoidectomy,2021,0.0
December,Endoscopic Spine Surgery - Laminectomy,2021,488.0
December,General Spine Surgery - Laminectomy,2021,6694.0
December,Endoscopic Sinus Surgery - Mastoidectomy,2021,0.0
December,General Sinus Surgery - Mastoidectomy,2021,0.0
December,Stem Cell Transplantation - Liver transplantation,2021,0.0
January,Cataract surgery,2022,0.0
January,Mastoidectomy,2022,0.0
January,PCI(Percutaneous Coronary Intervention)/PTCA - Aortic valve replacement,2022,1571.4
January,Stent Insertion - Aortic valve replacement,2022,11061.0
January,Coronary Artery Bypass Graft - Graft replacement of Aorta,2022,2366.4
January,Cardiac Catheterization - Aortic valve replacement,2022,595.8
