year,gender,type,source,count
2011,Women,Type A,Gyeonggi,16517
2011,Women,Type A,Gangwon,6094
2011,Women,Type A,Chungbook,6451
2011,Women,Type A,Daejeon/Sejong/Chungnaam,15050
2011,Women,Type A,Jeonbook,11989
2011,Women,Type A,Gwangju/Jeonnaam,25192
2011,Women,Type A,Gyeongnaam,7452
2011,Women,Type A,Jeju,3651
2011,Women,Type A,Korean Red Cross ¿Ü,19956
2011,Women,Type B,Korean Red Cross,198619
2011,Women,Type B,Central Seoul,
2011,Women,Type B,Western Seoul,25159
2011,Women,Type B,Southern Seoul,15612
2011,Women,Type B,Eastern Seoul,25095
2011,Women,Type B,Busan,17708
2011,Women,Type B,Daegu/Gyeongbook,18898
2011,Women,Type B,Incheon,16539
2011,Women,Type B,Ulsan,5288
2011,Women,Type B,Gyeonggi,13832
2011,Women,Type B,Gangwon,5720
2011,Women,Type B,Chungbook,5438
2011,Women,Type B,Daejeon/Sejong/Chungnaam,12279
2011,Women,Type B,Jeonbook,9053
2011,Women,Type B,Gwangju/Jeonnaam,17929
2011,Women,Type B,Gyeongnaam,6112
2011,Women,Type B,Jeju,3957
2011,Women,Type B,Korean Red Cross ¿Ü,16587
2011,Women,Type AB,Korean Red Cross,83880
2011,Women,Type AB,Central Seoul,
2011,Women,Type AB,Western Seoul,10570
2011,Women,Type AB,Southern Seoul,6535
2011,Women,Type AB,Eastern Seoul,11063
2011,Women,Type AB,Busan,7468
2011,Women,Type AB,Daegu/Gyeongbook,7841
2011,Women,Type AB,Incheon,6867
2011,Women,Type AB,Ulsan,2245
2011,Women,Type AB,Gyeonggi,5642
2011,Women,Type AB,Gangwon,2210
2011,Women,Type AB,Chungbook,2159
2011,Women,Type AB,Daejeon/Sejong/Chungnaam,5085
2011,Women,Type AB,Jeonbook,4237
2011,Women,Type AB,Gwangju/Jeonnaam,8035
2011,Women,Type AB,Gyeongnaam,2471
2011,Women,Type AB,Jeju,1452
2011,Women,Type AB,Korean Red Cross ¿Ü,7047
2011,Women,RH(-),Korean Red Cross,3113
2011,Women,RH(-),Central Seoul,
2011,Women,RH(-),Western Seoul,445
2011,Women,RH(-),Southern Seoul,244
2011,Women,RH(-),Eastern Seoul,389
2011,Women,RH(-),Busan,322
2011,Women,RH(-),Daegu/Gyeongbook,307
2011,Women,RH(-),Incheon,247
2011,Women,RH(-),Ulsan,89
2011,Women,RH(-),Gyeonggi,226
2011,Women,RH(-),Gangwon,71
2011,Women,RH(-),Chungbook,78
2011,Women,RH(-),Daejeon/Sejong/Chungnaam,194
2011,Women,RH(-),Jeonbook,130
2011,Women,RH(-),Gwangju/Jeonnaam,239
2011,Women,RH(-),Gyeongnaam,80
2011,Women,RH(-),Jeju,52
2011,Women,RH(-),Korean Red Cross ¿Ü,239
2011,Women,Type O,Korean Red Cross,891
2011,Women,Type O,Central Seoul,
2011,Women,Type O,Western Seoul,94
2011,Women,Type O,Southern Seoul,67
2011,Women,Type O,Eastern Seoul,121
2011,Women,Type O,Busan,90
2011,Women,Type O,Daegu/Gyeongbook,77
2011,Women,Type O,Incheon,67
2011,Women,Type O,Ulsan,28
2011,Women,Type O,Gyeonggi,63
2011,Women,Type O,Gangwon,31
2011,Women,Type O,Chungbook,33
2011,Women,Type O,Daejeon/Sejong/Chungnaam,76
2011,Women,Type O,Jeonbook,41
2011,Women,Type O,Gwangju/Jeonnaam,70
2011,Women,Type O,Gyeongnaam,20
2011,Women,Type O,Jeju,13
2011,Women,Type O,Korean Red Cross ¿Ü,59
2011,Women,Type A,Korean Red Cross,1015
2011,Women,Type A,Central Seoul,
2011,Women,Type A,Western Seoul,157
2011,Women,Type A,Southern Seoul,70
2011,Women,Type A,Eastern Seoul,122
2011,Women,Type A,Busan,119
2011,Women,Type A,Daegu/Gyeongbook,111
2011,Women,Type A,Incheon,70
2011,Women,Type A,Ulsan,25
2011,Women,Type A,Gyeonggi,77
2011,Women,Type A,Gangwon,18
2011,Women,Type A,Chungbook,17
2011,Women,Type A,Daejeon/Sejong/Chungnaam,42
2011,Women,Type A,Jeonbook,45
2011,Women,Type A,Gwangju/Jeonnaam,93
2011,Women,Type A,Gyeongnaam,33
2011,Women,Type A,Jeju,16
2011,Women,Type A,Korean Red Cross ¿Ü,68
2011,Women,Type B,Korean Red Cross,819
2011,Women,Type B,Central Seoul,
2011,Women,Type B,Western Seoul,117
2011,Women,Type B,Southern Seoul,69
2011,Women,Type B,Eastern Seoul,107
2011,Women,Type B,Busan,89
2011,Women,Type B,Daegu/Gyeongbook,83
2011,Women,Type B,Incheon,81
2011,Women,Type B,Ulsan,24
2011,Women,Type B,Gyeonggi,53
2011,Women,Type B,Gangwon,15
2011,Women,Type B,Chungbook,25
2011,Women,Type B,Daejeon/Sejong/Chungnaam,54
2011,Women,Type B,Jeonbook,23
2011,Women,Type B,Gwangju/Jeonnaam,50
2011,Women,Type B,Gyeongnaam,16
2011,Women,Type B,Jeju,13
2011,Women,Type B,Korean Red Cross ¿Ü,79
2011,Women,Type AB,Korean Red Cross,388
2011,Women,Type AB,Central Seoul,
2011,Women,Type AB,Western Seoul,77
2011,Women,Type AB,Southern Seoul,38
2011,Women,Type AB,Eastern Seoul,39
2011,Women,Type AB,Busan,24
2011,Women,Type AB,Daegu/Gyeongbook,36
2011,Women,Type AB,Incheon,29
2011,Women,Type AB,Ulsan,12
2011,Women,Type AB,Gyeonggi,33
2011,Women,Type AB,Gangwon,7
2011,Women,Type AB,Chungbook,3
2011,Women,Type AB,Daejeon/Sejong/Chungnaam,22
2011,Women,Type AB,Jeonbook,21
2011,Women,Type AB,Gwangju/Jeonnaam,26
2011,Women,Type AB,Gyeongnaam,11
2011,Women,Type AB,Jeju,10
2011,Women,Type AB,Korean Red Cross ¿Ü,33
2012,Men,RH(+),Korean Red Cross,1782933
2012,Men,RH(+),Central Seoul,
2012,Men,RH(+),Western Seoul,191107
2012,Men,RH(+),Southern Seoul,165381
2012,Men,RH(+),Eastern Seoul,180312
2012,Men,RH(+),Busan,151743
2012,Men,RH(+),Daegu/Gyeongbook,151367
2012,Men,RH(+),Incheon,113899
2012,Men,RH(+),Ulsan,57644
2012,Men,RH(+),Gyeonggi,127714
2012,Men,RH(+),Gangwon,85720
2012,Men,RH(+),Chungbook,77980
2012,Men,RH(+),Daejeon/Sejong/Chungnaam,151643
2012,Men,RH(+),Jeonbook,91965
2012,Men,RH(+),Gwangju/Jeonnaam,121475
2012,Men,RH(+),Gyeongnaam,94553
2012,Men,RH(+),Jeju,20430
2012,Men,RH(+),Korean Red Cross ¿Ü,114684
2012,Men,Type O,Korean Red Cross,486057
2012,Men,Type O,Central Seoul,
2012,Men,Type O,Western Seoul,52948
2012,Men,Type O,Southern Seoul,45485
2012,Men,Type O,Eastern Seoul,48943
2012,Men,Type O,Busan,41613
2012,Men,Type O,Daegu/Gyeongbook,41966
2012,Men,Type O,Incheon,31511
2012,Men,Type O,Ulsan,15783
2012,Men,Type O,Gyeonggi,34967
2012,Men,Type O,Gangwon,23506
2012,Men,Type O,Chungbook,20844
2012,Men,Type O,Daejeon/Sejong/Chungnaam,40917
2012,Men,Type O,Jeonbook,24013
2012,Men,Type O,Gwangju/Jeonnaam,31793
2012,Men,Type O,Gyeongnaam,26033
2012,Men,Type O,Jeju,5735
2012,Men,Type O,Korean Red Cross ¿Ü,31377
2012,Men,Type A,Korean Red Cross,616506
2012,Men,Type A,Central Seoul,
2012,Men,Type A,Western Seoul,65761
2012,Men,Type A,Southern Seoul,56890
2012,Men,Type A,Eastern Seoul,62112
2012,Men,Type A,Busan,52663
2012,Men,Type A,Daegu/Gyeongbook,51435
2012,Men,Type A,Incheon,39169
2012,Men,Type A,Ulsan,20095
2012,Men,Type A,Gyeonggi,43734
2012,Men,Type A,Gangwon,28648
2012,Men,Type A,Chungbook,26065
2012,Men,Type A,Daejeon/Sejong/Chungnaam,52136
2012,Men,Type A,Jeonbook,33648
2012,Men,Type A,Gwangju/Jeonnaam,44295
2012,Men,Type A,Gyeongnaam,33491
2012,Men,Type A,Jeju,6364
2012,Men,Type A,Korean Red Cross ¿Ü,39644
2012,Men,Type B,Korean Red Cross,475536
2012,Men,Type B,Central Seoul,
2012,Men,Type B,Western Seoul,50808
2012,Men,Type B,Southern Seoul,44033
2012,Men,Type B,Eastern Seoul,48293
2012,Men,Type B,Busan,39996
2012,Men,Type B,Daegu/Gyeongbook,41040
2012,Men,Type B,Incheon,30319
2012,Men,Type B,Ulsan,15237
2012,Men,Type B,Gyeonggi,34173
2012,Men,Type B,Gangwon,23885
2012,Men,Type B,Chungbook,21790
2012,Men,Type B,Daejeon/Sejong/Chungnaam,40934
2012,Men,Type B,Jeonbook,23526
2012,Men,Type B,Gwangju/Jeonnaam,30973
2012,Men,Type B,Gyeongnaam,24456
2012,Men,Type B,Jeju,6073
2012,Men,Type B,Korean Red Cross ¿Ü,30552
2012,Men,Type AB,Korean Red Cross,204834
2012,Men,Type AB,Central Seoul,
2012,Men,Type AB,Western Seoul,21590
2012,Men,Type AB,Southern Seoul,18973
2012,Men,Type AB,Eastern Seoul,20964
2012,Men,Type AB,Busan,17471
2012,Men,Type AB,Daegu/Gyeongbook,16926
2012,Men,Type AB,Incheon,12900
2012,Men,Type AB,Ulsan,6529
2012,Men,Type AB,Gyeonggi,14840
2012,Men,Type AB,Gangwon,9681
2012,Men,Type AB,Chungbook,9281
2012,Men,Type AB,Daejeon/Sejong/Chungnaam,17656
2012,Men,Type AB,Jeonbook,10778
2012,Men,Type AB,Gwangju/Jeonnaam,14414
2012,Men,Type AB,Gyeongnaam,10573
2012,Men,Type AB,Jeju,2258
2012,Men,Type AB,Korean Red Cross ¿Ü,13111
2012,Men,RH(-),Korean Red Cross,7657
2012,Men,RH(-),Central Seoul,
2012,Men,RH(-),Western Seoul,864
2012,Men,RH(-),Southern Seoul,855
2012,Men,RH(-),Eastern Seoul,738
2012,Men,RH(-),Busan,655
2012,Men,RH(-),Daegu/Gyeongbook,676
2012,Men,RH(-),Incheon,554
2012,Men,RH(-),Ulsan,226
2012,Men,RH(-),Gyeonggi,603
2012,Men,RH(-),Gangwon,267
2012,Men,RH(-),Chungbook,336
2012,Men,RH(-),Daejeon/Sejong/Chungnaam,644
2012,Men,RH(-),Jeonbook,378
2012,Men,RH(-),Gwangju/Jeonnaam,414
2012,Men,RH(-),Gyeongnaam,362
2012,Men,RH(-),Jeju,85
2012,Men,RH(-),Korean Red Cross ¿Ü,414
2012,Men,Type O,Korean Red Cross,2189
2012,Men,Type O,Central Seoul,
2012,Men,Type O,Western Seoul,254
2012,Men,Type O,Southern Seoul,253
2012,Men,Type O,Eastern Seoul,204
2012,Men,Type O,Busan,181
2012,Men,Type O,Daegu/Gyeongbook,204
2012,Men,Type O,Incheon,156
2012,Men,Type O,Ulsan,90
2012,Men,Type O,Gyeonggi,167
2012,Men,Type O,Gangwon,81
2012,Men,Type O,Chungbook,70
2012,Men,Type O,Daejeon/Sejong/Chungnaam,161
2012,Men,Type O,Jeonbook,128
2012,Men,Type O,Gwangju/Jeonnaam,105
2012,Men,Type O,Gyeongnaam,103
2012,Men,Type O,Jeju,32
2012,Men,Type O,Korean Red Cross ¿Ü,101
2012,Men,Type A,Korean Red Cross,2551
2012,Men,Type A,Central Seoul,
2012,Men,Type A,Western Seoul,304
2012,Men,Type A,Southern Seoul,279
2012,Men,Type A,Eastern Seoul,237
2012,Men,Type A,Busan,208
2012,Men,Type A,Daegu/Gyeongbook,232
2012,Men,Type A,Incheon,171
2012,Men,Type A,Ulsan,55
2012,Men,Type A,Gyeonggi,211
2012,Men,Type A,Gangwon,76
2012,Men,Type A,Chungbook,136
2012,Men,Type A,Daejeon/Sejong/Chungnaam,231
2012,Men,Type A,Jeonbook,124
2012,Men,Type A,Gwangju/Jeonnaam,142
2012,Men,Type A,Gyeongnaam,117
2012,Men,Type A,Jeju,28
2012,Men,Type A,Korean Red Cross ¿Ü,158
2012,Men,Type B,Korean Red Cross,2119
2012,Men,Type B,Central Seoul,
2012,Men,Type B,Western Seoul,213
2012,Men,Type B,Southern Seoul,223
2012,Men,Type B,Eastern Seoul,237
2012,Men,Type B,Busan,179
2012,Men,Type B,Daegu/Gyeongbook,177
2012,Men,Type B,Incheon,170
2012,Men,Type B,Ulsan,53
2012,Men,Type B,Gyeonggi,164
2012,Men,Type B,Gangwon,78
2012,Men,Type B,Chungbook,100
2012,Men,Type B,Daejeon/Sejong/Chungnaam,189
2012,Men,Type B,Jeonbook,103
2012,Men,Type B,Gwangju/Jeonnaam,123
2012,Men,Type B,Gyeongnaam,88
2012,Men,Type B,Jeju,22
2012,Men,Type B,Korean Red Cross ¿Ü,117
2012,Men,Type AB,Korean Red Cross,798
2012,Men,Type AB,Central Seoul,
2012,Men,Type AB,Western Seoul,93
2012,Men,Type AB,Southern Seoul,100
2012,Men,Type AB,Eastern Seoul,60
2012,Men,Type AB,Busan,87
2012,Men,Type AB,Daegu/Gyeongbook,63
2012,Men,Type AB,Incheon,57
2012,Men,Type AB,Ulsan,28
2012,Men,Type AB,Gyeonggi,61
2012,Men,Type AB,Gangwon,32
2012,Men,Type AB,Chungbook,30
2012,Men,Type AB,Daejeon/Sejong/Chungnaam,63
2012,Men,Type AB,Jeonbook,23
2012,Men,Type AB,Gwangju/Jeonnaam,44
2012,Men,Type AB,Gyeongnaam,54
2012,Men,Type AB,Jeju,3
2012,Men,Type AB,Korean Red Cross ¿Ü,38
2012,Women,RH(+),Korean Red Cross,748725
2012,Women,RH(+),Central Seoul,
2012,Women,RH(+),Western Seoul,90782
2012,Women,RH(+),Southern Seoul,62507
2012,Women,RH(+),Eastern Seoul,94610
2012,Women,RH(+),Busan,66170
2012,Women,RH(+),Daegu/Gyeongbook,74439
2012,Women,RH(+),Incheon,58753
2012,Women,RH(+),Ulsan,21112
2012,Women,RH(+),Gyeonggi,47184
2012,Women,RH(+),Gangwon,22234
2012,Women,RH(+),Chungbook,21655
2012,Women,RH(+),Daejeon/Sejong/Chungnaam,53717
2012,Women,RH(+),Jeonbook,35457
2012,Women,RH(+),Gwangju/Jeonnaam,63563
2012,Women,RH(+),Gyeongnaam,25254
2012,Women,RH(+),Jeju,11288
2012,Women,RH(+),Korean Red Cross ¿Ü,64714
2012,Women,Type O,Korean Red Cross,205178
2012,Women,Type O,Central Seoul,
2012,Women,Type O,Western Seoul,24372
2012,Women,Type O,Southern Seoul,17504
2012,Women,Type O,Eastern Seoul,26039
2012,Women,Type O,Busan,18182
2012,Women,Type O,Daegu/Gyeongbook,21041
2012,Women,Type O,Incheon,15809
2012,Women,Type O,Ulsan,5730
2012,Women,Type O,Gyeonggi,13183
2012,Women,Type O,Gangwon,6399
2012,Women,Type O,Chungbook,5931
2012,Women,Type O,Daejeon/Sejong/Chungnaam,14504
2012,Women,Type O,Jeonbook,9377
2012,Women,Type O,Gwangju/Jeonnaam,16885
2012,Women,Type O,Gyeongnaam,7021
2012,Women,Type O,Jeju,3201
2012,Women,Type O,Korean Red Cross ¿Ü,17787
2012,Women,Type A,Korean Red Cross,253792
2012,Women,Type A,Central Seoul,
2012,Women,Type A,Western Seoul,30975
2012,Women,Type A,Southern Seoul,20860
2012,Women,Type A,Eastern Seoul,32168
2012,Women,Type A,Busan,22636
2012,Women,Type A,Daegu/Gyeongbook,24822
2012,Women,Type A,Incheon,19722
2012,Women,Type A,Ulsan,6939
2012,Women,Type A,Gyeonggi,15495
2012,Women,Type A,Gangwon,7024
2012,Women,Type A,Chungbook,7082
2012,Women,Type A,Daejeon/Sejong/Chungnaam,18694
2012,Women,Type A,Jeonbook,12461
2012,Women,Type A,Gwangju/Jeonnaam,22937
2012,Women,Type A,Gyeongnaam,8722
2012,Women,Type A,Jeju,3255
2012,Women,Type A,Korean Red Cross ¿Ü,21334
2012,Women,Type B,Korean Red Cross,203557
2012,Women,Type B,Central Seoul,
2012,Women,Type B,Western Seoul,25060
2012,Women,Type B,Southern Seoul,17067
2012,Women,Type B,Eastern Seoul,25506
2012,Women,Type B,Busan,17848
2012,Women,Type B,Daegu/Gyeongbook,20072
2012,Women,Type B,Incheon,16272
2012,Women,Type B,Ulsan,5995
2012,Women,Type B,Gyeonggi,13135
2012,Women,Type B,Gangwon,6405
2012,Women,Type B,Chungbook,6173
2012,Women,Type B,Daejeon/Sejong/Chungnaam,14152
2012,Women,Type B,Jeonbook,9380
2012,Women,Type B,Gwangju/Jeonnaam,16254
2012,Women,Type B,Gyeongnaam,6726
2012,Women,Type B,Jeju,3512
2012,Women,Type B,Korean Red Cross ¿Ü,18056
2012,Women,Type AB,Korean Red Cross,86198
2012,Women,Type AB,Central Seoul,
2012,Women,Type AB,Western Seoul,10375
2012,Women,Type AB,Southern Seoul,7076
2012,Women,Type AB,Eastern Seoul,10897
2012,Women,Type AB,Busan,7504
2012,Women,Type AB,Daegu/Gyeongbook,8504
2012,Women,Type AB,Incheon,6950
2012,Women,Type AB,Ulsan,2448
2012,Women,Type AB,Gyeonggi,5371
2012,Women,Type AB,Gangwon,2406
2012,Women,Type AB,Chungbook,2469
2012,Women,Type AB,Daejeon/Sejong/Chungnaam,6367
2012,Women,Type AB,Jeonbook,4239
2012,Women,Type AB,Gwangju/Jeonnaam,7487
2012,Women,Type AB,Gyeongnaam,2785
2012,Women,Type AB,Jeju,1320
2012,Women,Type AB,Korean Red Cross ¿Ü,7537
2012,Women,RH(-),Korean Red Cross,3180
2012,Women,RH(-),Central Seoul,
2012,Women,RH(-),Western Seoul,417
2012,Women,RH(-),Southern Seoul,238
2012,Women,RH(-),Eastern Seoul,364
2012,Women,RH(-),Busan,307
2012,Women,RH(-),Daegu/Gyeongbook,342
2012,Women,RH(-),Incheon,232
2012,Women,RH(-),Ulsan,99
2012,Women,RH(-),Gyeonggi,241
2012,Women,RH(-),Gangwon,77
2012,Women,RH(-),Chungbook,126
2012,Women,RH(-),Daejeon/Sejong/Chungnaam,242
2012,Women,RH(-),Jeonbook,124
2012,Women,RH(-),Gwangju/Jeonnaam,203
2012,Women,RH(-),Gyeongnaam,117
2012,Women,RH(-),Jeju,51
2012,Women,RH(-),Korean Red Cross ¿Ü,301
2012,Women,Type O,Korean Red Cross,971
2012,Women,Type O,Central Seoul,
2012,Women,Type O,Western Seoul,122
2012,Women,Type O,Southern Seoul,91
2012,Women,Type O,Eastern Seoul,119
2012,Women,Type O,Busan,91
2012,Women,Type O,Daegu/Gyeongbook,85
2012,Women,Type O,Incheon,78
2012,Women,Type O,Ulsan,33
2012,Women,Type O,Gyeonggi,69
2012,Women,Type O,Gangwon,22
2012,Women,Type O,Chungbook,30
2012,Women,Type O,Daejeon/Sejong/Chungnaam,97
2012,Women,Type O,Jeonbook,36
2012,Women,Type O,Gwangju/Jeonnaam,56
2012,Women,Type O,Gyeongnaam,28
2012,Women,Type O,Jeju,14
2012,Women,Type O,Korean Red Cross ¿Ü,99
2012,Women,Type A,Korean Red Cross,1034
2012,Women,Type A,Central Seoul,
2012,Women,Type A,Western Seoul,129
2012,Women,Type A,Southern Seoul,57
2012,Women,Type A,Eastern Seoul,123
2012,Women,Type A,Busan,121
2012,Women,Type A,Daegu/Gyeongbook,131
2012,Women,Type A,Incheon,62
2012,Women,Type A,Ulsan,33
2012,Women,Type A,Gyeonggi,75
2012,Women,Type A,Gangwon,16
2012,Women,Type A,Chungbook,37
2012,Women,Type A,Daejeon/Sejong/Chungnaam,63
2012,Women,Type A,Jeonbook,44
2012,Women,Type A,Gwangju/Jeonnaam,74
2012,Women,Type A,Gyeongnaam,51
2012,Women,Type A,Jeju,18
2012,Women,Type A,Korean Red Cross ¿Ü,72
2012,Women,Type B,Korean Red Cross,801
2012,Women,Type B,Central Seoul,
2012,Women,Type B,Western Seoul,94
2012,Women,Type B,Southern Seoul,60
2012,Women,Type B,Eastern Seoul,84
2012,Women,Type B,Busan,72
2012,Women,Type B,Daegu/Gyeongbook,92
2012,Women,Type B,Incheon,58
2012,Women,Type B,Ulsan,25
2012,Women,Type B,Gyeonggi,73
2012,Women,Type B,Gangwon,25
2012,Women,Type B,Chungbook,37
2012,Women,Type B,Daejeon/Sejong/Chungnaam,61
2012,Women,Type B,Jeonbook,31
2012,Women,Type B,Gwangju/Jeonnaam,55
2012,Women,Type B,Gyeongnaam,26
2012,Women,Type B,Jeju,8
2012,Women,Type B,Korean Red Cross ¿Ü,94
2012,Women,Type AB,Korean Red Cross,374
2012,Women,Type AB,Central Seoul,
2012,Women,Type AB,Western Seoul,72
2012,Women,Type AB,Southern Seoul,30
2012,Women,Type AB,Eastern Seoul,38
2012,Women,Type AB,Busan,23
2012,Women,Type AB,Daegu/Gyeongbook,34
2012,Women,Type AB,Incheon,34
2012,Women,Type AB,Ulsan,8
2012,Women,Type AB,Gyeonggi,24
2012,Women,Type AB,Gangwon,14
2012,Women,Type AB,Chungbook,22
2012,Women,Type AB,Daejeon/Sejong/Chungnaam,21
2012,Women,Type AB,Jeonbook,13
2012,Women,Type AB,Gwangju/Jeonnaam,18
2012,Women,Type AB,Gyeongnaam,12
2012,Women,Type AB,Jeju,11
2012,Women,Type AB,Korean Red Cross ¿Ü,36
2013,Men,RH(+),Korean Red Cross,1900877
2013,Men,RH(+),Central Seoul,
2013,Men,RH(+),Western Seoul,208843
2013,Men,RH(+),Southern Seoul,171295
2013,Men,RH(+),Eastern Seoul,197308
2013,Men,RH(+),Busan,155776
2013,Men,RH(+),Daegu/Gyeongbook,165323
2013,Men,RH(+),Incheon,116374
2013,Men,RH(+),Ulsan,60144
2013,Men,RH(+),Gyeonggi,139867
2013,Men,RH(+),Gangwon,94772
2013,Men,RH(+),Chungbook,74629
2013,Men,RH(+),Daejeon/Sejong/Chungnaam,162865
2013,Men,RH(+),Jeonbook,95443
2013,Men,RH(+),Gwangju/Jeonnaam,133606
2013,Men,RH(+),Gyeongnaam,103239
2013,Men,RH(+),Jeju,21393
2013,Men,RH(+),Korean Red Cross ¿Ü,126127
2013,Men,Type O,Korean Red Cross,516836
2013,Men,Type O,Central Seoul,
2013,Men,Type O,Western Seoul,57909
2013,Men,Type O,Southern Seoul,47027
2013,Men,Type O,Eastern Seoul,53445
2013,Men,Type O,Busan,42447
2013,Men,Type O,Daegu/Gyeongbook,45846
2013,Men,Type O,Incheon,31917
2013,Men,Type O,Ulsan,16492
2013,Men,Type O,Gyeonggi,38164
2013,Men,Type O,Gangwon,26232
2013,Men,Type O,Chungbook,19814
2013,Men,Type O,Daejeon/Sejong/Chungnaam,43863
2013,Men,Type O,Jeonbook,24876
2013,Men,Type O,Gwangju/Jeonnaam,34764
2013,Men,Type O,Gyeongnaam,27995
2013,Men,Type O,Jeju,6045
2013,Men,Type O,Korean Red Cross ¿Ü,34902
2013,Men,Type A,Korean Red Cross,656395
2013,Men,Type A,Central Seoul,
2013,Men,Type A,Western Seoul,72047
2013,Men,Type A,Southern Seoul,58944
2013,Men,Type A,Eastern Seoul,67873
2013,Men,Type A,Busan,53714
2013,Men,Type A,Daegu/Gyeongbook,55966
2013,Men,Type A,Incheon,40157
2013,Men,Type A,Ulsan,21085
2013,Men,Type A,Gyeonggi,47953
2013,Men,Type A,Gangwon,31421
2013,Men,Type A,Chungbook,24952
2013,Men,Type A,Daejeon/Sejong/Chungnaam,55802
2013,Men,Type A,Jeonbook,34441
2013,Men,Type A,Gwangju/Jeonnaam,48973
2013,Men,Type A,Gyeongnaam,36485
2013,Men,Type A,Jeju,6582
2013,Men,Type A,Korean Red Cross ¿Ü,43176
2013,Men,Type B,Korean Red Cross,508678
2013,Men,Type B,Central Seoul,
2013,Men,Type B,Western Seoul,54937
2013,Men,Type B,Southern Seoul,45920
2013,Men,Type B,Eastern Seoul,53204
2013,Men,Type B,Busan,41386
2013,Men,Type B,Daegu/Gyeongbook,44840
2013,Men,Type B,Incheon,31121
2013,Men,Type B,Ulsan,15673
2013,Men,Type B,Gyeonggi,37596
2013,Men,Type B,Gangwon,26457
2013,Men,Type B,Chungbook,21182
2013,Men,Type B,Daejeon/Sejong/Chungnaam,43951
2013,Men,Type B,Jeonbook,24924
2013,Men,Type B,Gwangju/Jeonnaam,34117
2013,Men,Type B,Gyeongnaam,26982
2013,Men,Type B,Jeju,6388
2013,Men,Type B,Korean Red Cross ¿Ü,33535
2013,Men,Type AB,Korean Red Cross,218968
2013,Men,Type AB,Central Seoul,
2013,Men,Type AB,Western Seoul,23950
2013,Men,Type AB,Southern Seoul,19404
2013,Men,Type AB,Eastern Seoul,22786
2013,Men,Type AB,Busan,18229
2013,Men,Type AB,Daegu/Gyeongbook,18671
2013,Men,Type AB,Incheon,13179
2013,Men,Type AB,Ulsan,6894
2013,Men,Type AB,Gyeonggi,16154
2013,Men,Type AB,Gangwon,10662
2013,Men,Type AB,Chungbook,8681
2013,Men,Type AB,Daejeon/Sejong/Chungnaam,19249
2013,Men,Type AB,Jeonbook,11202
2013,Men,Type AB,Gwangju/Jeonnaam,15752
2013,Men,Type AB,Gyeongnaam,11777
2013,Men,Type AB,Jeju,2378
2013,Men,Type AB,Korean Red Cross ¿Ü,14514
2013,Men,RH(-),Korean Red Cross,8416
2013,Men,RH(-),Central Seoul,
2013,Men,RH(-),Western Seoul,985
2013,Men,RH(-),Southern Seoul,885
2013,Men,RH(-),Eastern Seoul,832
2013,Men,RH(-),Busan,625
2013,Men,RH(-),Daegu/Gyeongbook,683
2013,Men,RH(-),Incheon,657
2013,Men,RH(-),Ulsan,244
2013,Men,RH(-),Gyeonggi,692
2013,Men,RH(-),Gangwon,341
2013,Men,RH(-),Chungbook,342
2013,Men,RH(-),Daejeon/Sejong/Chungnaam,697
2013,Men,RH(-),Jeonbook,418
2013,Men,RH(-),Gwangju/Jeonnaam,471
2013,Men,RH(-),Gyeongnaam,439
2013,Men,RH(-),Jeju,105
2013,Men,RH(-),Korean Red Cross ¿Ü,437
2013,Men,Type O,Korean Red Cross,2373
2013,Men,Type O,Central Seoul,
2013,Men,Type O,Western Seoul,296
2013,Men,Type O,Southern Seoul,282
2013,Men,Type O,Eastern Seoul,232
2013,Men,Type O,Busan,150
2013,Men,Type O,Daegu/Gyeongbook,207
2013,Men,Type O,Incheon,123
2013,Men,Type O,Ulsan,90
2013,Men,Type O,Gyeonggi,191
2013,Men,Type O,Gangwon,89
2013,Men,Type O,Chungbook,78
2013,Men,Type O,Daejeon/Sejong/Chungnaam,212
2013,Men,Type O,Jeonbook,142
2013,Men,Type O,Gwangju/Jeonnaam,103
2013,Men,Type O,Gyeongnaam,136
2013,Men,Type O,Jeju,42
2013,Men,Type O,Korean Red Cross ¿Ü,119
2013,Men,Type A,Korean Red Cross,2986
2013,Men,Type A,Central Seoul,
2013,Men,Type A,Western Seoul,345
2013,Men,Type A,Southern Seoul,309
2013,Men,Type A,Eastern Seoul,282
2013,Men,Type A,Busan,216
2013,Men,Type A,Daegu/Gyeongbook,228
2013,Men,Type A,Incheon,273
2013,Men,Type A,Ulsan,74
2013,Men,Type A,Gyeonggi,253
2013,Men,Type A,Gangwon,102
2013,Men,Type A,Chungbook,136
2013,Men,Type A,Daejeon/Sejong/Chungnaam,234
2013,Men,Type A,Jeonbook,157
2013,Men,Type A,Gwangju/Jeonnaam,172
2013,Men,Type A,Gyeongnaam,170
2013,Men,Type A,Jeju,35
2013,Men,Type A,Korean Red Cross ¿Ü,159
2013,Men,Type B,Korean Red Cross,2155
2013,Men,Type B,Central Seoul,
2013,Men,Type B,Western Seoul,233
2013,Men,Type B,Southern Seoul,212
2013,Men,Type B,Eastern Seoul,246
2013,Men,Type B,Busan,192
2013,Men,Type B,Daegu/Gyeongbook,181
2013,Men,Type B,Incheon,196
2013,Men,Type B,Ulsan,42
2013,Men,Type B,Gyeonggi,165
2013,Men,Type B,Gangwon,99
2013,Men,Type B,Chungbook,85
