Hospital Location,Insurance,Surgery,Category,Unit,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,Unnamed: 22,Reference Surgery
Daegu/Gyeongbuk,Total,Partial Mastectomy - Mastectomy - 유방 부분 절제술,Surgery Received Person[Person],Person,610.0,622.0,699.0,550.0,1475.0,1488.0,1565.0,1663.0,1709.0,1720.0,1991,2101,2592,2661,2559,3226,3024,, Mastectomy 
Daegu/Gyeongbuk,Total,Total Mastectomy - Mastectomy - 유방 전 절제술,Surgery Received Person[Person],Person,1322.0,1409.0,1541.0,1794.0,710.0,722.0,982.0,1038.0,1265.0,1005.0,621,907,661,818,939,1095,1348,, Mastectomy 
Daegu/Gyeongbuk,Total,Skull Base Surgery - Craniotomy and removal of brain tumor - 뇌기저부 수술,Surgery Received Person[Person],Person,39.0,31.0,18.0,14.0,10.0,17.0,18.0,9.0,9.0,10.0,12,3,2,2,1,1,8,, Craniotomy and removal of brain tumor 
Daegu/Gyeongbuk,Total,Brain Tumor Surgery - Craniotomy and removal of brain tumor - 뇌종양 수술,Surgery Received Person[Person],Person,272.0,251.0,251.0,330.0,275.0,267.0,313.0,290.0,278.0,243.0,250,261,217,230,264,340,329,, Craniotomy and removal of brain tumor 
Daegu/Gyeongbuk,Total,Gastrectomy - Total gastrectomy - 위 절제술,Surgery Received Person[Person],Person,1472.0,1417.0,1350.0,1607.0,1576.0,1519.0,1454.0,1430.0,1332.0,1363.0,1347,1282,1293,1323,1127,1365,1194,, Total gastrectomy 
Daegu/Gyeongbuk,Total,Liver Resection - Wedge resection of liver - 간 부분 절제술,Surgery Received Person[Person],Person,252.0,305.0,283.0,368.0,366.0,400.0,525.0,414.0,436.0,456.0,448,441,480,514,481,503,442,, Wedge resection of liver 
Daegu/Gyeongbuk,Total,Hepatic Embolization - Lobectomy of liver - 간색전술,Surgery Received Person[Person],Person,1362.0,1441.0,1299.0,1411.0,1414.0,1352.0,1443.0,1358.0,1401.0,1337.0,1338,1483,1551,1726,1703,1696,1579,, Lobectomy of liver 
Daegu/Gyeongbuk,Total,Thyroid Surgery - Bilateral thyroidectomy - 갑상선 수술(기타 질환에 의한 수술 포함),Surgery Received Person[Person],Person,1807.0,2306.0,2615.0,3266.0,3518.0,3904.0,4269.0,3763.0,3107.0,2222.0,2158,1996,2178,2457,2100,2405,2322,, Bilateral thyroidectomy 
Daegu/Gyeongbuk,Total,Congenital Heart Defect Surgery - PDA ligation - 선천성 심장기형 수술,Surgery Received Person[Person],Person,424.0,383.0,317.0,398.0,457.0,744.0,504.0,550.0,460.0,0.0,0,0,0,0,0,0,0,, PDA ligation 
Daegu/Gyeongbuk,Total,"Heart Surgery - Aortic valve replacement - 심장수술(관상동맥 우회수술 제외)""",Surgery Received Person[Person],Person,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,490.0,552,486,531,473,567,707,663,, Aortic valve replacement 
Daegu/Gyeongbuk,Total,Cleft Lip and Palate Surgery - Bilateral thyroidectomy - 순열 및 구개열 수술,Surgery Received Person[Person],Person,23.0,23.0,16.0,74.0,68.0,74.0,91.0,79.0,75.0,54.0,55,65,58,59,49,38,38,, Bilateral thyroidectomy 
Daegu/Gyeongbuk,Total,Endoscopic Spine Surgery - Laminectomy - 내시경하 척추수술,Surgery Received Person[Person],Person,692.0,576.0,206.0,175.0,153.0,131.0,111.0,127.0,118.0,115.0,126,601,664,633,552,597,774,, Laminectomy 
Daegu/Gyeongbuk,Total,General Spine Surgery - Laminectomy - 일반 척추수술,Surgery Received Person[Person],Person,6555.0,7906.0,8859.0,11381.0,12337.0,12451.0,13585.0,13695.0,11784.0,12684.0,12995,13220,14167,14414,13871,14725,14186,, Laminectomy 
Daegu/Gyeongbuk,Total,Endoscopic Sinus Surgery - Bilateral thyroidectomy - 내시경하 부비동 수술,Surgery Received Person[Person],Person,0.0,0.0,0.0,4231.0,4433.0,4965.0,5342.0,5131.0,5118.0,5053.0,4768,4988,5408,5668,2726,2760,2939,, Bilateral thyroidectomy 
Daegu/Gyeongbuk,Total,General Sinus Surgery - Bilateral thyroidectomy - 일반 부비동 수술,Surgery Received Person[Person],Person,2524.0,2747.0,2756.0,1059.0,827.0,557.0,470.0,623.0,710.0,814.0,706,704,538,338,156,194,141,, Bilateral thyroidectomy 
Daegu/Gyeongbuk,Total,Stem Cell Transplantation - Liver transplantation - 줄기세포이식술,Surgery Received Person[Person],Person,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,117,, Liver transplantation 
Daejeon/Chungnam,Total,Tonsillectomy - Bilateral thyroidectomy - 편도절제술(아데노이드 적출술 유무에 상관없이),Surgery Received Person[Person],Person,2717.0,2674.0,2458.0,2635.0,2561.0,2505.0,2627.0,2648.0,2454.0,2244.0,2566,2997,2799,2892,2161,1535,1268,, Bilateral thyroidectomy 
Daejeon/Chungnam,Total,PCI(Percutaneous Coronary Intervention)/PTCA - Aortic valve replacement - 경피적 관상동맥확장술 및 절제술,Surgery Received Person[Person],Person,340.0,397.0,442.0,460.0,540.0,570.0,576.0,640.0,641.0,544.0,505,514,624,658,574,677,707,, Aortic valve replacement 
Daejeon/Chungnam,Total,Stent Insertion - Aortic valve replacement - 스텐트삽입술,Surgery Received Person[Person],Person,2691.0,2682.0,2993.0,3515.0,4111.0,3810.0,4427.0,4280.0,4198.0,3844.0,4258,4741,4952,5036,4784,5127,4961,, Aortic valve replacement 
Daejeon/Chungnam,Total,Coronary Artery Bypass Graft - Graft replacement of Aorta - 관상동맥 우회수술,Surgery Received Person[Person],Person,62.0,74.0,64.0,68.0,61.0,72.0,54.0,49.0,52.0,41.0,45,80,72,111,102,155,155,, Graft replacement of Aorta 
Daejeon/Chungnam,Total,Cardiac Catheterization - Aortic valve replacement - 심장 카테터 삽입술,Surgery Received Person[Person],Person,84.0,74.0,83.0,72.0,82.0,45.0,114.0,73.0,71.0,56.0,61,48,26,21,17,33,34,, Aortic valve replacement 
Daejeon/Chungnam,Total,Varicose Vein Ligation and Stripping - PDA ligation - 정맥류 결찰 및 제거수술,Surgery Received Person[Person],Person,540.0,580.0,144.0,357.0,528.0,547.0,627.0,810.0,750.0,677.0,699,644,599,626,493,519,490,, PDA ligation 
Daejeon/Chungnam,Total,Appendectomy - Exploratory Laparotomy - 충수절제술,Surgery Received Person[Person],Person,7932.0,7574.0,7017.0,6995.0,7045.0,6585.0,7042.0,6874.0,6708.0,6683.0,6562,6273,6031,6245,5790,5619,5348,, Exploratory Laparotomy 
Daejeon/Chungnam,Total,"Pacemaker Insertion, Replacement, Removal, and Adjustment - Aortic valve replacement - 심박조율장치의 삽입,교체,제거 및 교정",Surgery Received Person[Person],Person,222.0,224.0,184.0,257.0,263.0,294.0,544.0,515.0,650.0,610.0,654,692,678,733,728,918,928,, Aortic valve replacement 
Daejeon/Chungnam,Total,Cholecystectomy - Laparoscopic cholecystectomy - 담낭절제술(복강경적 담낭절제술 포함),Surgery Received Person[Person],Person,1868.0,1996.0,2151.0,2742.0,3069.0,3145.0,3633.0,3881.0,3924.0,4190.0,4484,4581,5082,5581,5446,5828,5984,, Laparoscopic cholecystectomy 
Daejeon/Chungnam,Total,Endoscopic and Percutaneous Biliary Surgery - Pylorus preserving pancreaticoduodenectomy - 내시경 및 경피적 담도수술,Surgery Received Person[Person],Person,1117.0,1082.0,1043.0,1223.0,1465.0,1431.0,1733.0,1697.0,1871.0,1898.0,2079,2294,2633,2732,2475,3143,3435,, Pylorus preserving pancreaticoduodenectomy 
Daejeon/Chungnam,Total,Inguinal and Femoral Hernia Surgery - Exploratory laparotomy - 서혜 및 대퇴 허니아 수술,Surgery Received Person[Person],Person,2425.0,2377.0,2274.0,2411.0,2405.0,2276.0,2296.0,2283.0,2209.0,2137.0,2221,2153,2202,2139,1984,2160,2174,, Exploratory laparotomy 
Daejeon/Chungnam,Total,Transurethral Resection of the Prostate (TURP) - Transurethral resection of prostate - 경요도 전립선 절제술,Surgery Received Person[Person],Person,327.0,268.0,268.0,281.0,271.0,366.0,502.0,602.0,549.0,562.0,584,613,587,600,590,684,840,, Transurethral resection of prostate 
Daejeon/Chungnam,Total,Prostatectomy - Prostatectomy - 전립선 절제술,Surgery Received Person[Person],Person,77.0,229.0,494.0,596.0,499.0,261.0,128.0,130.0,148.0,163.0,152,178,189,201,172,153,112,, Prostatectomy 
Daejeon/Chungnam,Total,Hysterectomy - Total abdominal hysterectomy - 자궁절제술,Surgery Received Person[Person],Person,5670.0,5676.0,5812.0,5925.0,4633.0,2911.0,3018.0,3003.0,3033.0,2955.0,2907,2676,2792,2731,2383,2475,2304,, Total abdominal hysterectomy 
Daejeon/Chungnam,Total,Cesarean Section - Low cervical cesarean section - 제왕절개수술,Surgery Received Person[Person],Person,10091.0,11204.0,11705.0,11630.0,12494.0,12343.0,14067.0,13148.0,13235.0,14086.0,13748,13140,12614,12724,12042,12321,12892,, Low cervical cesarean section 
Daejeon/Chungnam,Total,Hip Replacement Surgery - Total hip replacement - 고관절 치환술,Surgery Received Person[Person],Person,321.0,348.0,390.0,370.0,400.0,399.0,484.0,455.0,1652.0,1651.0,1767,1818,1874,2117,2014,2144,2306,, Total hip replacement 
Daejeon/Chungnam,Total,Knee Replacement Surgery - Total knee replacement - 슬관절 치환술,Surgery Received Person[Person],Person,1293.0,1605.0,1942.0,2314.0,2634.0,2589.0,2793.0,2988.0,2941.0,3106.0,3771,3868,3909,4500,4020,4640,4777,, Total knee replacement 
Daejeon/Chungnam,Total,Partial Mastectomy - Mastectomy - 유방 부분 절제술,Surgery Received Person[Person],Person,417.0,442.0,386.0,269.0,1246.0,1159.0,1318.0,1307.0,1237.0,1245.0,1304,1410,1583,1717,1615,1847,1944,, Mastectomy 
Daejeon/Chungnam,Total,Total Mastectomy - Mastectomy - 유방 전 절제술,Surgery Received Person[Person],Person,787.0,815.0,904.0,1122.0,432.0,460.0,590.0,622.0,684.0,737.0,568,743,506,593,647,848,1055,, Mastectomy 
Daejeon/Chungnam,Total,Skull Base Surgery - Craniotomy and removal of brain tumor - 뇌기저부 수술,Surgery Received Person[Person],Person,29.0,23.0,14.0,21.0,22.0,35.0,34.0,16.0,10.0,10.0,8,9,5,16,6,12,12,, Craniotomy and removal of brain tumor 
Daejeon/Chungnam,Total,Brain Tumor Surgery - Craniotomy and removal of brain tumor - 뇌종양 수술,Surgery Received Person[Person],Person,138.0,152.0,157.0,203.0,179.0,173.0,237.0,220.0,213.0,193.0,195,195,125,136,162,231,256,, Craniotomy and removal of brain tumor 
Daejeon/Chungnam,Total,Gastrectomy - Total gastrectomy - 위 절제술,Surgery Received Person[Person],Person,902.0,942.0,777.0,997.0,1021.0,894.0,969.0,982.0,852.0,834.0,923,924,817,806,744,859,816,, Total gastrectomy 
Daejeon/Chungnam,Total,Liver Resection - Wedge resection of liver - 간 부분 절제술,Surgery Received Person[Person],Person,170.0,145.0,142.0,152.0,191.0,190.0,219.0,239.0,220.0,240.0,280,221,273,273,290,289,307,, Wedge resection of liver 
Daejeon/Chungnam,Total,Hepatic Embolization - Lobectomy of liver - 간색전술,Surgery Received Person[Person],Person,732.0,794.0,888.0,930.0,1014.0,912.0,1053.0,1166.0,1247.0,1277.0,1237,1250,1259,1271,1249,1314,1354,, Lobectomy of liver 
Daejeon/Chungnam,Total,Thyroid Surgery - Bilateral thyroidectomy - 갑상선 수술(기타 질환에 의한 수술 포함),Surgery Received Person[Person],Person,1188.0,1579.0,1675.0,1928.0,1807.0,1919.0,2395.0,2242.0,1539.0,1180.0,1335,1275,1275,1312,1278,1379,1483,, Bilateral thyroidectomy 
Daejeon/Chungnam,Total,Congenital Heart Defect Surgery - PDA ligation - 선천성 심장기형 수술,Surgery Received Person[Person],Person,148.0,146.0,129.0,166.0,187.0,357.0,204.0,220.0,135.0,0.0,0,0,0,0,0,0,0,, PDA ligation 
Daejeon/Chungnam,Total,"Heart Surgery - Aortic valve replacement - 심장수술(관상동맥 우회수술 제외)""",Surgery Received Person[Person],Person,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.0,117,158,155,175,211,239,260,, Aortic valve replacement 
Daejeon/Chungnam,Total,Cleft Lip and Palate Surgery - Bilateral thyroidectomy - 순열 및 구개열 수술,Surgery Received Person[Person],Person,8.0,6.0,4.0,21.0,34.0,20.0,28.0,21.0,25.0,25.0,14,11,12,7,12,4,8,, Bilateral thyroidectomy 
Daejeon/Chungnam,Total,Endoscopic Spine Surgery - Laminectomy - 내시경하 척추수술,Surgery Received Person[Person],Person,1037.0,913.0,417.0,57.0,14.0,29.0,36.0,32.0,29.0,16.0,23,63,201,673,712,899,968,, Laminectomy 
Daejeon/Chungnam,Total,General Spine Surgery - Laminectomy - 일반 척추수술,Surgery Received Person[Person],Person,7359.0,8008.0,8281.0,9198.0,10421.0,9929.0,11195.0,10761.0,10315.0,10053.0,10315,11301,12491,13435,13163,14067,13891,, Laminectomy 
Daejeon/Chungnam,Total,Endoscopic Sinus Surgery - Bilateral thyroidectomy - 내시경하 부비동 수술,Surgery Received Person[Person],Person,0.0,0.0,0.0,2196.0,2807.0,2778.0,3102.0,3253.0,3110.0,3086.0,3426,3319,3549,3558,1858,1901,1890,, Bilateral thyroidectomy 
Daejeon/Chungnam,Total,General Sinus Surgery - Bilateral thyroidectomy - 일반 부비동 수술,Surgery Received Person[Person],Person,1728.0,1833.0,1747.0,674.0,697.0,656.0,448.0,350.0,352.0,365.0,370,302,285,166,140,130,105,, Bilateral thyroidectomy 
Daejeon/Chungnam,Total,Stem Cell Transplantation - Liver transplantation - 줄기세포이식술,Surgery Received Person[Person],Person,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,56,, Liver transplantation 
Jeonnam,Total,Tonsillectomy - Bilateral thyroidectomy - 편도절제술(아데노이드 적출술 유무에 상관없이),Surgery Received Person[Person],Person,4093.0,3937.0,4055.0,3838.0,3577.0,3816.0,3791.0,3552.0,3355.0,3045.0,3101,3200,2919,2905,2391,1559,1212,, Bilateral thyroidectomy 
Jeonnam,Total,PCI(Percutaneous Coronary Intervention)/PTCA - Aortic valve replacement - 경피적 관상동맥확장술 및 절제술,Surgery Received Person[Person],Person,447.0,457.0,469.0,542.0,494.0,417.0,496.0,542.0,613.0,618.0,613,481,611,580,577,609,691,, Aortic valve replacement 
Jeonnam,Total,Stent Insertion - Aortic valve replacement - 스텐트삽입술,Surgery Received Person[Person],Person,2201.0,2460.0,2587.0,2857.0,3132.0,3036.0,3454.0,3636.0,3986.0,3922.0,4126,4083,4824,5215,5595,5617,5234,, Aortic valve replacement 
Jeonnam,Total,Coronary Artery Bypass Graft - Graft replacement of Aorta - 관상동맥 우회수술,Surgery Received Person[Person],Person,87.0,87.0,76.0,77.0,104.0,132.0,111.0,117.0,157.0,178.0,187,178,172,192,204,240,208,, Graft replacement of Aorta 
Jeonnam,Total,Cardiac Catheterization - Aortic valve replacement - 심장 카테터 삽입술,Surgery Received Person[Person],Person,31.0,18.0,11.0,11.0,22.0,24.0,19.0,34.0,24.0,19.0,22,36,23,38,24,51,102,, Aortic valve replacement 
Jeonnam,Total,Varicose Vein Ligation and Stripping - PDA ligation - 정맥류 결찰 및 제거수술,Surgery Received Person[Person],Person,929.0,1259.0,176.0,973.0,1534.0,1498.0,1543.0,1611.0,1591.0,1195.0,1163,1012,1038,975,937,889,829,, PDA ligation 
Jeonnam,Total,Appendectomy - Exploratory Laparotomy - 충수절제술,Surgery Received Person[Person],Person,8800.0,8817.0,8635.0,9144.0,8669.0,8070.0,8102.0,7829.0,7337.0,7210.0,7023,6602,6048,6082,5623,5529,5104,, Exploratory Laparotomy 
Jeonnam,Total,"Pacemaker Insertion, Replacement, Removal, and Adjustment - Aortic valve replacement - 심박조율장치의 삽입,교체,제거 및 교정",Surgery Received Person[Person],Person,250.0,228.0,144.0,169.0,139.0,167.0,414.0,435.0,459.0,440.0,484,539,586,626,756,951,978,, Aortic valve replacement 
Jeonnam,Total,Cholecystectomy - Laparoscopic cholecystectomy - 담낭절제술(복강경적 담낭절제술 포함),Surgery Received Person[Person],Person,2172.0,2362.0,2499.0,2970.0,3241.0,3294.0,3839.0,3909.0,3941.0,3938.0,4436,4471,4789,5232,5395,5861,5718,, Laparoscopic cholecystectomy 
Jeonnam,Total,Endoscopic and Percutaneous Biliary Surgery - Pylorus preserving pancreaticoduodenectomy - 내시경 및 경피적 담도수술,Surgery Received Person[Person],Person,781.0,1003.0,1145.0,1264.0,1456.0,1475.0,1685.0,1757.0,1839.0,2094.0,2186,2299,2465,2819,2955,3344,3347,, Pylorus preserving pancreaticoduodenectomy 
Jeonnam,Total,Inguinal and Femoral Hernia Surgery - Exploratory laparotomy - 서혜 및 대퇴 허니아 수술,Surgery Received Person[Person],Person,2308.0,2267.0,2206.0,2223.0,2309.0,2092.0,2034.0,2223.0,2066.0,2035.0,1989,1903,1913,1799,1621,1836,1794,, Exploratory laparotomy 
Jeonnam,Total,Transurethral Resection of the Prostate (TURP) - Transurethral resection of prostate - 경요도 전립선 절제술,Surgery Received Person[Person],Person,242.0,353.0,310.0,378.0,464.0,343.0,429.0,447.0,462.0,438.0,579,713,782,816,926,937,1051,, Transurethral resection of prostate 
Jeonnam,Total,Prostatectomy - Prostatectomy - 전립선 절제술,Surgery Received Person[Person],Person,56.0,75.0,118.0,118.0,237.0,116.0,122.0,112.0,161.0,127.0,144,169,204,218,266,225,228,, Prostatectomy 
Jeonnam,Total,Hysterectomy - Total abdominal hysterectomy - 자궁절제술,Surgery Received Person[Person],Person,6209.0,6147.0,6241.0,6369.0,4617.0,2577.0,2480.0,2240.0,2200.0,2177.0,2127,1942,2056,1996,1893,1835,1837,, Total abdominal hysterectomy 
Jeonnam,Total,Cesarean Section - Low cervical cesarean section - 제왕절개수술,Surgery Received Person[Person],Person,6896.0,7764.0,9052.0,9089.0,9511.0,9391.0,9771.0,9136.0,9128.0,9406.0,9405,8523,8311,8041,7718,7759,7929,, Low cervical cesarean section 
Jeonnam,Total,Hip Replacement Surgery - Total hip replacement - 고관절 치환술,Surgery Received Person[Person],Person,749.0,756.0,761.0,799.0,779.0,701.0,852.0,983.0,2582.0,2601.0,2429,2634,2466,2258,2344,2497,2468,, Total hip replacement 
Jeonnam,Total,Knee Replacement Surgery - Total knee replacement - 슬관절 치환술,Surgery Received Person[Person],Person,3460.0,3971.0,4179.0,4320.0,4809.0,4918.0,5607.0,5660.0,5637.0,6192.0,6144,5891,6235,5959,5127,5235,5594,, Total knee replacement 
Jeonnam,Total,Partial Mastectomy - Mastectomy - 유방 부분 절제술,Surgery Received Person[Person],Person,459.0,534.0,588.0,143.0,710.0,693.0,749.0,870.0,734.0,703.0,805,1083,1331,1402,1441,1596,1463,, Mastectomy 
Jeonnam,Total,Total Mastectomy - Mastectomy - 유방 전 절제술,Surgery Received Person[Person],Person,707.0,691.0,782.0,1097.0,611.0,575.0,843.0,858.0,832.0,828.0,507,719,355,470,534,616,728,, Mastectomy 
Jeonnam,Total,Skull Base Surgery - Craniotomy and removal of brain tumor - 뇌기저부 수술,Surgery Received Person[Person],Person,28.0,43.0,39.0,45.0,37.0,26.0,35.0,31.0,46.0,40.0,35,40,25,22,25,24,18,, Craniotomy and removal of brain tumor 
Jeonnam,Total,Brain Tumor Surgery - Craniotomy and removal of brain tumor - 뇌종양 수술,Surgery Received Person[Person],Person,246.0,237.0,226.0,277.0,252.0,245.0,251.0,266.0,283.0,249.0,259,237,199,154,160,252,241,, Craniotomy and removal of brain tumor 
Jeonnam,Total,Gastrectomy - Total gastrectomy - 위 절제술,Surgery Received Person[Person],Person,825.0,830.0,784.0,1118.0,1047.0,1063.0,1139.0,1055.0,1030.0,868.0,867,862,785,857,815,801,756,, Total gastrectomy 
Jeonnam,Total,Liver Resection - Wedge resection of liver - 간 부분 절제술,Surgery Received Person[Person],Person,172.0,190.0,179.0,218.0,194.0,162.0,208.0,217.0,269.0,265.0,252,229,218,225,209,205,237,, Wedge resection of liver 
Jeonnam,Total,Hepatic Embolization - Lobectomy of liver - 간색전술,Surgery Received Person[Person],Person,895.0,996.0,941.0,1019.0,1053.0,1025.0,1084.0,1113.0,1082.0,1152.0,1310,1292,1430,1311,1177,1163,1077,, Lobectomy of liver 
Jeonnam,Total,Thyroid Surgery - Bilateral thyroidectomy - 갑상선 수술(기타 질환에 의한 수술 포함),Surgery Received Person[Person],Person,1984.0,2306.0,2472.0,2987.0,2868.0,3018.0,3382.0,3191.0,2444.0,1783.0,1722,1612,1693,1743,1763,2057,1837,, Bilateral thyroidectomy 
Jeonnam,Total,Congenital Heart Defect Surgery - PDA ligation - 선천성 심장기형 수술,Surgery Received Person[Person],Person,204.0,205.0,161.0,179.0,231.0,508.0,317.0,310.0,264.0,0.0,0,0,0,0,0,0,0,, PDA ligation 
Jeonnam,Total,"Heart Surgery - Aortic valve replacement - 심장수술(관상동맥 우회수술 제외)""",Surgery Received Person[Person],Person,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,236.0,234,203,186,226,464,496,457,, Aortic valve replacement 
Jeonnam,Total,Cleft Lip and Palate Surgery - Bilateral thyroidectomy - 순열 및 구개열 수술,Surgery Received Person[Person],Person,11.0,7.0,12.0,38.0,27.0,37.0,34.0,23.0,26.0,26.0,29,26,19,36,22,14,25,, Bilateral thyroidectomy 
Jeonnam,Total,Endoscopic Spine Surgery - Laminectomy - 내시경하 척추수술,Surgery Received Person[Person],Person,272.0,153.0,87.0,57.0,45.0,38.0,49.0,67.0,93.0,99.0,14,56,22,154,274,393,340,, Laminectomy 
Jeonnam,Total,General Spine Surgery - Laminectomy - 일반 척추수술,Surgery Received Person[Person],Person,7016.0,7483.0,8060.0,9913.0,10192.0,10545.0,12475.0,13042.0,11939.0,11577.0,12369,11909,11979,12362,12743,13862,13496,, Laminectomy 
Jeonnam,Total,Endoscopic Sinus Surgery - Bilateral thyroidectomy - 내시경하 부비동 수술,Surgery Received Person[Person],Person,0.0,0.0,0.0,4204.0,4585.0,4755.0,4912.0,4937.0,4861.0,5193.0,5215,4930,4546,4366,2190,2108,2074,, Bilateral thyroidectomy 
Jeonnam,Total,General Sinus Surgery - Bilateral thyroidectomy - 일반 부비동 수술,Surgery Received Person[Person],Person,2595.0,2627.0,2654.0,1162.0,908.0,798.0,688.0,587.0,716.0,596.0,452,465,505,105,99,72,131,, Bilateral thyroidectomy 
Jeonnam,Total,Stem Cell Transplantation - Liver transplantation - 줄기세포이식술,Surgery Received Person[Person],Person,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,108,, Liver transplantation 
Central Seoul,Total,Tonsillectomy - Bilateral thyroidectomy - 편도절제술(아데노이드 적출술 유무에 상관없이),Surgery Received Person[Person],Person,2713.25,2616.75,2601.75,2709.25,2536.75,2721.0,2894.5,2835.0,2706.5,2494.0,2785.25,2788.5,2663.75,2678.75,2017.25,1449.75,1233.0,, Bilateral thyroidectomy 
Central Seoul,Total,PCI(Percutaneous Coronary Intervention)/PTCA - Aortic valve replacement - 경피적 관상동맥확장술 및 절제술,Surgery Received Person[Person],Person,242.25,269.75,342.25,400.75,411.25,380.25,404.5,425.5,456.5,441.75,428.25,388.25,462.5,498.0,451.75,523.5,615.0,, Aortic valve replacement 
Central Seoul,Total,Stent Insertion - Aortic valve replacement - 스텐트삽입술,Surgery Received Person[Person],Person,2371.0,2514.25,2716.5,3044.25,3134.5,2892.0,2991.75,3103.0,3272.75,3215.25,3594.75,3674.5,3689.5,3768.25,3580.75,3884.75,3854.25,, Aortic valve replacement 
Central Seoul,Total,Coronary Artery Bypass Graft - Graft replacement of Aorta - 관상동맥 우회수술,Surgery Received Person[Person],Person,492.5,497.0,481.0,513.0,498.0,455.0,474.5,430.75,452.75,496.5,496.75,495.0,514.5,537.25,479.5,452.25,520.5,, Graft replacement of Aorta 
Central Seoul,Total,Cardiac Catheterization - Aortic valve replacement - 심장 카테터 삽입술,Surgery Received Person[Person],Person,280.25,291.5,276.75,280.75,315.25,264.5,261.25,283.75,274.5,279.75,298.25,326.0,322.25,355.75,427.75,524.25,562.75,, Aortic valve replacement 
Central Seoul,Total,Varicose Vein Ligation and Stripping - PDA ligation - 정맥류 결찰 및 제거수술,Surgery Received Person[Person],Person,1292.5,1576.75,198.75,1372.25,1642.5,1510.5,1623.5,1707.0,1710.5,1495.75,1463.25,1200.0,1094.75,1149.75,978.0,1125.0,1297.0,, PDA ligation 
Central Seoul,Total,Appendectomy - Exploratory Laparotomy - 충수절제술,Surgery Received Person[Person],Person,4580.25,4686.0,4455.25,4960.0,4763.5,4595.25,4781.5,4710.5,4413.0,4201.25,4178.25,3866.5,3785.75,3995.25,3641.5,3646.75,3460.25,, Exploratory Laparotomy 
Central Seoul,Total,"Pacemaker Insertion, Replacement, Removal, and Adjustment - Aortic valve replacement - 심박조율장치의 삽입,교체,제거 및 교정",Surgery Received Person[Person],Person,565.25,559.75,422.0,471.0,397.75,405.25,794.5,841.5,879.75,962.75,1127.75,1230.75,1190.5,1297.25,1315.5,1669.5,1901.5,, Aortic valve replacement 
Central Seoul,Total,Cholecystectomy - Laparoscopic cholecystectomy - 담낭절제술(복강경적 담낭절제술 포함),Surgery Received Person[Person],Person,2321.0,2453.25,2505.0,3362.25,3602.25,3820.5,4355.75,4300.0,4394.25,4314.5,4764.5,4902.25,5107.5,5420.5,5315.0,5398.5,5529.25,, Laparoscopic cholecystectomy 
Central Seoul,Total,Endoscopic and Percutaneous Biliary Surgery - Pylorus preserving pancreaticoduodenectomy - 내시경 및 경피적 담도수술,Surgery Received Person[Person],Person,1411.75,1488.75,1671.25,1917.5,2033.0,2070.25,2297.5,2424.5,2530.5,2658.0,2829.25,2990.25,3356.0,3429.0,3463.5,4293.25,4397.0,, Pylorus preserving pancreaticoduodenectomy 
Central Seoul,Total,Inguinal and Femoral Hernia Surgery - Exploratory laparotomy - 서혜 및 대퇴 허니아 수술,Surgery Received Person[Person],Person,2211.5,2271.5,2316.0,2433.75,2560.75,2460.75,2513.75,2644.75,2689.5,2694.5,2945.0,2839.5,2858.5,2885.25,2596.5,2722.25,2826.5,, Exploratory laparotomy 
Central Seoul,Total,Transurethral Resection of the Prostate (TURP) - Transurethral resection of prostate - 경요도 전립선 절제술,Surgery Received Person[Person],Person,527.75,525.5,615.5,644.5,657.25,636.75,967.5,888.5,867.5,805.25,934.0,928.0,929.75,1040.25,1019.5,1085.0,1138.25,, Transurethral resection of prostate 
Central Seoul,Total,Prostatectomy - Prostatectomy - 전립선 절제술,Surgery Received Person[Person],Person,259.75,288.5,235.25,259.0,374.0,372.25,271.5,276.0,265.25,235.25,227.25,224.0,213.0,221.5,161.75,124.0,98.0,, Prostatectomy 
Central Seoul,Total,Hysterectomy - Total abdominal hysterectomy - 자궁절제술,Surgery Received Person[Person],Person,7824.5,7653.25,7908.5,8487.0,6626.0,4016.75,3896.25,3701.25,3381.25,3247.25,3471.0,3177.5,3234.25,3188.0,2888.75,2860.0,2751.0,, Total abdominal hysterectomy 
Central Seoul,Total,Cesarean Section - Low cervical cesarean section - 제왕절개수술,Surgery Received Person[Person],Person,7594.5,8203.0,8005.75,7724.75,8249.75,7939.25,8479.25,7894.75,8141.75,8422.0,8363.0,8018.75,7661.5,7922.25,7605.0,7739.75,8013.75,, Low cervical cesarean section 
Central Seoul,Total,Hip Replacement Surgery - Total hip replacement - 고관절 치환술,Surgery Received Person[Person],Person,536.5,587.75,663.25,719.75,782.0,750.25,852.0,847.75,1671.25,1754.5,1804.25,1850.0,1907.5,2058.25,2013.25,2122.0,2193.0,, Total hip replacement 
