"Gender","Career","Donation Source","Category","Unit","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023",
"Men","Total","Korean Red Cross 외","Donation Count","Unit","42088","43763","46408","63398","80422","100543","107274","115098","126564","130201","135665","140818","143380","134139","127334","123326","123175","141062","163633",
"Men","Highschool Student","Total","Donation Count","Unit","280052","317932","302398","332905","327809","406724","424203","411037","405529","418624","406602","383696","395069","373323","347414","188780","201944","165334","181615",
"Men","Highschool Student","Total","Composition Rate[%]","%","15.3","17.7","19","19.1","17.4","21.4","23.3","21.6","19.9","19.6","18.8","18.6","18.5","17.7","17.1","9.9","10.7","8.8","9",
"Men","Highschool Student","Korean Red Cross","Donation Count","Unit","278216","316152","297356","325446","316451","388137","400454","384402","379387","391772","380992","357043","369789","351053","329584","177856","191275","156009","171634",
"Men","Highschool Student","Korean Red Cross","Composition Rate[%]","%","15.5","18.1","19.2","19.4","17.6","21.6","23.3","21.5","19.9","19.5","18.8","18.5","18.6","17.8","17.3","9.9","10.8","9","9.3",
"Men","Highschool Student","Central Seoul","Donation Count","Unit","18858","18866","17707","16928","17107","29762","","","","","","","","23742","21105","11330","11737","10081","11242",
"Men","Highschool Student","Central Seoul","Composition Rate[%]","%","11.1","10.8","12.9","11.5","11.6","17.3","","","","","","","","12.1","11.5","7.2","7.6","6.5","6.8",
"Men","Highschool Student","Western Seoul","Donation Count","Unit","15416","20040","20898","22270","21791","9324","33926","33562","33491","41789","37529","30704","29474","","","","","","",
"Men","Highschool Student","Western Seoul","Composition Rate[%]","%","13.5","17.6","17.8","17.4","15.3","14.3","18.9","17.5","16","17.8","16.2","14.6","14.6","","","","","","",
"Men","Highschool Student","Southern Seoul","Donation Count","Unit","16702","16807","15332","15216","13938","19975","21104","19013","20157","20980","19224","20659","24078","21336","19235","7698","7393","8779","12416",
"Men","Highschool Student","Southern Seoul","Composition Rate[%]","%","11.1","11.1","11.3","10.6","9","12.3","13.2","11.4","11.7","12.3","11.6","12.2","13","12.3","12","5.3","5.6","6.6","8.4",
"Men","Highschool Student","Eastern Seoul","Donation Count","Unit","21904","27833","31728","34939","35665","44411","44878","43634","39635","43162","39444","31619","35231","34390","29807","12631","11512","9934","11117",
"Men","Highschool Student","Eastern Seoul","Composition Rate[%]","%","13.8","18.5","25","26","25.2","27.4","26.2","24.1","20","20.3","19.1","16.2","17.5","17.1","16","7.4","6.9","6","6.2",
"Men","Highschool Student","Busan","Donation Count","Unit","25956","30816","27491","31438","27866","37529","33317","29866","30664","27274","29615","27482","27737","28581","26737","14870","14487","11704","14776",
"Men","Highschool Student","Busan","Composition Rate[%]","%","15.9","19.2","18.6","20","17.4","22.4","22.1","19.6","19.6","17.4","18.7","19.2","18.3","18.3","17.9","10.8","10.7","8.5","10.4",
"Men","Highschool Student","Daegu/Gyeongbook","Donation Count","Unit","26936","28115","26372","29940","30100","32768","32285","31855","32098","34627","31207","32747","32260","34281","29065","13955","16135","14369","16257",
"Men","Highschool Student","Daegu/Gyeongbook","Composition Rate[%]","%","18.4","20.1","22.5","22.6","19.9","22.4","22.7","21","19.3","19.4","17.6","19.4","18.7","19.4","17.4","10","10.1","9","9.7",
"Men","Highschool Student","Incheon","Donation Count","Unit","26110","23708","20637","21245","18974","28960","38052","33721","30291","31552","28557","25194","24002","21677","19312","8986","9036","6870","8532",
"Men","Highschool Student","Incheon","Composition Rate[%]","%","28.8","27.3","26.1","24.5","21.1","28.2","33","29.5","25.9","25.4","23.5","22.2","20.7","19.6","17.2","7.5","7.5","5.7","6.7",
"Men","Highschool Student","Ulsan","Donation Count","Unit","13769","12967","12483","13144","14810","15904","15217","15995","16036","16493","18743","18002","18128","17654","16937","8543","10409","10736","11832",
"Men","Highschool Student","Ulsan","Composition Rate[%]","%","22.3","20","23.7","23.5","25.8","28.9","28","27.6","26.6","24.2","26.7","27.4","27.5","26.7","24.7","13.4","16.3","16.7","16",
"Men","Highschool Student","Gyeonggi","Donation Count","Unit","19546","27581","24159","24911","25071","31233","35010","28271","27917","28460","29477","27435","26810","22008","23297","13605","12632","10229","11292",
"Men","Highschool Student","Gyeonggi","Composition Rate[%]","%","16.6","24","23.5","22.6","20.5","25.3","27.7","22","19.9","18.7","18.5","17.7","16.8","14.1","14.7","7.9","7.5","6.4","6.7",
"Men","Highschool Student","Gangwon","Donation Count","Unit","4552","4034","4168","4787","5283","8350","10967","10049","12315","13525","15191","13413","13063","13634","12474","5607","5354","4146","5471",
"Men","Highschool Student","Gangwon","Composition Rate[%]","%","6","6","7.5","7.8","8.2","12.6","15.1","11.7","12.9","13.5","13.1","11","10.3","10.1","9.8","4.8","4.9","4.2","5.2",
"Men","Highschool Student","Chungbook","Donation Count","Unit","11135","12068","12319","15283","16463","17124","15383","17293","16308","14641","15730","14175","14787","13550","13370","7209","9118","6995","7030",
"Men","Highschool Student","Chungbook","Composition Rate[%]","%","18.3","19.5","21.1","22.8","20.9","21.4","21.4","22.1","21.8","19.6","21.4","21.2","20.5","18.9","19","10.9","14.3","11.4","11.1",
"Men","Highschool Student","Daejeon/Sejong/Chungnaam","Donation Count","Unit","19062","24001","24833","26649","20874","30642","33823","34012","31283","34868","33306","34413","34794","35181","33208","20050","24456","18394","17373",
"Men","Highschool Student","Daejeon/Sejong/Chungnaam","Composition Rate[%]","%","13.6","20.6","21.5","20.1","14.9","20.6","23.3","22.3","19.1","20.4","18.4","20.1","20.1","19.7","18.8","11.7","14.7","11.1","10.3",
"Men","Highschool Student","Jeonbook","Donation Count","Unit","18356","19822","15662","16806","18147","21173","20712","21509","21317","17033","19675","18172","19225","18549","20024","14868","15909","12055","11239",
"Men","Highschool Student","Jeonbook","Composition Rate[%]","%","19.2","22.3","20.7","20.5","19.8","22.4","22.8","23.3","22.2","19","20.8","20.7","22","22.5","24.6","19.5","20.9","17.4","15.5",
"Men","Highschool Student","Gwangju/Jeonnaam","Donation Count","Unit","25265","31571","27822","30711","28999","33103","34080","33561","33623","33785","33627","33621","37779","33057","32421","18575","23196","15563","15644",
"Men","Highschool Student","Gwangju/Jeonnaam","Composition Rate[%]","%","19.1","21.9","22.1","23.3","21.1","25.4","27.6","27.5","25.1","24.2","23.7","25.2","25.6","23.4","22.9","14.6","18.2","12.5","12.1",
"Men","Highschool Student","Gyeongnaam","Donation Count","Unit","10639","13403","10994","15889","15954","22143","25135","26778","28859","27483","23761","23380","26771","27033","26271","14579","13782","11040","12474",
"Men","Highschool Student","Gyeongnaam","Composition Rate[%]","%","12.1","15.3","14.6","18.8","17.1","23.2","27.3","28.2","27.8","24.7","22.4","23.3","26.4","26.3","25.9","14.5","14.5","12","12.6",
"Men","Highschool Student","Jeju","Donation Count","Unit","4010","4520","4751","5290","5409","5736","6565","5283","5393","6100","5906","6027","5650","6380","6321","5350","6119","5114","4939",
"Men","Highschool Student","Jeju","Composition Rate[%]","%","16.1","19","22.1","22.8","21.6","23.2","30.2","25.8","25.1","26.4","23","25.4","22","26.3","25.6","18.4","20.8","17.6","15.2",
"Men","Highschool Student","Korean Red Cross 외","Donation Count","Unit","1836","1780","5042","7459","11358","18587","23749","26635","26142","26852","25610","26653","25280","22270","17830","10924","10669","9325","9981",
"Men","Highschool Student","Korean Red Cross 외","Composition Rate[%]","%","4.4","4.1","10.9","11.8","14.1","18.5","22.1","23.1","20.7","20.6","18.9","18.9","17.6","16.6","14","8.9","8.7","6.6","6.1",
"Men","University Student","Total","Donation Count","Unit","385396","437707","388900","430709","494888","488847","480057","499849","547906","586502","588391","484273","469219","438381","408871","347533","383945","405168","449594",
"Men","University Student","Total","Composition Rate[%]","%","21","24.4","24.4","24.7","26.3","25.8","26.3","26.2","26.9","27.4","27.2","23.4","22","20.8","20.1","18.1","20.3","21.6","22.4",
"Men","University Student","Korean Red Cross","Donation Count","Unit","372246","422575","371547","406799","464698","455127","447846","466684","510110","547851","547129","441358","429461","404848","378589","323704","358887","376440","414774",
"Men","University Student","Korean Red Cross","Composition Rate[%]","%","20.8","24.2","24","24.2","25.8","25.3","26.1","26.1","26.7","27.3","27","22.9","21.6","20.5","19.8","18.1","20.3","21.7","22.5",
"Men","University Student","Central Seoul","Donation Count","Unit","29348","34175","31745","33348","33535","41619","","","","","","","","38021","33227","28112","29012","30041","35302",
"Men","University Student","Central Seoul","Composition Rate[%]","%","17.3","19.6","23.1","22.6","22.7","24.1","","","","","","","","19.4","18.2","17.8","18.7","19.3","21.3",
"Men","University Student","Western Seoul","Donation Count","Unit","22921","24737","30578","32347","37459","18790","48560","50066","50117","55431","54478","45321","41422","","","","","","",
"Men","University Student","Western Seoul","Composition Rate[%]","%","20.1","21.7","26","25.3","26.3","28.8","27.1","26.1","23.9","23.6","23.5","21.5","20.5","","","","","","",
"Men","University Student","Southern Seoul","Donation Count","Unit","24652","33330","30712","29639","34549","38376","39230","40268","42216","42273","39918","35051","34472","30388","25809","21920","22577","22960","26751",
"Men","University Student","Southern Seoul","Composition Rate[%]","%","16.4","22","22.5","20.7","22.3","23.7","24.5","24.2","24.5","24.8","24.1","20.7","18.6","17.5","16.1","15.2","17","17.3","18.2",
"Men","University Student","Eastern Seoul","Donation Count","Unit","24521","30194","28542","31351","35582","37402","41632","43542","47396","52582","48806","40383","40202","38092","34351","29841","32301","34830","41640",
"Men","University Student","Eastern Seoul","Composition Rate[%]","%","15.5","20","22.4","23.3","25.1","23.1","24.3","24","23.9","24.7","23.6","20.6","20","18.9","18.4","17.4","19.3","20.9","23",
"Men","University Student","Busan","Donation Count","Unit","49601","54284","44089","45184","49974","51307","49121","51425","55468","57488","55134","41955","41210","40633","38444","32411","36425","40530","42492",
"Men","University Student","Busan","Composition Rate[%]","%","30.4","33.9","29.8","28.7","31.2","30.6","32.6","33.7","35.5","36.6","34.8","29.3","27.2","25.9","25.7","23.5","26.9","29.3","29.8",
"Men","University Student","Daegu/Gyeongbook","Donation Count","Unit","34220","39130","33858","42244","50213","46018","45678","50130","57354","61897","60288","49467","46893","46311","43506","34966","46042","46330","48494",
"Men","University Student","Daegu/Gyeongbook","Composition Rate[%]","%","23.3","28","28.9","31.9","33.1","31.4","32.1","33","34.5","34.7","33.9","29.4","27.2","26.2","26","25.1","28.9","29.1","29",
"Men","University Student","Incheon","Donation Count","Unit","15402","14023","14791","15535","18898","19951","22778","24705","27428","29576","30274","22701","20584","19033","18466","19885","21745","21617","23955",
"Men","University Student","Incheon","Composition Rate[%]","%","17","16.1","18.7","17.9","21","19.4","19.8","21.6","23.4","23.8","24.9","20","17.8","17.2","16.5","16.7","18.1","18","18.8",
"Men","University Student","Ulsan","Donation Count","Unit","13659","18068","11931","14224","14417","13501","14237","14519","15538","17656","16569","13807","14014","13869","14192","10624","11659","12537","14587",
"Men","University Student","Ulsan","Composition Rate[%]","%","22.1","27.8","22.7","25.4","25.1","24.5","26.2","25.1","25.7","25.9","23.6","21","21.3","21","20.7","16.7","18.3","19.5","19.8",
"Men","University Student","Gyeonggi","Donation Count","Unit","25782","21215","17489","19796","24406","22331","23282","25032","29210","33083","36174","29198","29489","26386","26099","25793","30105","30144","34909",
"Men","University Student","Gyeonggi","Composition Rate[%]","%","22","18.5","17","18","19.9","18.1","18.4","19.5","20.8","21.8","22.7","18.9","18.5","16.9","16.4","15.1","17.9","19","20.6",
"Men","University Student","Gangwon","Donation Count","Unit","6892","7713","7118","9766","10795","10384","11620","12861","14588","15813","18785","14792","14962","14862","13857","11417","12056","12226","13591",
"Men","University Student","Gangwon","Composition Rate[%]","%","9.1","11.4","12.8","15.8","16.8","15.6","16","15","15.3","15.8","16.2","12.1","11.7","11","10.9","9.7","10.9","12.4","12.8",
"Men","University Student","Chungbook","Donation Count","Unit","18955","19727","16665","19229","23568","24508","23290","24964","22911","22750","21329","15481","16523","15410","14419","10825","10999","12872","13571",
"Men","University Student","Chungbook","Composition Rate[%]","%","31.2","31.9","28.6","28.7","29.9","30.6","32.4","31.9","30.6","30.5","29","23.2","23","21.6","20.5","16.4","17.2","21","21.3",
"Men","University Student","Daejeon/Sejong/Chungnaam","Donation Count","Unit","23572","28933","26992","32535","40432","42102","42252","45188","53434","56817","60338","48778","48421","48015","45225","37156","38944","42770","45030",
"Men","University Student","Daejeon/Sejong/Chungnaam","Composition Rate[%]","%","16.8","24.8","23.4","24.5","29","28.2","29.1","29.7","32.7","33.3","33.4","28.5","27.9","26.9","25.6","21.6","23.3","25.9","26.7",
"Men","University Student","Jeonbook","Donation Count","Unit","27044","27183","20383","21249","26083","25426","25595","24671","26846","27294","26766","21111","19887","16485","15544","13258","14558","14923","15728",
"Men","University Student","Jeonbook","Composition Rate[%]","%","28.3","30.6","26.9","26","28.5","26.9","28.1","26.7","28","30.4","28.2","24.1","22.8","20","19.1","17.4","19.1","21.6","21.6",
"Men","University Student","Gwangju/Jeonnaam","Donation Count","Unit","33118","45580","37624","38265","40541","37511","36080","33572","37806","44974","47055","38663","38032","35375","34112","27082","28393","30558","33012",
"Men","University Student","Gwangju/Jeonnaam","Composition Rate[%]","%","25.1","31.6","29.9","29.1","29.5","28.8","29.3","27.5","28.2","32.2","33.2","29","25.8","25.1","24.1","21.2","22.3","24.5","25.6",
"Men","University Student","Gyeongnaam","Donation Count","Unit","17327","19653","15487","17980","19416","21171","20628","22216","25533","25575","25875","21012","19940","19164","18366","17093","20333","20559","21648",
"Men","University Student","Gyeongnaam","Composition Rate[%]","%","19.6","22.4","20.5","21.3","20.8","22.2","22.4","23.4","24.6","23","24.4","21","19.7","18.6","18.1","17","21.4","22.3","21.8",
"Men","University Student","Jeju","Donation Count","Unit","5232","4630","3543","4107","4830","4730","3863","3525","4265","4642","5340","3638","3410","2804","2972","3321","3738","3543","4064",
"Men","University Student","Jeju","Composition Rate[%]","%","21","19.5","16.5","17.7","19.3","19.1","17.8","17.2","19.8","20.1","20.8","15.3","13.3","11.6","12.1","11.4","12.7","12.2","12.5",
"Men","University Student","Korean Red Cross 외","Donation Count","Unit","13150","15132","17353","23910","30190","33720","32211","33165","37796","38651","41262","42915","39758","33533","30282","23829","25058","28728","34820",
"Men","University Student","Korean Red Cross 외","Composition Rate[%]","%","31.2","34.6","37.4","37.7","37.5","33.5","30","28.8","29.9","29.7","30.4","30.5","27.7","25","23.8","19.3","20.3","20.4","21.3",
"Men","Military Person","Total","Donation Count","Unit","591367","461606","348253","379330","373678","343875","311914","360211","408234","419773","440770","449813","457138","435237","381715","359112","308519","272428","304275",
