"Gender","Blood Type","Donation Source","Category","Unit","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023",
"Women","Type A","Gyeonggi","Composition Rate[%]","%","31.6","32.5","33.2","32.5","32.7","33.1","33","32.7","32.8","32.7","32.8","32.6","32.8","32.9","32.5","32.6","32.9","32.8","32",
"Women","Type A","Gangwon","Donation Count[Unit]","Unit","2371","2765","2801","3664","4777","5392","6094","7024","7952","8868","10768","8519","8589","8396","8141","7250","7618","8314","8358",
"Women","Type A","Gangwon","Composition Rate[%]","%","31.1","31.1","31","31.6","30.9","31.3","30.7","31.5","31.4","31.5","32.1","30.8","31.1","31.5","31.1","31.1","31.5","31.4","31.2",
"Women","Type A","Chungbook","Donation Count[Unit]","Unit","5289","5386","4763","5737","6526","6764","6451","7082","7507","8304","8632","7462","7703","7162","7815","6382","6492","7429","7209",
"Women","Type A","Chungbook","Composition Rate[%]","%","31.9","31.3","33","32.1","31.6","31.9","33","32.5","32.4","32.4","33.1","33","32.6","32.1","32.6","32.2","31.3","32.9","33",
"Women","Type A","Daejeon/Sejong/Chungnaam","Donation Count[Unit]","Unit","6807","10073","10391","13598","14750","14794","15050","18694","20585","20621","23063","21998","22860","23474","24365","22624","22661","24296","22049",
"Women","Type A","Daejeon/Sejong/Chungnaam","Composition Rate[%]","%","32.9","33.4","33.4","33.6","34.2","34.5","33.7","34.6","34","33.7","33.7","33.8","33.8","33.7","33.7","33.7","34.1","33.7","33.3",
"Women","Type A","Jeonbook","Donation Count[Unit]","Unit","8780","10358","7737","8957","10372","10767","11989","12461","12659","12423","12076","9953","9563","9185","9512","9132","9238","9554","9116",
"Women","Type A","Jeonbook","Composition Rate[%]","%","34.5","34.8","34.5","34.5","34.9","35.5","34.7","35","35.6","34.9","35.4","35","35.4","35.2","34.5","34.6","34.7","34.5","33.3",
"Women","Type A","Gwangju/Jeonnaam","Donation Count[Unit]","Unit","15222","20105","19011","22790","23384","24840","25192","22937","26086","28364","28856","24928","26412","24151","23672","19978","20663","23034","21373",
"Women","Type A","Gwangju/Jeonnaam","Composition Rate[%]","%","36","36.2","36.5","36.1","36.4","36.5","36.3","36","36.4","36.2","36.2","36.2","36.4","36.8","36.5","35.9","35.8","35.6","35.5",
"Women","Type A","Gyeongnaam","Donation Count[Unit]","Unit","4107","5088","5564","6011","7213","7964","7452","8722","10487","10860","10171","9304","9861","11027","10669","10507","10174","10744","9989",
"Women","Type A","Gyeongnaam","Composition Rate[%]","%","33.3","33.8","33.9","34.1","34.3","33.2","33.3","34.4","33.7","34.3","34.5","33.7","33.9","34.7","33.8","34.2","34.3","34.6","33.3",
"Women","Type A","Jeju","Donation Count[Unit]","Unit","1887","1723","1681","2657","3382","4018","3651","3255","3677","4105","4328","3527","3565","2978","3226","3675","3688","3622","4245",
"Women","Type A","Jeju","Composition Rate[%]","%","28.1","28.6","27.9","28.4","28.4","29.2","29.2","28.7","28.7","28.8","28.9","29.2","29.5","29.6","28.5","29","29.3","28.4","29.1",
"Women","Type A","Korean Red Cross 외","Donation Count[Unit]","Unit","2695","2757","4184","5946","8681","15740","19956","21334","26582","26145","25006","26915","23847","22463","16803","17658","18184","21197","23592",
"Women","Type A","Korean Red Cross 외","Composition Rate[%]","%","31.3","33.7","33","32.7","31.4","32","32.8","32.8","33.3","33.2","33.3","33.5","33.8","33.3","33.7","33.4","33.4","33.7","33.1",
"Women","Type B","Total","Donation Count[Unit]","Unit","122623","140243","134715","165230","188789","209965","215206","221613","237477","249383","247444","215554","214059","209359","202775","185993","189358","207299","205035",
"Women","Type B","Total","Composition Rate[%]","%","27.7","27.5","27.2","27.3","27.3","27.4","27.2","27.1","27","27.2","27","27","26.9","27","26.9","26.8","26.7","26.8","26.7",
"Women","Type B","Korean Red Cross","Donation Count[Unit]","Unit","120271","138229","131389","160221","180862","196173","198619","203557","215839","227952","227326","193940","194937","190873","189376","171912","174722","190279","185742",
"Women","Type B","Korean Red Cross","Composition Rate[%]","%","27.7","27.5","27.2","27.3","27.3","27.4","27.2","27.1","27","27.2","27","27","26.9","26.9","26.9","26.8","26.7","26.8","26.7",
"Women","Type B","Central Seoul","Donation Count[Unit]","Unit","11512","13277","13912","16779","16792","22027","","","","","","","","19299","17841","16772","16135","18186","18036",
"Women","Type B","Central Seoul","Composition Rate[%]","%","28.2","27.9","27.6","27.6","27.7","27.9","","","","","","","","27.1","26.2","26.1","26.4","26.6","26.2",
"Women","Type B","Western Seoul","Donation Count[Unit]","Unit","5592","6829","10275","11676","13781","6742","25159","25060","25105","27082","27028","21516","20093","","","","","","",
"Women","Type B","Western Seoul","Composition Rate[%]","%","28.4","27.9","27.5","27","27.3","27.5","27.2","27.5","27.1","27.1","26.9","26.8","26.6","","","","","","",
"Women","Type B","Southern Seoul","Donation Count[Unit]","Unit","8732","10740","10249","12248","15003","16278","15612","17067","16935","16075","16091","15783","16640","15262","14869","12512","11627","13209","13205",
"Women","Type B","Southern Seoul","Composition Rate[%]","%","28.3","28","28.1","27.9","27.9","27.9","27.1","27.2","26.9","27.1","27.4","27.3","27.1","27","27.3","27.2","26.7","27","26.9",
"Women","Type B","Eastern Seoul","Donation Count[Unit]","Unit","10338","13774","14974","17302","19680","23776","25095","25506","26513","27745","25066","20789","20978","21122","20045","16185","16657","18850","19373",
"Women","Type B","Eastern Seoul","Composition Rate[%]","%","28.1","27.8","27.3","27.2","27.5","27.4","26.7","26.9","27.3","27.1","27.2","26.8","26.7","27.1","27.2","26.7","26.5","26.3","25.8",
"Women","Type B","Busan","Donation Count[Unit]","Unit","13758","14233","11443","14219","15407","17548","17708","17848","20086","21386","20857","16229","17008","17626","16671","15879","15824","17753","17190",
"Women","Type B","Busan","Composition Rate[%]","%","27.5","27.2","27.3","26.9","27.2","26.6","26.8","26.8","27","27.1","26.2","26.3","26.8","26.3","26.1","26.8","26.7","26.9","27.2",
"Women","Type B","Daegu/Gyeongbook","Donation Count[Unit]","Unit","13343","14039","11161","15381","17530","18145","18898","20072","21408","23416","22435","18656","18664","19079","17647","15354","18192","18396","17009",
"Women","Type B","Daegu/Gyeongbook","Composition Rate[%]","%","28.1","28.6","27.8","27.6","27.5","27.2","27.3","26.8","27.2","27.4","27.2","27.2","27.4","27.5","27.1","26.9","27.5","27.8","27.3",
"Women","Type B","Incheon","Donation Count[Unit]","Unit","10699","9376","8420","9642","11273","14379","16539","16272","16552","16908","16350","13471","13025","12733","12662","12509","12510","13590","13095",
"Women","Type B","Incheon","Composition Rate[%]","%","27.6","27.5","27.2","27.5","27.6","28","27.7","27.6","27.2","27.6","27.5","27.8","27.3","27.4","27.3","27.4","26.7","26.8","26.5",
"Women","Type B","Ulsan","Donation Count[Unit]","Unit","4660","4760","3560","4279","4675","5531","5288","5995","5781","5827","6426","5940","5666","5819","6362","5186","5401","6310","6953",
"Women","Type B","Ulsan","Composition Rate[%]","%","27.5","27.7","27.8","28.1","28.2","28.8","27.6","28.3","27.6","27.4","27.2","27.5","27.8","28.1","27.6","27.5","27.4","27.5","27.3",
"Women","Type B","Gyeonggi","Donation Count[Unit]","Unit","6045","7395","7295","8672","11852","13270","13832","13135","14252","15170","16220","13927","13863","12738","13835","14695","15191","15457","14871",
"Women","Type B","Gyeonggi","Composition Rate[%]","%","28.9","27.6","27.7","27.6","27.9","27.8","27.6","27.7","28.1","28","27.3","27.5","27.1","26.8","26.5","26.9","26.6","26.7","26.6",
"Women","Type B","Gangwon","Donation Count[Unit]","Unit","2116","2506","2528","3192","4299","4853","5720","6405","7148","7892","9407","7839","7743","7676","7514","6642","6855","7638","7632",
"Women","Type B","Gangwon","Composition Rate[%]","%","27.8","28.2","28","27.5","27.8","28.2","28.8","28.7","28.2","28","28","28.3","28.1","28.8","28.7","28.5","28.3","28.9","28.5",
"Women","Type B","Chungbook","Donation Count[Unit]","Unit","4785","4934","4031","5043","5948","5954","5438","6173","6521","7212","7285","6245","6701","6303","6690","5299","5785","6310","6026",
"Women","Type B","Chungbook","Composition Rate[%]","%","28.8","28.7","27.9","28.3","28.8","28.1","27.8","28.3","28.1","28.2","28","27.7","28.3","28.3","27.9","26.7","27.9","27.9","27.6",
"Women","Type B","Daejeon/Sejong/Chungnaam","Donation Count[Unit]","Unit","5829","8356","8495","11280","11637","11492","12279","14152","15937","16603","18398","17410","18055","18773","19557","17889","17404","18909","17584",
"Women","Type B","Daejeon/Sejong/Chungnaam","Composition Rate[%]","%","28.2","27.7","27.3","27.9","27","26.8","27.5","26.2","26.3","27.1","26.8","26.7","26.7","27","27.1","26.6","26.2","26.3","26.6",
"Women","Type B","Jeonbook","Donation Count[Unit]","Unit","6641","7762","5708","6799","7701","7935","9053","9380","9101","9287","8682","7423","7000","6703","7062","6813","6898","7109","7191",
"Women","Type B","Jeonbook","Composition Rate[%]","%","26.1","26","25.4","26.2","25.9","26.1","26.2","26.4","25.6","26.1","25.5","26.1","25.9","25.7","25.6","25.8","25.9","25.6","26.3",
"Women","Type B","Gwangju/Jeonnaam","Donation Count[Unit]","Unit","10541","14087","12985","15845","15889","17323","17929","16254","18183","20099","20386","17569","18007","16203","16363","14021","14652","16379","15244",
"Women","Type B","Gwangju/Jeonnaam","Composition Rate[%]","%","24.9","25.3","24.9","25.1","24.7","25.4","25.8","25.5","25.4","25.7","25.6","25.5","24.8","24.7","25.2","25.2","25.4","25.3","25.4",
"Women","Type B","Gyeongnaam","Donation Count[Unit]","Unit","3417","4106","4355","4847","5622","6573","6112","6726","8366","8708","7940","7373","7780","8412","8675","8229","7810","8169","7840",
"Women","Type B","Gyeongnaam","Composition Rate[%]","%","27.7","27.3","26.6","27.5","26.8","27.4","27.3","26.5","26.9","27.5","26.9","26.7","26.7","26.4","27.5","26.8","26.3","26.3","26.1",
"Women","Type B","Jeju","Donation Count[Unit]","Unit","2263","2055","1998","3017","3773","4347","3957","3512","3951","4542","4755","3770","3714","3125","3583","3927","3781","4014","4493",
"Women","Type B","Jeju","Composition Rate[%]","%","33.7","34.2","33.2","32.3","31.7","31.6","31.6","31","30.9","31.9","31.7","31.2","30.7","31.1","31.6","31","30.1","31.5","30.8",
"Women","Type B","Korean Red Cross 외","Donation Count[Unit]","Unit","2352","2014","3326","5009","7927","13792","16587","18056","21638","21431","20118","21614","19122","18486","13399","14081","14636","17020","19293",
"Women","Type B","Korean Red Cross 외","Composition Rate[%]","%","27.3","24.6","26.3","27.5","28.7","28","27.3","27.8","27.1","27.2","26.8","26.9","27.1","27.4","26.9","26.6","26.9","27","27.1",
"Women","Type AB","Total","Donation Count[Unit]","Unit","50576","58497","56812","70073","79587","88564","90927","93735","100792","105638","105204","92181","89849","88665","86228","79955","81781","87958","87186",
"Women","Type AB","Total","Composition Rate[%]","%","11.4","11.5","11.5","11.6","11.5","11.6","11.5","11.5","11.5","11.5","11.5","11.5","11.3","11.4","11.4","11.5","11.5","11.4","11.4",
"Women","Type AB","Korean Red Cross","Donation Count[Unit]","Unit","49549","57564","55321","67941","76511","82865","83880","86198","91810","96652","96600","82967","81978","80936","80566","73883","75682","81037","79230",
"Women","Type AB","Korean Red Cross","Composition Rate[%]","%","11.4","11.5","11.5","11.6","11.5","11.6","11.5","11.5","11.5","11.5","11.5","11.5","11.3","11.4","11.4","11.5","11.6","11.4","11.4",
"Women","Type AB","Central Seoul","Donation Count[Unit]","Unit","4875","5437","5798","6931","6922","9017","","","","","","","","8288","7773","7309","7029","7655","7751",
"Women","Type AB","Central Seoul","Composition Rate[%]","%","12","11.4","11.5","11.4","11.4","11.4","","","","","","","","11.7","11.4","11.4","11.5","11.2","11.3",
"Women","Type AB","Western Seoul","Donation Count[Unit]","Unit","2249","2724","4188","5068","5699","2787","10570","10375","10479","11388","11345","9284","8704","","","","","","",
"Women","Type AB","Western Seoul","Composition Rate[%]","%","11.4","11.1","11.2","11.7","11.3","11.4","11.4","11.4","11.3","11.4","11.3","11.6","11.5","","","","","","",
"Women","Type AB","Southern Seoul","Donation Count[Unit]","Unit","3342","4227","3950","4912","6145","6541","6535","7076","7211","6735","6719","6768","6764","6343","6137","5286","5124","5656","5576",
"Women","Type AB","Southern Seoul","Composition Rate[%]","%","10.8","11","10.8","11.2","11.4","11.2","11.3","11.3","11.4","11.3","11.5","11.7","11","11.2","11.3","11.5","11.8","11.6","11.4",
"Women","Type AB","Eastern Seoul","Donation Count[Unit]","Unit","4123","5681","6265","7269","8058","10119","11063","10897","11173","11694","10517","8995","8662","8618","8318","6934","7187","8194","8346",
"Women","Type AB","Eastern Seoul","Composition Rate[%]","%","11.2","11.5","11.4","11.4","11.3","11.6","11.8","11.5","11.5","11.4","11.4","11.6","11","11.1","11.3","11.4","11.4","11.4","11.1",
"Women","Type AB","Busan","Donation Count[Unit]","Unit","5492","6003","5078","6283","6540","7863","7468","7504","8588","9114","9184","7146","7118","7802","7415","6788","7051","7833","7364",
"Women","Type AB","Busan","Composition Rate[%]","%","11","11.5","12.1","11.9","11.6","11.9","11.3","11.3","11.5","11.6","11.6","11.6","11.2","11.6","11.6","11.5","11.9","11.9","11.6",
"Women","Type AB","Daegu/Gyeongbook","Donation Count[Unit]","Unit","5213","5485","4437","6156","7258","7598","7841","8504","8749","9525","9030","7601","7534","7594","7185","6283","7416","7256","6881",
"Women","Type AB","Daegu/Gyeongbook","Composition Rate[%]","%","11","11.2","11","11","11.4","11.4","11.3","11.4","11.1","11.2","10.9","11.1","11","10.9","11","11","11.2","11","11",
"Women","Type AB","Incheon","Donation Count[Unit]","Unit","4475","3884","3562","4042","4767","5897","6867","6950","7000","7268","6978","5664","5341","5309","5396","5287","5222","5675","5588",
"Women","Type AB","Incheon","Composition Rate[%]","%","11.5","11.4","11.5","11.5","11.7","11.5","11.5","11.8","11.5","11.8","11.7","11.7","11.2","11.4","11.6","11.6","11.1","11.2","11.3",
"Women","Type AB","Ulsan","Donation Count[Unit]","Unit","1951","1954","1442","1649","1920","2192","2245","2448","2458","2524","2602","2486","2269","2350","2572","2083","2186","2612","2938",
"Women","Type AB","Ulsan","Composition Rate[%]","%","11.5","11.4","11.3","10.8","11.6","11.4","11.7","11.5","11.8","11.9","11","11.5","11.1","11.3","11.2","11","11.1","11.4","11.5",
"Women","Type AB","Gyeonggi","Donation Count[Unit]","Unit","2443","3125","2917","3672","4971","5584","5642","5371","5702","6225","6817","5719","5632","5366","5964","6250","6468","6487","6373",
"Women","Type AB","Gyeonggi","Composition Rate[%]","%","11.7","11.7","11.1","11.7","11.7","11.7","11.3","11.3","11.2","11.5","11.5","11.3","11","11.3","11.4","11.4","11.3","11.2","11.4",
"Women","Type AB","Gangwon","Donation Count[Unit]","Unit","808","992","1027","1300","1806","1875","2210","2406","2876","3126","3726","3078","3090","2936","2818","2520","2637","2816","2991",
"Women","Type AB","Gangwon","Composition Rate[%]","%","10.6","11.1","11.4","11.2","11.7","10.9","11.1","10.8","11.3","11.1","11.1","11.1","11.2","11","10.8","10.8","10.9","10.6","11.2",
"Women","Type AB","Chungbook","Donation Count[Unit]","Unit","1929","2023","1618","2017","2326","2475","2159","2469","2657","2919","2867","2519","2524","2437","2711","2303","2443","2529","2454",
"Women","Type AB","Chungbook","Composition Rate[%]","%","11.6","11.7","11.2","11.3","11.3","11.7","11.1","11.3","11.5","11.4","11","11.2","10.7","10.9","11.3","11.6","11.8","11.2","11.2",
"Women","Type AB","Daejeon/Sejong/Chungnaam","Donation Count[Unit]","Unit","2378","3457","3558","4835","4998","4913","5085","6367","7201","7274","8323","7623","7843","8207","8337","7902","7744","8313","7604",
"Women","Type AB","Daejeon/Sejong/Chungnaam","Composition Rate[%]","%","11.5","11.5","11.4","12","11.6","11.5","11.4","11.8","11.9","11.9","12.1","11.7","11.6","11.8","11.5","11.8","11.6","11.5","11.5",
"Women","Type AB","Jeonbook","Donation Count[Unit]","Unit","3031","3549","2707","3032","3541","3619","4237","4239","4321","4280","4059","3406","3254","3167","3381","3230","3284","3310","3292",
"Women","Type AB","Jeonbook","Composition Rate[%]","%","11.9","11.9","12.1","11.7","11.9","11.9","12.3","11.9","12.1","12","11.9","12","12","12.1","12.3","12.2","12.3","11.9","12",
"Women","Type AB","Gwangju/Jeonnaam","Donation Count[Unit]","Unit","5085","6706","6220","7697","7745","7986","8035","7487","8388","9274","9287","8027","8514","7686","7704","6761","6979","7811","7082",
"Women","Type AB","Gwangju/Jeonnaam","Composition Rate[%]","%","12","12.1","11.9","12.2","12.1","11.7","11.6","11.7","11.7","11.8","11.6","11.7","11.7","11.7","11.9","12.1","12.1","12.1","11.8",
"Women","Type AB","Gyeongnaam","Donation Count[Unit]","Unit","1396","1673","1846","2005","2407","2787","2471","2785","3463","3606","3319","3207","3279","3684","3597","3507","3279","3384","3310",
"Women","Type AB","Gyeongnaam","Composition Rate[%]","%","11.3","11.1","11.3","11.4","11.5","11.6","11.1","11","11.1","11.4","11.3","11.6","11.3","11.6","11.4","11.4","11.1","10.9","11",
"Women","Type AB","Jeju","Donation Count[Unit]","Unit","759","644","708","1073","1408","1612","1452","1320","1544","1700","1827","1444","1450","1149","1258","1440","1633","1506","1680",
"Women","Type AB","Jeju","Composition Rate[%]","%","11.3","10.7","11.8","11.5","11.8","11.7","11.6","11.6","12.1","11.9","12.2","11.9","12","11.4","11.1","11.4","13","11.8","11.5",
"Women","Type AB","Korean Red Cross 외","Donation Count[Unit]","Unit","1027","933","1491","2132","3076","5699","7047","7537","8982","8986","8604","9214","7871","7729","5662","6072","6099","6921","7956",
"Women","Type AB","Korean Red Cross 외","Composition Rate[%]","%","11.9","11.4","11.8","11.7","11.1","11.6","11.6","11.6","11.3","11.4","11.5","11.5","11.2","11.4","11.4","11.5","11.2","11","11.2",
"Women","RH(-)","Total","Donation Count[Unit]","Unit","1996","2368","2118","2609","2774","3250","3352","3481","3868","4191","4066","3455","3535","3549","3475","3355","3658","3620","3471",
"Women","RH(-)","Total","Composition Rate[%]","%",".5",".5",".4",".4",".4",".4",".4",".4",".4",".5",".4",".4",".4",".5",".5",".5",".5",".5",".5",
"Women","RH(-)","Korean Red Cross","Donation Count[Unit]","Unit","1967","2321","2089","2543","2666","3043","3113","3180","3514","3829","3771","3131","3244","3226","3241","3096","3411","3350","3168",
"Women","RH(-)","Korean Red Cross","Composition Rate[%]","%",".5",".5",".4",".4",".4",".4",".4",".4",".4",".5",".4",".4",".4",".5",".5",".5",".5",".5",".5",
"Women","RH(-)","Central Seoul","Donation Count[Unit]","Unit","187","215","231","283","268","388","","","","","","","","385","383","366","362","337","355",
"Women","RH(-)","Central Seoul","Composition Rate[%]","%",".5",".5",".5",".5",".4",".5","","","","","","","",".5",".6",".6",".6",".5",".5",
"Women","RH(-)","Western Seoul","Donation Count[Unit]","Unit","76","116","134","189","192","101","445","417","478","481","435","359","355","","","","","","",
"Women","RH(-)","Western Seoul","Composition Rate[%]","%",".4",".5",".4",".4",".4",".4",".5",".5",".5",".5",".4",".4",".5","","","","","","",
"Women","RH(-)","Southern Seoul","Donation Count[Unit]","Unit","165","196","175","195","207","269","244","238","271","321","274","245","302","299","225","205","229","258","218",
"Women","RH(-)","Southern Seoul","Composition Rate[%]","%",".5",".5",".5",".4",".4",".5",".4",".4",".4",".5",".5",".4",".5",".5",".4",".4",".5",".5",".4",
"Women","RH(-)","Eastern Seoul","Donation Count[Unit]","Unit","158","173","212","252","260","321","389","364","421","446","403","357","387","358","406","301","357","337","345",
"Women","RH(-)","Eastern Seoul","Composition Rate[%]","%",".4",".3",".4",".4",".4",".4",".4",".4",".4",".4",".4",".5",".5",".5",".6",".5",".6",".5",".5",
"Women","RH(-)","Busan","Donation Count[Unit]","Unit","242","245","196","267","278","336","322","307","331","401","436","284","312","284","271","305","283","314","237",
"Women","RH(-)","Busan","Composition Rate[%]","%",".5",".5",".5",".5",".5",".5",".5",".5",".4",".5",".5",".5",".5",".4",".4",".5",".5",".5",".4",
"Women","RH(-)","Daegu/Gyeongbook","Donation Count[Unit]","Unit","202","213","195","275","265","254","307","342","330","356","303","291","295","357","334","286","392","356","307",
"Women","RH(-)","Daegu/Gyeongbook","Composition Rate[%]","%",".4",".4",".5",".5",".4",".4",".4",".5",".4",".4",".4",".4",".4",".5",".5",".5",".6",".5",".5",
"Women","RH(-)","Incheon","Donation Count[Unit]","Unit","166","179","145","140","192","213","247","232","276","290","259","210","203","182","196","211","236","222","180",
"Women","RH(-)","Incheon","Composition Rate[%]","%",".4",".5",".5",".4",".5",".4",".4",".4",".5",".5",".4",".4",".4",".4",".4",".5",".5",".4",".4",
"Women","RH(-)","Ulsan","Donation Count[Unit]","Unit","70","107","55","73","72","99","89","99","97","114","117","81","88","73","89","87","92","111","162",
"Women","RH(-)","Ulsan","Composition Rate[%]","%",".4",".6",".4",".5",".4",".5",".5",".5",".5",".5",".5",".4",".4",".4",".4",".5",".5",".5",".6",
"Women","RH(-)","Gyeonggi","Donation Count[Unit]","Unit","122","110","100","158","163","194","226","241","280","270","275","236","235","232","251","279","333","276","287",
"Women","RH(-)","Gyeonggi","Composition Rate[%]","%",".6",".4",".4",".5",".4",".4",".5",".5",".6",".5",".5",".5",".5",".5",".5",".5",".6",".5",".5",
"Women","RH(-)","Gangwon","Donation Count[Unit]","Unit","28","53","29","35","53","74","71","77","97","104","135","106","106","92","117","98","129","127","149",
"Women","RH(-)","Gangwon","Composition Rate[%]","%",".4",".6",".3",".3",".3",".4",".4",".3",".4",".4",".4",".4",".4",".3",".4",".4",".5",".5",".6",
"Women","RH(-)","Chungbook","Donation Count[Unit]","Unit","81","100","63","90","95","106","78","126","119","127","139","98","102","110","93","99","104","99","99",
"Women","RH(-)","Chungbook","Composition Rate[%]","%",".5",".6",".4",".5",".5",".5",".4",".6",".5",".5",".5",".4",".4",".5",".4",".5",".5",".4",".5",
"Women","RH(-)","Daejeon/Sejong/Chungnaam","Donation Count[Unit]","Unit","111","161","146","140","141","190","194","242","259","294","345","315","291","335","346","339","316","342","297",
"Women","RH(-)","Daejeon/Sejong/Chungnaam","Composition Rate[%]","%",".5",".5",".5",".3",".3",".4",".4",".4",".4",".5",".5",".5",".4",".5",".5",".5",".5",".5",".4",
"Women","RH(-)","Jeonbook","Donation Count[Unit]","Unit","95","116","96","111","130","104","130","124","102","124","140","106","96","81","98","108","116","98","114",
"Women","RH(-)","Jeonbook","Composition Rate[%]","%",".4",".4",".4",".4",".4",".3",".4",".3",".3",".3",".4",".4",".4",".3",".4",".4",".4",".4",".4",
"Women","RH(-)","Gwangju/Jeonnaam","Donation Count[Unit]","Unit","166","246","225","216","230","240","239","203","266","318","344","286","294","235","235","226","239","263","226",
"Women","RH(-)","Gwangju/Jeonnaam","Composition Rate[%]","%",".4",".4",".4",".3",".4",".4",".3",".3",".4",".4",".4",".4",".4",".4",".4",".4",".4",".4",".4",
"Women","RH(-)","Gyeongnaam","Donation Count[Unit]","Unit","72","67","69","90","77","102","80","117","124","124","123","114","152","168","158","155","182","171","162",
"Women","RH(-)","Gyeongnaam","Composition Rate[%]","%",".6",".4",".4",".5",".4",".4",".4",".5",".4",".4",".4",".4",".5",".5",".5",".5",".6",".6",".5",
"Women","RH(-)","Jeju","Donation Count[Unit]","Unit","26","24","18","29","43","52","52","51","63","59","43","43","26","35","39","31","41","39","30",
"Women","RH(-)","Jeju","Composition Rate[%]","%",".4",".4",".3",".3",".4",".4",".4",".4",".5",".4",".3",".4",".2",".3",".3",".2",".3",".3",".2",
"Women","RH(-)","Korean Red Cross 외","Donation Count[Unit]","Unit","29","47","29","66","108","207","239","301","354","362","295","324","291","323","234","259","247","270","303",
"Women","RH(-)","Korean Red Cross 외","Composition Rate[%]","%",".3",".6",".2",".4",".4",".4",".4",".5",".4",".5",".4",".4",".4",".5",".5",".5",".5",".4",".4",
"Women","Type O","Total","Donation Count[Unit]","Unit","521","689","614","754","811","938","950","1070","1171","1232","1253","1063","1131","1144","1137","1029","1133","1147","1025",
"Women","Type O","Total","Composition Rate[%]","%",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".2",".1",".2",".1",".1",
"Women","Type O","Korean Red Cross","Donation Count[Unit]","Unit","510","672","600","731","777","885","891","971","1062","1124","1168","968","1053","1057","1081","957","1078","1081","946",
"Women","Type O","Korean Red Cross","Composition Rate[%]","%",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".2",".1",".2",".2",".1",
"Women","Type O","Central Seoul","Donation Count[Unit]","Unit","50","70","67","75","70","106","","","","","","","","125","120","112","128","104","90",
"Women","Type O","Central Seoul","Composition Rate[%]","%",".1",".1",".1",".1",".1",".1","","","","","","","",".2",".2",".2",".2",".2",".1",
"Women","Type O","Western Seoul","Donation Count[Unit]","Unit","26","26","33","41","46","21","94","122","131","133","130","112","128","","","","","","",
"Women","Type O","Western Seoul","Composition Rate[%]","%",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".2","","","","","","",
"Women","Type O","Southern Seoul","Donation Count[Unit]","Unit","36","46","58","47","54","81","67","91","81","92","87","78","90","90","68","49","75","85","71",
"Women","Type O","Southern Seoul","Composition Rate[%]","%",".1",".1",".2",".1",".1",".1",".1",".1",".1",".2",".1",".1",".1",".2",".1",".1",".2",".2",".1",
"Women","Type O","Eastern Seoul","Donation Count[Unit]","Unit","49","59","61","75","68","106","121","119","156","125","133","121","156","141","166","108","115","125","139",
"Women","Type O","Eastern Seoul","Composition Rate[%]","%",".1",".1",".1",".1",".1",".1",".1",".1",".2",".1",".1",".2",".2",".2",".2",".2",".2",".2",".2",
"Women","Type O","Busan","Donation Count[Unit]","Unit","69","65","48","79","81","90","90","91","86","129","145","103","108","86","95","116","86","98","62",
"Women","Type O","Busan","Composition Rate[%]","%",".1",".1",".1",".1",".1",".1",".1",".1",".1",".2",".2",".2",".2",".1",".1",".2",".1",".1",".1",
"Women","Type O","Daegu/Gyeongbook","Donation Count[Unit]","Unit","46","56","48","75","88","61","77","85","90","91","72","74","77","105","108","84","123","120","91",
"Women","Type O","Daegu/Gyeongbook","Composition Rate[%]","%",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".2",".2",".1",".2",".2",".1",
"Women","Type O","Incheon","Donation Count[Unit]","Unit","31","58","23","40","41","66","67","78","67","85","95","73","75","79","77","67","68","83","50",
"Women","Type O","Incheon","Composition Rate[%]","%",".1",".2",".1",".1",".1",".1",".1",".1",".1",".1",".2",".2",".2",".2",".2",".1",".1",".2",".1",
"Women","Type O","Ulsan","Donation Count[Unit]","Unit","16","35","21","24","22","31","28","33","32","42","36","19","23","28","28","19","29","27","48",
"Women","Type O","Ulsan","Composition Rate[%]","%",".1",".2",".2",".2",".1",".2",".1",".2",".2",".2",".2",".1",".1",".1",".1",".1",".1",".1",".2",
"Women","Type O","Gyeonggi","Donation Count[Unit]","Unit","28","29","25","39","36","50","63","69","71","74","85","78","78","68","78","86","92","75","79",
"Women","Type O","Gyeonggi","Composition Rate[%]","%",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".2",".2",".1",".1",".2",".2",".1",".1",
"Women","Type O","Gangwon","Donation Count[Unit]","Unit","10","18","7","12","18","29","31","22","42","42","44","23","26","18","30","23","42","38","36",
"Women","Type O","Gangwon","Composition Rate[%]","%",".1",".2",".1",".1",".1",".2",".2",".1",".2",".1",".1",".1",".1",".1",".1",".1",".2",".1",".1",
"Women","Type O","Chungbook","Donation Count[Unit]","Unit","18","23","22","34","36","30","33","30","37","39","39","25","28","27","27","19","25","24","21",
"Women","Type O","Chungbook","Composition Rate[%]","%",".1",".1",".2",".2",".2",".1",".2",".1",".2",".2",".1",".1",".1",".1",".1",".1",".1",".1",".1",
